region,period,total,year,month
09 cataluã±a,2020-10,7436.0,2020,10
09 cataluã±a,2020-09,20289.0,2020,9
09 cataluã±a,2020-08,58591.0,2020,8
09 cataluã±a,2020-07,92914.0,2020,7
09 cataluã±a,2020-06,8380.0,2020,6
09 cataluã±a,2020-05,0.0,2020,5
09 cataluã±a,2020-04,0.0,2020,4
09 cataluã±a,2020-03,5183.0,2020,3
09 cataluã±a,2020-02,11432.0,2020,2
09 cataluã±a,2020-01,7724.0,2020,1
09 cataluã±a,2019-12,8259.0,2019,12
09 cataluã±a,2019-11,11849.0,2019,11
09 cataluã±a,2019-10,49984.0,2019,10
09 cataluã±a,2019-09,130893.0,2019,9
09 cataluã±a,2019-08,321749.0,2019,8
09 cataluã±a,2019-07,302314.0,2019,7
09 cataluã±a,2019-06,157293.0,2019,6
09 cataluã±a,2019-05,105528.0,2019,5
09 cataluã±a,2019-04,74915.0,2019,4
09 cataluã±a,2019-03,23418.0,2019,3
09 cataluã±a,2019-02,8622.0,2019,2
09 cataluã±a,2019-01,5929.0,2019,1
09 cataluã±a,2018-12,7942.0,2018,12
09 cataluã±a,2018-11,8819.0,2018,11
09 cataluã±a,2018-10,39107.0,2018,10
09 cataluã±a,2018-09,120517.0,2018,9
09 cataluã±a,2018-08,315475.0,2018,8
09 cataluã±a,2018-07,332617.0,2018,7
09 cataluã±a,2018-06,142354.0,2018,6
09 cataluã±a,2018-05,104453.0,2018,5
09 cataluã±a,2018-04,66406.0,2018,4
09 cataluã±a,2018-03,27053.0,2018,3
09 cataluã±a,2018-02,7987.0,2018,2
09 cataluã±a,2018-01,5520.0,2018,1
09 cataluã±a,2017-12,7651.0,2017,12
09 cataluã±a,2017-11,7613.0,2017,11
09 cataluã±a,2017-10,34560.0,2017,10
09 cataluã±a,2017-09,132809.0,2017,9
09 cataluã±a,2017-08,327864.0,2017,8
09 cataluã±a,2017-07,348048.0,2017,7
09 cataluã±a,2017-06,140996.0,2017,6
09 cataluã±a,2017-05,89073.0,2017,5
09 cataluã±a,2017-04,79684.0,2017,4
09 cataluã±a,2017-03,17642.0,2017,3
09 cataluã±a,2017-02,8563.0,2017,2
09 cataluã±a,2017-01,5752.0,2017,1
09 cataluã±a,2016-12,7992.0,2016,12
09 cataluã±a,2016-11,9191.0,2016,11
09 cataluã±a,2016-10,33009.0,2016,10
09 cataluã±a,2016-09,110327.0,2016,9
09 cataluã±a,2016-08,332521.0,2016,8
09 cataluã±a,2016-07,316165.0,2016,7
09 cataluã±a,2016-06,123680.0,2016,6
09 cataluã±a,2016-05,75376.0,2016,5
09 cataluã±a,2016-04,59519.0,2016,4
09 cataluã±a,2016-03,29531.0,2016,3
09 cataluã±a,2016-02,9888.0,2016,2
09 cataluã±a,2016-01,5807.0,2016,1
09 cataluã±a,2015-12,6556.0,2015,12
09 cataluã±a,2015-11,8189.0,2015,11
09 cataluã±a,2015-10,31034.0,2015,10
09 cataluã±a,2015-09,98597.0,2015,9
09 cataluã±a,2015-08,318089.0,2015,8
09 cataluã±a,2015-07,306659.0,2015,7
09 cataluã±a,2015-06,108363.0,2015,6
09 cataluã±a,2015-05,93972.0,2015,5
09 cataluã±a,2015-04,51515.0,2015,4
09 cataluã±a,2015-03,13671.0,2015,3
09 cataluã±a,2015-02,6197.0,2015,2
09 cataluã±a,2015-01,4864.0,2015,1
09 cataluã±a,2014-12,6181.0,2014,12
09 cataluã±a,2014-11,6258.0,2014,11
09 cataluã±a,2014-10,30290.0,2014,10
09 cataluã±a,2014-09,91609.0,2014,9
09 cataluã±a,2014-08,309607.0,2014,8
09 cataluã±a,2014-07,280305.0,2014,7
09 cataluã±a,2014-06,102831.0,2014,6
09 cataluã±a,2014-05,78767.0,2014,5
09 cataluã±a,2014-04,43995.0,2014,4
09 cataluã±a,2014-03,14479.0,2014,3
09 cataluã±a,2014-02,4962.0,2014,2
09 cataluã±a,2014-01,5030.0,2014,1
09 cataluã±a,2013-12,6261.0,2013,12
09 cataluã±a,2013-11,7360.0,2013,11
09 cataluã±a,2013-10,23863.0,2013,10
09 cataluã±a,2013-09,83672.0,2013,9
09 cataluã±a,2013-08,284364.0,2013,8
09 cataluã±a,2013-07,287372.0,2013,7
09 cataluã±a,2013-06,108607.0,2013,6
09 cataluã±a,2013-05,75532.0,2013,5
09 cataluã±a,2013-04,37193.0,2013,4
09 cataluã±a,2013-03,17795.0,2013,3
09 cataluã±a,2013-02,2870.0,2013,2
09 cataluã±a,2013-01,2429.0,2013,1
09 cataluã±a,2012-12,4377.0,2012,12
09 cataluã±a,2012-11,4220.0,2012,11
09 cataluã±a,2012-10,17715.0,2012,10
09 cataluã±a,2012-09,92791.0,2012,9
09 cataluã±a,2012-08,272472.0,2012,8
09 cataluã±a,2012-07,291978.0,2012,7
09 cataluã±a,2012-06,94851.0,2012,6
09 cataluã±a,2012-05,56506.0,2012,5
09 cataluã±a,2012-04,39216.0,2012,4
09 cataluã±a,2012-03,8884.0,2012,3
09 cataluã±a,2012-02,2988.0,2012,2
09 cataluã±a,2012-01,2650.0,2012,1
09 cataluã±a,2011-12,3409.0,2011,12
09 cataluã±a,2011-11,3053.0,2011,11
09 cataluã±a,2011-10,21769.0,2011,10
09 cataluã±a,2011-09,90008.0,2011,9
09 cataluã±a,2011-08,309763.0,2011,8
09 cataluã±a,2011-07,301745.0,2011,7
09 cataluã±a,2011-06,95225.0,2011,6
09 cataluã±a,2011-05,50187.0,2011,5
09 cataluã±a,2011-04,38100.0,2011,4
09 cataluã±a,2011-03,6966.0,2011,3
09 cataluã±a,2011-02,3159.0,2011,2
09 cataluã±a,2011-01,2875.0,2011,1
09 cataluã±a,2010-12,2965.0,2010,12
09 cataluã±a,2010-11,3496.0,2010,11
09 cataluã±a,2010-10,19362.0,2010,10
09 cataluã±a,2010-09,78225.0,2010,9
09 cataluã±a,2010-08,330578.0,2010,8
09 cataluã±a,2010-07,307740.0,2010,7
09 cataluã±a,2010-06,93237.0,2010,6
09 cataluã±a,2010-05,69851.0,2010,5
09 cataluã±a,2010-04,34420.0,2010,4
09 cataluã±a,2010-03,12790.0,2010,3
09 cataluã±a,2010-02,5012.0,2010,2
09 cataluã±a,2010-01,4481.0,2010,1
09 cataluã±a,2009-12,3301.0,2009,12
09 cataluã±a,2009-11,3948.0,2009,11
09 cataluã±a,2009-10,16094.0,2009,10
09 cataluã±a,2009-09,67885.0,2009,9
09 cataluã±a,2009-08,318698.0,2009,8
09 cataluã±a,2009-07,314748.0,2009,7
09 cataluã±a,2009-06,87948.0,2009,6
09 cataluã±a,2009-05,67377.0,2009,5
09 cataluã±a,2009-04,38313.0,2009,4
09 cataluã±a,2009-03,9268.0,2009,3
09 cataluã±a,2009-02,4351.0,2009,2
09 cataluã±a,2009-01,4680.0,2009,1
09 cataluã±a,2008-12,3269.0,2008,12
09 cataluã±a,2008-11,5130.0,2008,11
09 cataluã±a,2008-10,14360.0,2008,10
09 cataluã±a,2008-09,82429.0,2008,9
09 cataluã±a,2008-08,333570.0,2008,8
09 cataluã±a,2008-07,335031.0,2008,7
09 cataluã±a,2008-06,103426.0,2008,6
09 cataluã±a,2008-05,73437.0,2008,5
09 cataluã±a,2008-04,35962.0,2008,4
09 cataluã±a,2008-03,12094.0,2008,3
09 cataluã±a,2008-02,7255.0,2008,2
09 cataluã±a,2008-01,6850.0,2008,1
09 cataluã±a,2007-12,5270.0,2007,12
09 cataluã±a,2007-11,4748.0,2007,11
09 cataluã±a,2007-10,15140.0,2007,10
09 cataluã±a,2007-09,91086.0,2007,9
09 cataluã±a,2007-08,333824.0,2007,8
09 cataluã±a,2007-07,328929.0,2007,7
09 cataluã±a,2007-06,117612.0,2007,6
09 cataluã±a,2007-05,73175.0,2007,5
09 cataluã±a,2007-04,44543.0,2007,4
09 cataluã±a,2007-03,17984.0,2007,3
09 cataluã±a,2007-02,7567.0,2007,2
09 cataluã±a,2007-01,2659.0,2007,1
09 cataluã±a,2006-12,4061.0,2006,12
09 cataluã±a,2006-11,4603.0,2006,11
09 cataluã±a,2006-10,18151.0,2006,10
09 cataluã±a,2006-09,90306.0,2006,9
09 cataluã±a,2006-08,337811.0,2006,8
09 cataluã±a,2006-07,366243.0,2006,7
09 cataluã±a,2006-06,107239.0,2006,6
09 cataluã±a,2006-05,63651.0,2006,5
09 cataluã±a,2006-04,36424.0,2006,4
09 cataluã±a,2006-03,8829.0,2006,3
09 cataluã±a,2006-02,3006.0,2006,2
09 cataluã±a,2006-01,2411.0,2006,1
09 cataluã±a,2005-12,2694.0,2005,12
09 cataluã±a,2005-11,3528.0,2005,11
09 cataluã±a,2005-10,15303.0,2005,10
09 cataluã±a,2005-09,84341.0,2005,9
09 cataluã±a,2005-08,315771.0,2005,8
09 cataluã±a,2005-07,332003.0,2005,7
09 cataluã±a,2005-06,96147.0,2005,6
09 cataluã±a,2005-05,67086.0,2005,5
09 cataluã±a,2005-04,27394.0,2005,4
09 cataluã±a,2005-03,7776.0,2005,3
09 cataluã±a,2005-02,2738.0,2005,2
09 cataluã±a,2005-01,2667.0,2005,1
09 cataluã±a,2004-12,3459.0,2004,12
09 cataluã±a,2004-11,2456.0,2004,11
09 cataluã±a,2004-10,10444.0,2004,10
09 cataluã±a,2004-09,106550.0,2004,9
09 cataluã±a,2004-08,360010.0,2004,8
09 cataluã±a,2004-07,337452.0,2004,7
09 cataluã±a,2004-06,102271.0,2004,6
09 cataluã±a,2004-05,65225.0,2004,5
09 cataluã±a,2004-04,40353.0,2004,4
09 cataluã±a,2004-03,6511.0,2004,3
09 cataluã±a,2004-02,5061.0,2004,2
09 cataluã±a,2004-01,8816.0,2004,1
09 cataluã±a,2003-12,4227.0,2003,12
09 cataluã±a,2003-11,3289.0,2003,11
09 cataluã±a,2003-10,11739.0,2003,10
09 cataluã±a,2003-09,96432.0,2003,9
09 cataluã±a,2003-08,472795.0,2003,8
09 cataluã±a,2003-07,392780.0,2003,7
09 cataluã±a,2003-06,129603.0,2003,6
09 cataluã±a,2003-05,82871.0,2003,5
09 cataluã±a,2003-04,35743.0,2003,4
09 cataluã±a,2003-03,7109.0,2003,3
09 cataluã±a,2003-02,3328.0,2003,2
09 cataluã±a,2003-01,6648.0,2003,1
09 cataluã±a,2002-12,2879.0,2002,12
09 cataluã±a,2002-11,3265.0,2002,11
09 cataluã±a,2002-10,13265.0,2002,10
09 cataluã±a,2002-09,80414.0,2002,9
09 cataluã±a,2002-08,351997.0,2002,8
09 cataluã±a,2002-07,362206.0,2002,7
09 cataluã±a,2002-06,140883.0,2002,6
09 cataluã±a,2002-05,72727.0,2002,5
09 cataluã±a,2002-04,31362.0,2002,4
09 cataluã±a,2002-03,11776.0,2002,3
09 cataluã±a,2002-02,2669.0,2002,2
09 cataluã±a,2002-01,1439.0,2002,1
09 cataluã±a,2001-12,2017.0,2001,12
09 cataluã±a,2001-11,2197.0,2001,11
09 cataluã±a,2001-10,11995.0,2001,10
09 cataluã±a,2001-09,72452.0,2001,9
09 cataluã±a,2001-08,310086.0,2001,8
09 cataluã±a,2001-07,364989.0,2001,7
09 cataluã±a,2001-06,98418.0,2001,6
09 cataluã±a,2001-05,46103.0,2001,5
09 cataluã±a,2001-04,31829.0,2001,4
09 cataluã±a,2001-03,4539.0,2001,3
09 cataluã±a,2001-02,2080.0,2001,2
09 cataluã±a,2001-01,1749.0,2001,1
09 cataluã±a,2000-12,2779.0,2000,12
09 cataluã±a,2000-11,1289.0,2000,11
09 cataluã±a,2000-10,13303.0,2000,10
09 cataluã±a,2000-09,76692.0,2000,9
09 cataluã±a,2000-08,316086.0,2000,8
09 cataluã±a,2000-07,321935.0,2000,7
09 cataluã±a,2000-06,88714.0,2000,6
09 cataluã±a,2000-05,33220.0,2000,5
09 cataluã±a,2000-04,29435.0,2000,4
09 cataluã±a,2000-03,3902.0,2000,3
09 cataluã±a,2000-02,1284.0,2000,2
09 cataluã±a,2000-01,1161.0,2000,1
09 cataluã±a,1999-12,1306.0,1999,12
09 cataluã±a,1999-11,1495.0,1999,11
09 cataluã±a,1999-10,14544.0,1999,10
09 cataluã±a,1999-09,56364.0,1999,9
09 cataluã±a,1999-08,279779.0,1999,8
09 cataluã±a,1999-07,300078.0,1999,7
09 cataluã±a,1999-06,91318.0,1999,6
09 cataluã±a,1999-05,45843.0,1999,5
09 cataluã±a,1999-04,19752.0,1999,4
09 cataluã±a,1999-03,5091.0,1999,3
09 cataluã±a,1999-02,770.0,1999,2
09 cataluã±a,1999-01,660.0,1999,1
09 cataluã±a,2025-02,199623.0,2025,2
09 cataluã±a,2025-01,108191.0,2025,1
09 cataluã±a,2024-12,174492.0,2024,12
09 cataluã±a,2024-11,240635.0,2024,11
09 cataluã±a,2024-10,869281.0,2024,10
09 cataluã±a,2024-09,2300918.0,2024,9
09 cataluã±a,2024-08,5486430.0,2024,8
09 cataluã±a,2024-07,4613437.0,2024,7
09 cataluã±a,2024-06,2633305.0,2024,6
09 cataluã±a,2024-05,1807310.0,2024,5
09 cataluã±a,2024-04,1113860.0,2024,4
09 cataluã±a,2024-03,877127.0,2024,3
09 cataluã±a,2024-02,184627.0,2024,2
09 cataluã±a,2024-01,136886.0,2024,1
09 cataluã±a,2023-12,207343.0,2023,12
09 cataluã±a,2023-11,199385.0,2023,11
09 cataluã±a,2023-10,870822.0,2023,10
09 cataluã±a,2023-09,2164194.0,2023,9
09 cataluã±a,2023-08,5335545.0,2023,8
09 cataluã±a,2023-07,4222916.0,2023,7
09 cataluã±a,2023-06,2438899.0,2023,6
09 cataluã±a,2023-05,1512088.0,2023,5
09 cataluã±a,2023-04,1521778.0,2023,4
09 cataluã±a,2023-03,359723.0,2023,3
09 cataluã±a,2023-02,137227.0,2023,2
09 cataluã±a,2023-01,108487.0,2023,1
09 cataluã±a,2022-12,193327.0,2022,12
09 cataluã±a,2022-11,176182.0,2022,11
09 cataluã±a,2022-10,801777.0,2022,10
09 cataluã±a,2022-09,1957211.0,2022,9
09 cataluã±a,2022-08,5379180.0,2022,8
09 cataluã±a,2022-07,4254671.0,2022,7
09 cataluã±a,2022-06,2517116.0,2022,6
09 cataluã±a,2022-05,1369377.0,2022,5
09 cataluã±a,2022-04,1294188.0,2022,4
09 cataluã±a,2022-03,265482.0,2022,3
09 cataluã±a,2022-02,153219.0,2022,2
09 cataluã±a,2022-01,114132.0,2022,1
09 cataluã±a,2021-12,158287.0,2021,12
09 cataluã±a,2021-11,178079.0,2021,11
09 cataluã±a,2021-10,743865.0,2021,10
09 cataluã±a,2021-09,1827740.0,2021,9
09 cataluã±a,2021-08,4583302.0,2021,8
09 cataluã±a,2021-07,2993952.0,2021,7
09 cataluã±a,2021-06,1637058.0,2021,6
09 cataluã±a,2021-05,751584.0,2021,5
09 cataluã±a,2021-04,498171.0,2021,4
09 cataluã±a,2021-03,235750.0,2021,3
09 cataluã±a,2021-02,27864.0,2021,2
09 cataluã±a,2021-01,33417.0,2021,1
09 cataluã±a,2020-12,78941.0,2020,12
09 cataluã±a,2020-11,47713.0,2020,11
09 cataluã±a,2020-10,330085.0,2020,10
09 cataluã±a,2020-09,1095856.0,2020,9
09 cataluã±a,2020-08,2991315.0,2020,8
09 cataluã±a,2020-07,1989281.0,2020,7
09 cataluã±a,2020-06,442775.0,2020,6
09 cataluã±a,2020-05,7669.0,2020,5
09 cataluã±a,2020-04,0.0,2020,4
09 cataluã±a,2020-03,72838.0,2020,3
09 cataluã±a,2020-02,158268.0,2020,2
09 cataluã±a,2020-01,103854.0,2020,1
09 cataluã±a,2019-12,140971.0,2019,12
09 cataluã±a,2019-11,183790.0,2019,11
09 cataluã±a,2019-10,595505.0,2019,10
09 cataluã±a,2019-09,1918029.0,2019,9
09 cataluã±a,2019-08,5200875.0,2019,8
09 cataluã±a,2019-07,3943104.0,2019,7
09 cataluã±a,2019-06,2358066.0,2019,6
09 cataluã±a,2019-05,1188361.0,2019,5
09 cataluã±a,2019-04,1162626.0,2019,4
09 cataluã±a,2019-03,285561.0,2019,3
09 cataluã±a,2019-02,114832.0,2019,2
09 cataluã±a,2019-01,77410.0,2019,1
09 cataluã±a,2018-12,141732.0,2018,12
09 cataluã±a,2018-11,162915.0,2018,11
09 cataluã±a,2018-10,574503.0,2018,10
09 cataluã±a,2018-09,1862092.0,2018,9
09 cataluã±a,2018-08,5118732.0,2018,8
09 cataluã±a,2018-07,3976765.0,2018,7
09 cataluã±a,2018-06,2026768.0,2018,6
09 cataluã±a,2018-05,1281553.0,2018,5
09 cataluã±a,2018-04,897783.0,2018,4
09 cataluã±a,2018-03,541811.0,2018,3
09 cataluã±a,2018-02,111544.0,2018,2
09 cataluã±a,2018-01,81784.0,2018,1
09 cataluã±a,2017-12,146503.0,2017,12
09 cataluã±a,2017-11,128561.0,2017,11
09 cataluã±a,2017-10,548183.0,2017,10
09 cataluã±a,2017-09,1827104.0,2017,9
09 cataluã±a,2017-08,5306244.0,2017,8
09 cataluã±a,2017-07,4084615.0,2017,7
09 cataluã±a,2017-06,2078491.0,2017,6
09 cataluã±a,2017-05,1117987.0,2017,5
09 cataluã±a,2017-04,1212137.0,2017,4
09 cataluã±a,2017-03,243854.0,2017,3
09 cataluã±a,2017-02,117660.0,2017,2
09 cataluã±a,2017-01,77039.0,2017,1
09 cataluã±a,2016-12,140329.0,2016,12
09 cataluã±a,2016-11,119795.0,2016,11
09 cataluã±a,2016-10,512235.0,2016,10
09 cataluã±a,2016-09,1672502.0,2016,9
09 cataluã±a,2016-08,5131512.0,2016,8
09 cataluã±a,2016-07,3734672.0,2016,7
09 cataluã±a,2016-06,1815207.0,2016,6
09 cataluã±a,2016-05,1125434.0,2016,5
09 cataluã±a,2016-04,689390.0,2016,4
09 cataluã±a,2016-03,627303.0,2016,3
09 cataluã±a,2016-02,114535.0,2016,2
09 cataluã±a,2016-01,83244.0,2016,1
09 cataluã±a,2015-12,113681.0,2015,12
09 cataluã±a,2015-11,145387.0,2015,11
09 cataluã±a,2015-10,499927.0,2015,10
09 cataluã±a,2015-09,1670531.0,2015,9
09 cataluã±a,2015-08,4877908.0,2015,8
09 cataluã±a,2015-07,3760346.0,2015,7
09 cataluã±a,2015-06,1663758.0,2015,6
09 cataluã±a,2015-05,1192994.0,2015,5
09 cataluã±a,2015-04,893490.0,2015,4
09 cataluã±a,2015-03,240255.0,2015,3
09 cataluã±a,2015-02,96839.0,2015,2
09 cataluã±a,2015-01,80564.0,2015,1
09 cataluã±a,2014-12,122744.0,2014,12
09 cataluã±a,2014-11,115022.0,2014,11
09 cataluã±a,2014-10,461380.0,2014,10
09 cataluã±a,2014-09,1588682.0,2014,9
09 cataluã±a,2014-08,4780517.0,2014,8
09 cataluã±a,2014-07,3534213.0,2014,7
09 cataluã±a,2014-06,1785268.0,2014,6
09 cataluã±a,2014-05,1011698.0,2014,5
09 cataluã±a,2014-04,844977.0,2014,4
09 cataluã±a,2014-03,198061.0,2014,3
09 cataluã±a,2014-02,90676.0,2014,2
09 cataluã±a,2014-01,67604.0,2014,1
09 cataluã±a,2013-12,100149.0,2013,12
09 cataluã±a,2013-11,143242.0,2013,11
09 cataluã±a,2013-10,383602.0,2013,10
09 cataluã±a,2013-09,1397773.0,2013,9
09 cataluã±a,2013-08,4722670.0,2013,8
09 cataluã±a,2013-07,3803428.0,2013,7
09 cataluã±a,2013-06,1779720.0,2013,6
09 cataluã±a,2013-05,1049921.0,2013,5
09 cataluã±a,2013-04,535183.0,2013,4
09 cataluã±a,2013-03,425994.0,2013,3
09 cataluã±a,2013-02,81754.0,2013,2
09 cataluã±a,2013-01,70723.0,2013,1
09 cataluã±a,2012-12,91410.0,2012,12
09 cataluã±a,2012-11,105864.0,2012,11
09 cataluã±a,2012-10,325275.0,2012,10
09 cataluã±a,2012-09,1434674.0,2012,9
09 cataluã±a,2012-08,4847886.0,2012,8
09 cataluã±a,2012-07,3865347.0,2012,7
09 cataluã±a,2012-06,1622138.0,2012,6
09 cataluã±a,2012-05,924872.0,2012,5
09 cataluã±a,2012-04,724965.0,2012,4
09 cataluã±a,2012-03,177404.0,2012,3
09 cataluã±a,2012-02,86293.0,2012,2
09 cataluã±a,2012-01,73309.0,2012,1
09 cataluã±a,2011-12,109843.0,2011,12
09 cataluã±a,2011-11,112146.0,2011,11
09 cataluã±a,2011-10,357575.0,2011,10
09 cataluã±a,2011-09,1366689.0,2011,9
09 cataluã±a,2011-08,4939269.0,2011,8
09 cataluã±a,2011-07,3738465.0,2011,7
09 cataluã±a,2011-06,1630457.0,2011,6
09 cataluã±a,2011-05,886476.0,2011,5
09 cataluã±a,2011-04,751601.0,2011,4
09 cataluã±a,2011-03,167357.0,2011,3
09 cataluã±a,2011-02,89096.0,2011,2
09 cataluã±a,2011-01,65780.0,2011,1
09 cataluã±a,2010-12,102422.0,2010,12
09 cataluã±a,2010-11,98414.0,2010,11
09 cataluã±a,2010-10,368558.0,2010,10
09 cataluã±a,2010-09,1164113.0,2010,9
09 cataluã±a,2010-08,4664174.0,2010,8
09 cataluã±a,2010-07,3589816.0,2010,7
09 cataluã±a,2010-06,1499049.0,2010,6
09 cataluã±a,2010-05,930521.0,2010,5
09 cataluã±a,2010-04,642188.0,2010,4
09 cataluã±a,2010-03,204422.0,2010,3
09 cataluã±a,2010-02,89061.0,2010,2
09 cataluã±a,2010-01,71820.0,2010,1
09 cataluã±a,2009-12,99517.0,2009,12
09 cataluã±a,2009-11,105168.0,2009,11
09 cataluã±a,2009-10,338968.0,2009,10
09 cataluã±a,2009-09,1266283.0,2009,9
09 cataluã±a,2009-08,4591027.0,2009,8
09 cataluã±a,2009-07,3564820.0,2009,7
09 cataluã±a,2009-06,1422487.0,2009,6
09 cataluã±a,2009-05,910896.0,2009,5
09 cataluã±a,2009-04,656085.0,2009,4
09 cataluã±a,2009-03,191034.0,2009,3
09 cataluã±a,2009-02,96624.0,2009,2
09 cataluã±a,2009-01,79631.0,2009,1
09 cataluã±a,2008-12,97859.0,2008,12
09 cataluã±a,2008-11,104348.0,2008,11
09 cataluã±a,2008-10,285776.0,2008,10
09 cataluã±a,2008-09,1263796.0,2008,9
09 cataluã±a,2008-08,4691069.0,2008,8
09 cataluã±a,2008-07,3923777.0,2008,7
09 cataluã±a,2008-06,1470395.0,2008,6
09 cataluã±a,2008-05,921578.0,2008,5
09 cataluã±a,2008-04,509688.0,2008,4
09 cataluã±a,2008-03,421287.0,2008,3
09 cataluã±a,2008-02,96028.0,2008,2
09 cataluã±a,2008-01,73827.0,2008,1
09 cataluã±a,2007-12,115665.0,2007,12
09 cataluã±a,2007-11,127088.0,2007,11
09 cataluã±a,2007-10,304639.0,2007,10
09 cataluã±a,2007-09,1306961.0,2007,9
09 cataluã±a,2007-08,4760500.0,2007,8
09 cataluã±a,2007-07,3802522.0,2007,7
09 cataluã±a,2007-06,1527159.0,2007,6
09 cataluã±a,2007-05,907878.0,2007,5
09 cataluã±a,2007-04,804445.0,2007,4
09 cataluã±a,2007-03,228837.0,2007,3
09 cataluã±a,2007-02,132904.0,2007,2
09 cataluã±a,2007-01,75195.0,2007,1
09 cataluã±a,2006-12,135809.0,2006,12
09 cataluã±a,2006-11,100888.0,2006,11
09 cataluã±a,2006-10,293870.0,2006,10
09 cataluã±a,2006-09,1251976.0,2006,9
09 cataluã±a,2006-08,4933564.0,2006,8
09 cataluã±a,2006-07,3999940.0,2006,7
09 cataluã±a,2006-06,1491266.0,2006,6
09 cataluã±a,2006-05,875911.0,2006,5
09 cataluã±a,2006-04,792712.0,2006,4
09 cataluã±a,2006-03,136773.0,2006,3
09 cataluã±a,2006-02,89258.0,2006,2
09 cataluã±a,2006-01,67648.0,2006,1
09 cataluã±a,2005-12,93378.0,2005,12
09 cataluã±a,2005-11,84158.0,2005,11
09 cataluã±a,2005-10,252763.0,2005,10
09 cataluã±a,2005-09,1217366.0,2005,9
09 cataluã±a,2005-08,4826535.0,2005,8
09 cataluã±a,2005-07,3948656.0,2005,7
09 cataluã±a,2005-06,1408945.0,2005,6
09 cataluã±a,2005-05,841438.0,2005,5
09 cataluã±a,2005-04,390330.0,2005,4
09 cataluã±a,2005-03,287242.0,2005,3
09 cataluã±a,2005-02,67447.0,2005,2
09 cataluã±a,2005-01,63871.0,2005,1
09 cataluã±a,2004-12,108412.0,2004,12
09 cataluã±a,2004-11,79283.0,2004,11
09 cataluã±a,2004-10,200169.0,2004,10
09 cataluã±a,2004-09,1146262.0,2004,9
09 cataluã±a,2004-08,4870285.0,2004,8
09 cataluã±a,2004-07,3817991.0,2004,7
09 cataluã±a,2004-06,1382039.0,2004,6
09 cataluã±a,2004-05,769087.0,2004,5
09 cataluã±a,2004-04,695372.0,2004,4
09 cataluã±a,2004-03,122082.0,2004,3
09 cataluã±a,2004-02,92176.0,2004,2
09 cataluã±a,2004-01,90093.0,2004,1
09 cataluã±a,2003-12,100934.0,2003,12
09 cataluã±a,2003-11,92064.0,2003,11
09 cataluã±a,2003-10,159914.0,2003,10
09 cataluã±a,2003-09,1169083.0,2003,9
09 cataluã±a,2003-08,5106670.0,2003,8
09 cataluã±a,2003-07,3881241.0,2003,7
09 cataluã±a,2003-06,1527919.0,2003,6
09 cataluã±a,2003-05,902719.0,2003,5
09 cataluã±a,2003-04,678795.0,2003,4
09 cataluã±a,2003-03,113318.0,2003,3
09 cataluã±a,2003-02,77013.0,2003,2
09 cataluã±a,2003-01,75550.0,2003,1
09 cataluã±a,2002-12,94668.0,2002,12
09 cataluã±a,2002-11,94714.0,2002,11
09 cataluã±a,2002-10,183930.0,2002,10
09 cataluã±a,2002-09,1309369.0,2002,9
09 cataluã±a,2002-08,5683318.0,2002,8
09 cataluã±a,2002-07,4374514.0,2002,7
09 cataluã±a,2002-06,1493958.0,2002,6
09 cataluã±a,2002-05,786348.0,2002,5
09 cataluã±a,2002-04,358439.0,2002,4
09 cataluã±a,2002-03,286587.0,2002,3
09 cataluã±a,2002-02,55752.0,2002,2
09 cataluã±a,2002-01,43296.0,2002,1
09 cataluã±a,2001-12,83995.0,2001,12
09 cataluã±a,2001-11,98232.0,2001,11
09 cataluã±a,2001-10,210572.0,2001,10
09 cataluã±a,2001-09,1195799.0,2001,9
09 cataluã±a,2001-08,5417657.0,2001,8
09 cataluã±a,2001-07,4284224.0,2001,7
09 cataluã±a,2001-06,1353581.0,2001,6
09 cataluã±a,2001-05,702870.0,2001,5
09 cataluã±a,2001-04,715384.0,2001,4
09 cataluã±a,2001-03,126228.0,2001,3
09 cataluã±a,2001-02,65216.0,2001,2
09 cataluã±a,2001-01,43982.0,2001,1
09 cataluã±a,2000-12,103060.0,2000,12
09 cataluã±a,2000-11,80029.0,2000,11
09 cataluã±a,2000-10,248231.0,2000,10
09 cataluã±a,2000-09,1256738.0,2000,9
09 cataluã±a,2000-08,5064484.0,2000,8
09 cataluã±a,2000-07,4091730.0,2000,7
09 cataluã±a,2000-06,1302644.0,2000,6
09 cataluã±a,2000-05,608428.0,2000,5
09 cataluã±a,2000-04,744696.0,2000,4
09 cataluã±a,2000-03,186274.0,2000,3
09 cataluã±a,2000-02,67794.0,2000,2
09 cataluã±a,2000-01,36229.0,2000,1
09 cataluã±a,1999-12,60712.0,1999,12
09 cataluã±a,1999-11,82969.0,1999,11
09 cataluã±a,1999-10,256893.0,1999,10
09 cataluã±a,1999-09,1031120.0,1999,9
09 cataluã±a,1999-08,4848380.0,1999,8
09 cataluã±a,1999-07,4061232.0,1999,7
09 cataluã±a,1999-06,1398839.0,1999,6
09 cataluã±a,1999-05,663456.0,1999,5
09 cataluã±a,1999-04,552476.0,1999,4
09 cataluã±a,1999-03,207569.0,1999,3
09 cataluã±a,1999-02,61631.0,1999,2
09 cataluã±a,1999-01,59492.0,1999,1
09 cataluã±a,2025-02,122399.0,2025,2
09 cataluã±a,2025-01,46607.0,2025,1
