region,period,total,year,month
"03 asturias, principado de",2013-08,15699.0,2013,8
"03 asturias, principado de",2013-07,12042.0,2013,7
"03 asturias, principado de",2013-06,3319.0,2013,6
"03 asturias, principado de",2013-05,1958.0,2013,5
"03 asturias, principado de",2013-04,754.0,2013,4
"03 asturias, principado de",2013-03,1130.0,2013,3
"03 asturias, principado de",2013-02,62.0,2013,2
"03 asturias, principado de",2013-01,79.0,2013,1
"03 asturias, principado de",2012-12,85.0,2012,12
"03 asturias, principado de",2012-11,167.0,2012,11
"03 asturias, principado de",2012-10,738.0,2012,10
"03 asturias, principado de",2012-09,4565.0,2012,9
"03 asturias, principado de",2012-08,15839.0,2012,8
"03 asturias, principado de",2012-07,12682.0,2012,7
"03 asturias, principado de",2012-06,4131.0,2012,6
"03 asturias, principado de",2012-05,2071.0,2012,5
"03 asturias, principado de",2012-04,1427.0,2012,4
"03 asturias, principado de",2012-03,420.0,2012,3
"03 asturias, principado de",2012-02,121.0,2012,2
"03 asturias, principado de",2012-01,70.0,2012,1
"03 asturias, principado de",2011-12,113.0,2011,12
"03 asturias, principado de",2011-11,127.0,2011,11
"03 asturias, principado de",2011-10,689.0,2011,10
"03 asturias, principado de",2011-09,2927.0,2011,9
"03 asturias, principado de",2011-08,13740.0,2011,8
"03 asturias, principado de",2011-07,10916.0,2011,7
"03 asturias, principado de",2011-06,4261.0,2011,6
"03 asturias, principado de",2011-05,1868.0,2011,5
"03 asturias, principado de",2011-04,1164.0,2011,4
"03 asturias, principado de",2011-03,338.0,2011,3
"03 asturias, principado de",2011-02,100.0,2011,2
"03 asturias, principado de",2011-01,74.0,2011,1
"03 asturias, principado de",2010-12,111.0,2010,12
"03 asturias, principado de",2010-11,97.0,2010,11
"03 asturias, principado de",2010-10,627.0,2010,10
"03 asturias, principado de",2010-09,3615.0,2010,9
"03 asturias, principado de",2010-08,14157.0,2010,8
"03 asturias, principado de",2010-07,13243.0,2010,7
"03 asturias, principado de",2010-06,4167.0,2010,6
"03 asturias, principado de",2010-05,2187.0,2010,5
"03 asturias, principado de",2010-04,1258.0,2010,4
"03 asturias, principado de",2010-03,355.0,2010,3
"03 asturias, principado de",2010-02,5.0,2010,2
"03 asturias, principado de",2010-01,54.0,2010,1
"03 asturias, principado de",2009-12,224.0,2009,12
"03 asturias, principado de",2009-11,124.0,2009,11
"03 asturias, principado de",2009-10,552.0,2009,10
"03 asturias, principado de",2009-09,2483.0,2009,9
"03 asturias, principado de",2009-08,12769.0,2009,8
"03 asturias, principado de",2009-07,9938.0,2009,7
"03 asturias, principado de",2009-06,3367.0,2009,6
"03 asturias, principado de",2009-05,1846.0,2009,5
"03 asturias, principado de",2009-04,758.0,2009,4
"03 asturias, principado de",2009-03,222.0,2009,3
"03 asturias, principado de",2009-02,170.0,2009,2
"03 asturias, principado de",2009-01,13.0,2009,1
"03 asturias, principado de",2008-12,12.0,2008,12
"03 asturias, principado de",2008-11,101.0,2008,11
"03 asturias, principado de",2008-10,475.0,2008,10
"03 asturias, principado de",2008-09,2385.0,2008,9
"03 asturias, principado de",2008-08,13360.0,2008,8
"03 asturias, principado de",2008-07,10381.0,2008,7
"03 asturias, principado de",2008-06,2793.0,2008,6
"03 asturias, principado de",2008-05,2058.0,2008,5
"03 asturias, principado de",2008-04,622.0,2008,4
"03 asturias, principado de",2008-03,200.0,2008,3
"03 asturias, principado de",2008-02,88.0,2008,2
"03 asturias, principado de",2008-01,45.0,2008,1
"03 asturias, principado de",2007-12,72.0,2007,12
"03 asturias, principado de",2007-11,86.0,2007,11
"03 asturias, principado de",2007-10,499.0,2007,10
"03 asturias, principado de",2007-09,3145.0,2007,9
"03 asturias, principado de",2007-08,13936.0,2007,8
"03 asturias, principado de",2007-07,11018.0,2007,7
"03 asturias, principado de",2007-06,3898.0,2007,6
"03 asturias, principado de",2007-05,1955.0,2007,5
"03 asturias, principado de",2007-04,634.0,2007,4
"03 asturias, principado de",2007-03,136.0,2007,3
"03 asturias, principado de",2007-02,10.0,2007,2
"03 asturias, principado de",2007-01,63.0,2007,1
"03 asturias, principado de",2006-12,139.0,2006,12
"03 asturias, principado de",2006-11,60.0,2006,11
"03 asturias, principado de",2006-10,417.0,2006,10
"03 asturias, principado de",2006-09,2749.0,2006,9
"03 asturias, principado de",2006-08,15947.0,2006,8
"03 asturias, principado de",2006-07,12371.0,2006,7
"03 asturias, principado de",2006-06,3526.0,2006,6
"03 asturias, principado de",2006-05,1187.0,2006,5
"03 asturias, principado de",2006-04,830.0,2006,4
"03 asturias, principado de",2006-03,143.0,2006,3
"03 asturias, principado de",2006-02,53.0,2006,2
"03 asturias, principado de",2006-01,40.0,2006,1
"03 asturias, principado de",2005-12,58.0,2005,12
"03 asturias, principado de",2005-11,123.0,2005,11
"03 asturias, principado de",2005-10,526.0,2005,10
"03 asturias, principado de",2005-09,2516.0,2005,9
"03 asturias, principado de",2005-08,22579.0,2005,8
"03 asturias, principado de",2005-07,13532.0,2005,7
"03 asturias, principado de",2005-06,3275.0,2005,6
"03 asturias, principado de",2005-05,1263.0,2005,5
"03 asturias, principado de",2005-04,318.0,2005,4
"03 asturias, principado de",2005-03,359.0,2005,3
"03 asturias, principado de",2005-02,46.0,2005,2
"03 asturias, principado de",2005-01,12.0,2005,1
"03 asturias, principado de",2004-12,0.0,2004,12
"03 asturias, principado de",2004-11,34.0,2004,11
"03 asturias, principado de",2004-10,322.0,2004,10
"03 asturias, principado de",2004-09,2882.0,2004,9
"03 asturias, principado de",2004-08,26445.0,2004,8
"03 asturias, principado de",2004-07,13054.0,2004,7
"03 asturias, principado de",2004-06,3383.0,2004,6
"03 asturias, principado de",2004-05,1117.0,2004,5
"03 asturias, principado de",2004-04,733.0,2004,4
"03 asturias, principado de",2004-03,67.0,2004,3
"03 asturias, principado de",2004-02,107.0,2004,2
"03 asturias, principado de",2004-01,30.0,2004,1
"03 asturias, principado de",2003-12,88.0,2003,12
"03 asturias, principado de",2003-11,61.0,2003,11
"03 asturias, principado de",2003-10,316.0,2003,10
"03 asturias, principado de",2003-09,2772.0,2003,9
"03 asturias, principado de",2003-08,22396.0,2003,8
"03 asturias, principado de",2003-07,15149.0,2003,7
"03 asturias, principado de",2003-06,2333.0,2003,6
"03 asturias, principado de",2003-05,1353.0,2003,5
"03 asturias, principado de",2003-04,585.0,2003,4
"03 asturias, principado de",2003-03,152.0,2003,3
"03 asturias, principado de",2003-02,41.0,2003,2
"03 asturias, principado de",2003-01,21.0,2003,1
"03 asturias, principado de",2002-12,9.0,2002,12
"03 asturias, principado de",2002-11,129.0,2002,11
"03 asturias, principado de",2002-10,283.0,2002,10
"03 asturias, principado de",2002-09,3060.0,2002,9
"03 asturias, principado de",2002-08,14706.0,2002,8
"03 asturias, principado de",2002-07,11832.0,2002,7
"03 asturias, principado de",2002-06,2144.0,2002,6
"03 asturias, principado de",2002-05,921.0,2002,5
"03 asturias, principado de",2002-04,244.0,2002,4
"03 asturias, principado de",2002-03,199.0,2002,3
"03 asturias, principado de",2002-02,36.0,2002,2
"03 asturias, principado de",2002-01,18.0,2002,1
"03 asturias, principado de",2001-12,27.0,2001,12
"03 asturias, principado de",2001-11,69.0,2001,11
"03 asturias, principado de",2001-10,217.0,2001,10
"03 asturias, principado de",2001-09,1947.0,2001,9
"03 asturias, principado de",2001-08,14416.0,2001,8
"03 asturias, principado de",2001-07,11155.0,2001,7
"03 asturias, principado de",2001-06,2264.0,2001,6
"03 asturias, principado de",2001-05,540.0,2001,5
"03 asturias, principado de",2001-04,274.0,2001,4
"03 asturias, principado de",2001-03,133.0,2001,3
"03 asturias, principado de",2001-02,88.0,2001,2
"03 asturias, principado de",2001-01,27.0,2001,1
"03 asturias, principado de",2000-12,22.0,2000,12
"03 asturias, principado de",2000-11,9.0,2000,11
"03 asturias, principado de",2000-10,221.0,2000,10
"03 asturias, principado de",2000-09,2125.0,2000,9
"03 asturias, principado de",2000-08,12517.0,2000,8
"03 asturias, principado de",2000-07,9421.0,2000,7
"03 asturias, principado de",2000-06,2430.0,2000,6
"03 asturias, principado de",2000-05,492.0,2000,5
"03 asturias, principado de",2000-04,347.0,2000,4
"03 asturias, principado de",2000-03,75.0,2000,3
"03 asturias, principado de",2000-02,8.0,2000,2
"03 asturias, principado de",2000-01,9.0,2000,1
"03 asturias, principado de",1999-12,27.0,1999,12
"03 asturias, principado de",1999-11,90.0,1999,11
"03 asturias, principado de",1999-10,191.0,1999,10
"03 asturias, principado de",1999-09,2336.0,1999,9
"03 asturias, principado de",1999-08,12584.0,1999,8
"03 asturias, principado de",1999-07,9950.0,1999,7
"03 asturias, principado de",1999-06,1787.0,1999,6
"03 asturias, principado de",1999-05,491.0,1999,5
"03 asturias, principado de",1999-04,185.0,1999,4
"03 asturias, principado de",1999-03,133.0,1999,3
"03 asturias, principado de",1999-02,40.0,1999,2
"03 asturias, principado de",1999-01,0.0,1999,1
"03 asturias, principado de",2025-02,1464.0,2025,2
"03 asturias, principado de",2025-01,983.0,2025,1
"03 asturias, principado de",2024-12,0.0,2024,12
"03 asturias, principado de",2024-11,2842.0,2024,11
"03 asturias, principado de",2024-10,23259.0,2024,10
"03 asturias, principado de",2024-09,114146.0,2024,9
"03 asturias, principado de",2024-08,456320.0,2024,8
"03 asturias, principado de",2024-07,313842.0,2024,7
"03 asturias, principado de",2024-06,95509.0,2024,6
"03 asturias, principado de",2024-05,34121.0,2024,5
"03 asturias, principado de",2024-04,14950.0,2024,4
"03 asturias, principado de",2024-03,24903.0,2024,3
"03 asturias, principado de",2024-02,0.0,2024,2
"03 asturias, principado de",2024-01,0.0,2024,1
"03 asturias, principado de",2023-12,0.0,2023,12
"03 asturias, principado de",2023-11,1993.0,2023,11
"03 asturias, principado de",2023-10,38023.0,2023,10
"03 asturias, principado de",2023-09,126903.0,2023,9
"03 asturias, principado de",2023-08,447301.0,2023,8
"03 asturias, principado de",2023-07,319874.0,2023,7
"03 asturias, principado de",2023-06,118643.0,2023,6
"03 asturias, principado de",2023-05,43526.0,2023,5
"03 asturias, principado de",2023-04,0.0,2023,4
"03 asturias, principado de",2023-03,0.0,2023,3
"03 asturias, principado de",2023-02,0.0,2023,2
"03 asturias, principado de",2023-01,0.0,2023,1
"03 asturias, principado de",2022-12,2472.0,2022,12
"03 asturias, principado de",2022-11,2560.0,2022,11
"03 asturias, principado de",2022-10,8793.0,2022,10
"03 asturias, principado de",2022-09,98464.0,2022,9
"03 asturias, principado de",2022-08,412610.0,2022,8
"03 asturias, principado de",2022-07,316923.0,2022,7
"03 asturias, principado de",2022-06,78027.0,2022,6
"03 asturias, principado de",2022-05,23360.0,2022,5
"03 asturias, principado de",2022-04,29281.0,2022,4
"03 asturias, principado de",2022-03,0.0,2022,3
"03 asturias, principado de",2022-02,1808.0,2022,2
"03 asturias, principado de",2022-01,0.0,2022,1
"03 asturias, principado de",2021-12,0.0,2021,12
"03 asturias, principado de",2021-11,1936.0,2021,11
"03 asturias, principado de",2021-10,13832.0,2021,10
"03 asturias, principado de",2021-09,96589.0,2021,9
"03 asturias, principado de",2021-08,417747.0,2021,8
"03 asturias, principado de",2021-07,254929.0,2021,7
"03 asturias, principado de",2021-06,70030.0,2021,6
"03 asturias, principado de",2021-05,12651.0,2021,5
"03 asturias, principado de",2021-04,1390.0,2021,4
"03 asturias, principado de",2021-03,545.0,2021,3
"03 asturias, principado de",2021-02,1362.0,2021,2
"03 asturias, principado de",2021-01,0.0,2021,1
"03 asturias, principado de",2020-12,0.0,2020,12
"03 asturias, principado de",2020-11,0.0,2020,11
"03 asturias, principado de",2020-10,14478.0,2020,10
"03 asturias, principado de",2020-09,81794.0,2020,9
"03 asturias, principado de",2020-08,357775.0,2020,8
"03 asturias, principado de",2020-07,235928.0,2020,7
"03 asturias, principado de",2020-06,52381.0,2020,6
"03 asturias, principado de",2020-05,0.0,2020,5
"03 asturias, principado de",2020-04,0.0,2020,4
"03 asturias, principado de",2020-03,1540.0,2020,3
"03 asturias, principado de",2020-02,2602.0,2020,2
"03 asturias, principado de",2020-01,1603.0,2020,1
"03 asturias, principado de",2019-12,3966.0,2019,12
"03 asturias, principado de",2019-11,3536.0,2019,11
"03 asturias, principado de",2019-10,7195.0,2019,10
"03 asturias, principado de",2019-09,71889.0,2019,9
"03 asturias, principado de",2019-08,344220.0,2019,8
"03 asturias, principado de",2019-07,218331.0,2019,7
"03 asturias, principado de",2019-06,70056.0,2019,6
"03 asturias, principado de",2019-05,25428.0,2019,5
"03 asturias, principado de",2019-04,25210.0,2019,4
"03 asturias, principado de",2019-03,3479.0,2019,3
"03 asturias, principado de",2019-02,1545.0,2019,2
"03 asturias, principado de",2019-01,892.0,2019,1
"03 asturias, principado de",2018-12,2004.0,2018,12
"03 asturias, principado de",2018-11,3500.0,2018,11
"03 asturias, principado de",2018-10,8672.0,2018,10
"03 asturias, principado de",2018-09,88210.0,2018,9
"03 asturias, principado de",2018-08,353968.0,2018,8
"03 asturias, principado de",2018-07,200416.0,2018,7
"03 asturias, principado de",2018-06,59961.0,2018,6
"03 asturias, principado de",2018-05,22271.0,2018,5
"03 asturias, principado de",2018-04,10511.0,2018,4
"03 asturias, principado de",2018-03,5619.0,2018,3
"03 asturias, principado de",2018-02,1181.0,2018,2
"03 asturias, principado de",2018-01,710.0,2018,1
"03 asturias, principado de",2017-12,2027.0,2017,12
"03 asturias, principado de",2017-11,2579.0,2017,11
"03 asturias, principado de",2017-10,8887.0,2017,10
"03 asturias, principado de",2017-09,69135.0,2017,9
"03 asturias, principado de",2017-08,343004.0,2017,8
"03 asturias, principado de",2017-07,234471.0,2017,7
"03 asturias, principado de",2017-06,64274.0,2017,6
"03 asturias, principado de",2017-05,25102.0,2017,5
"03 asturias, principado de",2017-04,28492.0,2017,4
"03 asturias, principado de",2017-03,3645.0,2017,3
"03 asturias, principado de",2017-02,1668.0,2017,2
"03 asturias, principado de",2017-01,578.0,2017,1
"03 asturias, principado de",2016-12,1780.0,2016,12
"03 asturias, principado de",2016-11,2091.0,2016,11
"03 asturias, principado de",2016-10,9019.0,2016,10
"03 asturias, principado de",2016-09,64662.0,2016,9
"03 asturias, principado de",2016-08,370434.0,2016,8
"03 asturias, principado de",2016-07,223605.0,2016,7
"03 asturias, principado de",2016-06,56310.0,2016,6
"03 asturias, principado de",2016-05,21708.0,2016,5
"03 asturias, principado de",2016-04,8462.0,2016,4
"03 asturias, principado de",2016-03,15089.0,2016,3
"03 asturias, principado de",2016-02,1221.0,2016,2
"03 asturias, principado de",2016-01,674.0,2016,1
"03 asturias, principado de",2015-12,1422.0,2015,12
"03 asturias, principado de",2015-11,2369.0,2015,11
"03 asturias, principado de",2015-10,6798.0,2015,10
"03 asturias, principado de",2015-09,52359.0,2015,9
"03 asturias, principado de",2015-08,341060.0,2015,8
"03 asturias, principado de",2015-07,222223.0,2015,7
"03 asturias, principado de",2015-06,57707.0,2015,6
"03 asturias, principado de",2015-05,22340.0,2015,5
"03 asturias, principado de",2015-04,17698.0,2015,4
"03 asturias, principado de",2015-03,3223.0,2015,3
"03 asturias, principado de",2015-02,1064.0,2015,2
"03 asturias, principado de",2015-01,608.0,2015,1
"03 asturias, principado de",2014-12,1137.0,2014,12
"03 asturias, principado de",2014-11,1239.0,2014,11
"03 asturias, principado de",2014-10,6551.0,2014,10
"03 asturias, principado de",2014-09,56509.0,2014,9
"03 asturias, principado de",2014-08,312676.0,2014,8
"03 asturias, principado de",2014-07,180149.0,2014,7
"03 asturias, principado de",2014-06,49298.0,2014,6
"03 asturias, principado de",2014-05,23435.0,2014,5
"03 asturias, principado de",2014-04,16916.0,2014,4
"03 asturias, principado de",2014-03,2551.0,2014,3
"03 asturias, principado de",2014-02,829.0,2014,2
"03 asturias, principado de",2014-01,408.0,2014,1
"03 asturias, principado de",2013-12,1346.0,2013,12
"03 asturias, principado de",2013-11,1982.0,2013,11
"03 asturias, principado de",2013-10,4698.0,2013,10
"03 asturias, principado de",2013-09,63728.0,2013,9
"03 asturias, principado de",2013-08,336669.0,2013,8
"03 asturias, principado de",2013-07,194898.0,2013,7
"03 asturias, principado de",2013-06,45679.0,2013,6
"03 asturias, principado de",2013-05,11733.0,2013,5
"03 asturias, principado de",2013-04,6906.0,2013,4
"03 asturias, principado de",2013-03,11814.0,2013,3
"03 asturias, principado de",2013-02,941.0,2013,2
"03 asturias, principado de",2013-01,810.0,2013,1
"03 asturias, principado de",2012-12,912.0,2012,12
"03 asturias, principado de",2012-11,2007.0,2012,11
"03 asturias, principado de",2012-10,5069.0,2012,10
"03 asturias, principado de",2012-09,58132.0,2012,9
"03 asturias, principado de",2012-08,346633.0,2012,8
"03 asturias, principado de",2012-07,224009.0,2012,7
"03 asturias, principado de",2012-06,51052.0,2012,6
"03 asturias, principado de",2012-05,11927.0,2012,5
"03 asturias, principado de",2012-04,17108.0,2012,4
"03 asturias, principado de",2012-03,4404.0,2012,3
"03 asturias, principado de",2012-02,1158.0,2012,2
"03 asturias, principado de",2012-01,1227.0,2012,1
"03 asturias, principado de",2011-12,1929.0,2011,12
"03 asturias, principado de",2011-11,2404.0,2011,11
"03 asturias, principado de",2011-10,7557.0,2011,10
"03 asturias, principado de",2011-09,52753.0,2011,9
"03 asturias, principado de",2011-08,331762.0,2011,8
"03 asturias, principado de",2011-07,224110.0,2011,7
"03 asturias, principado de",2011-06,63181.0,2011,6
"03 asturias, principado de",2011-05,13863.0,2011,5
"03 asturias, principado de",2011-04,25645.0,2011,4
"03 asturias, principado de",2011-03,2727.0,2011,3
"03 asturias, principado de",2011-02,1026.0,2011,2
"03 asturias, principado de",2011-01,862.0,2011,1
"03 asturias, principado de",2010-12,1338.0,2010,12
"03 asturias, principado de",2010-11,1793.0,2010,11
"03 asturias, principado de",2010-10,7617.0,2010,10
"03 asturias, principado de",2010-09,58950.0,2010,9
"03 asturias, principado de",2010-08,340696.0,2010,8
"03 asturias, principado de",2010-07,219163.0,2010,7
"03 asturias, principado de",2010-06,56189.0,2010,6
"03 asturias, principado de",2010-05,15569.0,2010,5
"03 asturias, principado de",2010-04,19201.0,2010,4
"03 asturias, principado de",2010-03,6548.0,2010,3
"03 asturias, principado de",2010-02,1555.0,2010,2
"03 asturias, principado de",2010-01,984.0,2010,1
"03 asturias, principado de",2009-12,2611.0,2009,12
"03 asturias, principado de",2009-11,2688.0,2009,11
"03 asturias, principado de",2009-10,8175.0,2009,10
"03 asturias, principado de",2009-09,51223.0,2009,9
"03 asturias, principado de",2009-08,322988.0,2009,8
"03 asturias, principado de",2009-07,232006.0,2009,7
"03 asturias, principado de",2009-06,57607.0,2009,6
"03 asturias, principado de",2009-05,14629.0,2009,5
"03 asturias, principado de",2009-04,18271.0,2009,4
"03 asturias, principado de",2009-03,6406.0,2009,3
"03 asturias, principado de",2009-02,1822.0,2009,2
"03 asturias, principado de",2009-01,1537.0,2009,1
"03 asturias, principado de",2008-12,1736.0,2008,12
"03 asturias, principado de",2008-11,2518.0,2008,11
"03 asturias, principado de",2008-10,7009.0,2008,10
"03 asturias, principado de",2008-09,37820.0,2008,9
"03 asturias, principado de",2008-08,332393.0,2008,8
"03 asturias, principado de",2008-07,189388.0,2008,7
"03 asturias, principado de",2008-06,42419.0,2008,6
"03 asturias, principado de",2008-05,12293.0,2008,5
"03 asturias, principado de",2008-04,7443.0,2008,4
"03 asturias, principado de",2008-03,10819.0,2008,3
"03 asturias, principado de",2008-02,1510.0,2008,2
"03 asturias, principado de",2008-01,1457.0,2008,1
"03 asturias, principado de",2007-12,2680.0,2007,12
"03 asturias, principado de",2007-11,3652.0,2007,11
"03 asturias, principado de",2007-10,7900.0,2007,10
"03 asturias, principado de",2007-09,40889.0,2007,9
"03 asturias, principado de",2007-08,352633.0,2007,8
"03 asturias, principado de",2007-07,216685.0,2007,7
"03 asturias, principado de",2007-06,50866.0,2007,6
"03 asturias, principado de",2007-05,10892.0,2007,5
"03 asturias, principado de",2007-04,26527.0,2007,4
"03 asturias, principado de",2007-03,3800.0,2007,3
"03 asturias, principado de",2007-02,1321.0,2007,2
"03 asturias, principado de",2007-01,1541.0,2007,1
"03 asturias, principado de",2006-12,1972.0,2006,12
"03 asturias, principado de",2006-11,2059.0,2006,11
"03 asturias, principado de",2006-10,5266.0,2006,10
"03 asturias, principado de",2006-09,54065.0,2006,9
"03 asturias, principado de",2006-08,402887.0,2006,8
"03 asturias, principado de",2006-07,256497.0,2006,7
"03 asturias, principado de",2006-06,56818.0,2006,6
"03 asturias, principado de",2006-05,13210.0,2006,5
"03 asturias, principado de",2006-04,28089.0,2006,4
"03 asturias, principado de",2006-03,1949.0,2006,3
"03 asturias, principado de",2006-02,1306.0,2006,2
"03 asturias, principado de",2006-01,713.0,2006,1
"03 asturias, principado de",2005-12,2519.0,2005,12
"03 asturias, principado de",2005-11,2686.0,2005,11
"03 asturias, principado de",2005-10,4490.0,2005,10
"03 asturias, principado de",2005-09,58163.0,2005,9
"03 asturias, principado de",2005-08,433329.0,2005,8
"03 asturias, principado de",2005-07,290499.0,2005,7
"03 asturias, principado de",2005-06,54903.0,2005,6
"03 asturias, principado de",2005-05,12465.0,2005,5
"03 asturias, principado de",2005-04,11368.0,2005,4
"03 asturias, principado de",2005-03,16988.0,2005,3
"03 asturias, principado de",2005-02,1517.0,2005,2
"03 asturias, principado de",2005-01,1539.0,2005,1
"03 asturias, principado de",2004-12,0.0,2004,12
"03 asturias, principado de",2004-11,3031.0,2004,11
"03 asturias, principado de",2004-10,5425.0,2004,10
"03 asturias, principado de",2004-09,60184.0,2004,9
"03 asturias, principado de",2004-08,405096.0,2004,8
"03 asturias, principado de",2004-07,214018.0,2004,7
"03 asturias, principado de",2004-06,59184.0,2004,6
"03 asturias, principado de",2004-05,10934.0,2004,5
"03 asturias, principado de",2004-04,25991.0,2004,4
"03 asturias, principado de",2004-03,2136.0,2004,3
"03 asturias, principado de",2004-02,1148.0,2004,2
"03 asturias, principado de",2004-01,910.0,2004,1
"03 asturias, principado de",2003-12,1062.0,2003,12
"03 asturias, principado de",2003-11,2000.0,2003,11
"03 asturias, principado de",2003-10,3539.0,2003,10
"03 asturias, principado de",2003-09,58463.0,2003,9
"03 asturias, principado de",2003-08,445106.0,2003,8
"03 asturias, principado de",2003-07,258298.0,2003,7
"03 asturias, principado de",2003-06,55470.0,2003,6
"03 asturias, principado de",2003-05,20408.0,2003,5
"03 asturias, principado de",2003-04,25512.0,2003,4
"03 asturias, principado de",2003-03,2679.0,2003,3
"03 asturias, principado de",2003-02,815.0,2003,2
"03 asturias, principado de",2003-01,479.0,2003,1
"03 asturias, principado de",2002-12,970.0,2002,12
"03 asturias, principado de",2002-11,1637.0,2002,11
"03 asturias, principado de",2002-10,2945.0,2002,10
"03 asturias, principado de",2002-09,51566.0,2002,9
"03 asturias, principado de",2002-08,349189.0,2002,8
"03 asturias, principado de",2002-07,249375.0,2002,7
"03 asturias, principado de",2002-06,49745.0,2002,6
"03 asturias, principado de",2002-05,5695.0,2002,5
"03 asturias, principado de",2002-04,5434.0,2002,4
"03 asturias, principado de",2002-03,20388.0,2002,3
"03 asturias, principado de",2002-02,696.0,2002,2
"03 asturias, principado de",2002-01,390.0,2002,1
"03 asturias, principado de",2001-12,465.0,2001,12
"03 asturias, principado de",2001-11,1316.0,2001,11
"03 asturias, principado de",2001-10,2126.0,2001,10
"03 asturias, principado de",2001-09,42693.0,2001,9
"03 asturias, principado de",2001-08,414910.0,2001,8
"03 asturias, principado de",2001-07,242676.0,2001,7
"03 asturias, principado de",2001-06,35494.0,2001,6
"03 asturias, principado de",2001-05,3419.0,2001,5
"03 asturias, principado de",2001-04,20147.0,2001,4
"03 asturias, principado de",2001-03,903.0,2001,3
"03 asturias, principado de",2001-02,524.0,2001,2
"03 asturias, principado de",2001-01,350.0,2001,1
"03 asturias, principado de",2000-12,775.0,2000,12
"03 asturias, principado de",2000-11,365.0,2000,11
"03 asturias, principado de",2000-10,1568.0,2000,10
"03 asturias, principado de",2000-09,52963.0,2000,9
"03 asturias, principado de",2000-08,350165.0,2000,8
"03 asturias, principado de",2000-07,207236.0,2000,7
"03 asturias, principado de",2000-06,36596.0,2000,6
"03 asturias, principado de",2000-05,6444.0,2000,5
"03 asturias, principado de",2000-04,12468.0,2000,4
"03 asturias, principado de",2000-03,615.0,2000,3
"03 asturias, principado de",2000-02,310.0,2000,2
"03 asturias, principado de",2000-01,253.0,2000,1
"03 asturias, principado de",1999-12,596.0,1999,12
"03 asturias, principado de",1999-11,716.0,1999,11
"03 asturias, principado de",1999-10,2351.0,1999,10
"03 asturias, principado de",1999-09,35306.0,1999,9
"03 asturias, principado de",1999-08,305769.0,1999,8
"03 asturias, principado de",1999-07,162051.0,1999,7
"03 asturias, principado de",1999-06,20730.0,1999,6
"03 asturias, principado de",1999-05,2064.0,1999,5
"03 asturias, principado de",1999-04,4718.0,1999,4
"03 asturias, principado de",1999-03,1776.0,1999,3
"03 asturias, principado de",1999-02,596.0,1999,2
"03 asturias, principado de",1999-01,474.0,1999,1
"03 asturias, principado de",2025-02,1121.0,2025,2
"03 asturias, principado de",2025-01,756.0,2025,1
"03 asturias, principado de",2024-12,0.0,2024,12
"03 asturias, principado de",2024-11,1916.0,2024,11
"03 asturias, principado de",2024-10,14007.0,2024,10
"03 asturias, principado de",2024-09,83227.0,2024,9
"03 asturias, principado de",2024-08,369470.0,2024,8
"03 asturias, principado de",2024-07,236732.0,2024,7
"03 asturias, principado de",2024-06,74343.0,2024,6
"03 asturias, principado de",2024-05,15990.0,2024,5
"03 asturias, principado de",2024-04,8635.0,2024,4
"03 asturias, principado de",2024-03,22494.0,2024,3
"03 asturias, principado de",2024-02,0.0,2024,2
"03 asturias, principado de",2024-01,0.0,2024,1
"03 asturias, principado de",2023-12,0.0,2023,12
"03 asturias, principado de",2023-11,1372.0,2023,11
"03 asturias, principado de",2023-10,33233.0,2023,10
"03 asturias, principado de",2023-09,93025.0,2023,9
"03 asturias, principado de",2023-08,369106.0,2023,8
"03 asturias, principado de",2023-07,254118.0,2023,7
"03 asturias, principado de",2023-06,86486.0,2023,6
"03 asturias, principado de",2023-05,26823.0,2023,5
"03 asturias, principado de",2023-04,0.0,2023,4
"03 asturias, principado de",2023-03,0.0,2023,3
"03 asturias, principado de",2023-02,0.0,2023,2
"03 asturias, principado de",2023-01,0.0,2023,1
"03 asturias, principado de",2022-12,2334.0,2022,12
"03 asturias, principado de",2022-11,1743.0,2022,11
"03 asturias, principado de",2022-10,6264.0,2022,10
"03 asturias, principado de",2022-09,70214.0,2022,9
"03 asturias, principado de",2022-08,338896.0,2022,8
"03 asturias, principado de",2022-07,256475.0,2022,7
"03 asturias, principado de",2022-06,56572.0,2022,6
"03 asturias, principado de",2022-05,13519.0,2022,5
"03 asturias, principado de",2022-04,24665.0,2022,4
"03 asturias, principado de",2022-03,0.0,2022,3
"03 asturias, principado de",2022-02,1511.0,2022,2
"03 asturias, principado de",2022-01,0.0,2022,1
"03 asturias, principado de",2021-12,0.0,2021,12
"03 asturias, principado de",2021-11,1474.0,2021,11
"03 asturias, principado de",2021-10,12492.0,2021,10
"03 asturias, principado de",2021-09,81316.0,2021,9
"03 asturias, principado de",2021-08,382321.0,2021,8
"03 asturias, principado de",2021-07,233292.0,2021,7
"03 asturias, principado de",2021-06,65986.0,2021,6
"03 asturias, principado de",2021-05,12028.0,2021,5
"03 asturias, principado de",2021-04,1308.0,2021,4
"03 asturias, principado de",2021-03,485.0,2021,3
"03 asturias, principado de",2021-02,1301.0,2021,2
"03 asturias, principado de",2021-01,0.0,2021,1
"03 asturias, principado de",2020-12,0.0,2020,12
"03 asturias, principado de",2020-11,0.0,2020,11
"03 asturias, principado de",2020-10,14358.0,2020,10
"03 asturias, principado de",2020-09,79103.0,2020,9
