region,period,total,year,month
08 castilla - la mancha,2019-02,3.14,2019,2
08 castilla - la mancha,2019-01,4.31,2019,1
08 castilla - la mancha,2018-12,3.4,2018,12
08 castilla - la mancha,2018-11,3.02,2018,11
08 castilla - la mancha,2018-10,2.93,2018,10
08 castilla - la mancha,2018-09,3.01,2018,9
08 castilla - la mancha,2018-08,3.61,2018,8
08 castilla - la mancha,2018-07,3.1,2018,7
08 castilla - la mancha,2018-06,2.84,2018,6
08 castilla - la mancha,2018-05,3.26,2018,5
08 castilla - la mancha,2018-04,3.02,2018,4
08 castilla - la mancha,2018-03,3.61,2018,3
08 castilla - la mancha,2018-02,3.41,2018,2
08 castilla - la mancha,2018-01,4.52,2018,1
08 castilla - la mancha,2017-12,3.25,2017,12
08 castilla - la mancha,2017-11,3.29,2017,11
08 castilla - la mancha,2017-10,3.0,2017,10
08 castilla - la mancha,2017-09,2.86,2017,9
08 castilla - la mancha,2017-08,3.33,2017,8
08 castilla - la mancha,2017-07,2.7,2017,7
08 castilla - la mancha,2017-06,2.44,2017,6
08 castilla - la mancha,2017-05,2.74,2017,5
08 castilla - la mancha,2017-04,2.83,2017,4
08 castilla - la mancha,2017-03,2.74,2017,3
08 castilla - la mancha,2017-02,2.71,2017,2
08 castilla - la mancha,2017-01,3.55,2017,1
08 castilla - la mancha,2016-12,2.82,2016,12
08 castilla - la mancha,2016-11,2.73,2016,11
08 castilla - la mancha,2016-10,2.72,2016,10
08 castilla - la mancha,2016-09,2.58,2016,9
08 castilla - la mancha,2016-08,3.33,2016,8
08 castilla - la mancha,2016-07,2.68,2016,7
08 castilla - la mancha,2016-06,2.46,2016,6
08 castilla - la mancha,2016-05,2.73,2016,5
08 castilla - la mancha,2016-04,2.35,2016,4
08 castilla - la mancha,2016-03,2.99,2016,3
08 castilla - la mancha,2016-02,2.52,2016,2
08 castilla - la mancha,2016-01,3.64,2016,1
08 castilla - la mancha,2015-12,2.78,2015,12
08 castilla - la mancha,2015-11,2.44,2015,11
08 castilla - la mancha,2015-10,2.4,2015,10
08 castilla - la mancha,2015-09,2.3,2015,9
08 castilla - la mancha,2015-08,3.3,2015,8
08 castilla - la mancha,2015-07,2.9,2015,7
08 castilla - la mancha,2015-06,2.34,2015,6
08 castilla - la mancha,2015-05,2.58,2015,5
08 castilla - la mancha,2015-04,2.68,2015,4
08 castilla - la mancha,2015-03,2.39,2015,3
08 castilla - la mancha,2015-02,2.33,2015,2
08 castilla - la mancha,2015-01,3.0,2015,1
08 castilla - la mancha,2014-12,2.67,2014,12
08 castilla - la mancha,2014-11,2.68,2014,11
08 castilla - la mancha,2014-10,2.4,2014,10
08 castilla - la mancha,2014-09,2.58,2014,9
08 castilla - la mancha,2014-08,3.11,2014,8
08 castilla - la mancha,2014-07,2.95,2014,7
08 castilla - la mancha,2014-06,2.58,2014,6
08 castilla - la mancha,2014-05,2.59,2014,5
08 castilla - la mancha,2014-04,2.84,2014,4
08 castilla - la mancha,2014-03,2.68,2014,3
08 castilla - la mancha,2014-02,2.64,2014,2
08 castilla - la mancha,2014-01,3.12,2014,1
09 cataluã±a,2025-02,3.65,2025,2
09 cataluã±a,2025-01,4.52,2025,1
09 cataluã±a,2024-12,5.09,2024,12
09 cataluã±a,2024-11,5.07,2024,11
09 cataluã±a,2024-10,5.44,2024,10
09 cataluã±a,2024-09,5.43,2024,9
09 cataluã±a,2024-08,6.87,2024,8
09 cataluã±a,2024-07,5.78,2024,7
09 cataluã±a,2024-06,5.35,2024,6
09 cataluã±a,2024-05,4.71,2024,5
09 cataluã±a,2024-04,4.94,2024,4
09 cataluã±a,2024-03,4.55,2024,3
09 cataluã±a,2024-02,5.17,2024,2
09 cataluã±a,2024-01,6.07,2024,1
09 cataluã±a,2023-12,4.87,2023,12
09 cataluã±a,2023-11,5.16,2023,11
09 cataluã±a,2023-10,4.62,2023,10
09 cataluã±a,2023-09,5.37,2023,9
09 cataluã±a,2023-08,6.93,2023,8
09 cataluã±a,2023-07,5.92,2023,7
09 cataluã±a,2023-06,5.15,2023,6
09 cataluã±a,2023-05,4.91,2023,5
09 cataluã±a,2023-04,4.2,2023,4
09 cataluã±a,2023-03,5.04,2023,3
09 cataluã±a,2023-02,4.92,2023,2
09 cataluã±a,2023-01,5.51,2023,1
09 cataluã±a,2022-12,5.51,2022,12
09 cataluã±a,2022-11,5.6,2022,11
09 cataluã±a,2022-10,5.0,2022,10
09 cataluã±a,2022-09,5.56,2022,9
09 cataluã±a,2022-08,7.19,2022,8
09 cataluã±a,2022-07,5.67,2022,7
09 cataluã±a,2022-06,5.63,2022,6
09 cataluã±a,2022-05,5.16,2022,5
09 cataluã±a,2022-04,4.33,2022,4
09 cataluã±a,2022-03,6.21,2022,3
09 cataluã±a,2022-02,5.69,2022,2
09 cataluã±a,2022-01,6.62,2022,1
09 cataluã±a,2021-12,5.67,2021,12
09 cataluã±a,2021-11,6.91,2021,11
09 cataluã±a,2021-10,4.91,2021,10
09 cataluã±a,2021-09,5.83,2021,9
09 cataluã±a,2021-08,6.85,2021,8
09 cataluã±a,2021-07,5.23,2021,7
09 cataluã±a,2021-06,4.83,2021,6
09 cataluã±a,2021-05,5.88,2021,5
09 cataluã±a,2021-04,7.2,2021,4
09 cataluã±a,2021-03,9.65,2021,3
09 cataluã±a,2021-02,21.34,2021,2
09 cataluã±a,2021-01,17.04,2021,1
09 cataluã±a,2020-12,11.6,2020,12
09 cataluã±a,2020-11,17.58,2020,11
09 cataluã±a,2020-10,5.96,2020,10
09 cataluã±a,2020-09,5.23,2020,9
09 cataluã±a,2020-08,5.89,2020,8
09 cataluã±a,2020-07,5.53,2020,7
09 cataluã±a,2020-06,3.27,2020,6
09 cataluã±a,2020-05,14.69,2020,5
09 cataluã±a,2020-04,0.0,2020,4
09 cataluã±a,2020-03,10.91,2020,3
09 cataluã±a,2020-02,4.75,2020,2
09 cataluã±a,2020-01,5.74,2020,1
09 cataluã±a,2019-12,4.82,2019,12
09 cataluã±a,2019-11,5.06,2019,11
09 cataluã±a,2019-10,5.03,2019,10
09 cataluã±a,2019-09,5.84,2019,9
09 cataluã±a,2019-08,7.03,2019,8
09 cataluã±a,2019-07,6.36,2019,7
09 cataluã±a,2019-06,5.11,2019,6
09 cataluã±a,2019-05,4.67,2019,5
09 cataluã±a,2019-04,4.25,2019,4
09 cataluã±a,2019-03,4.79,2019,3
09 cataluã±a,2019-02,5.31,2019,2
09 cataluã±a,2019-01,5.82,2019,1
09 cataluã±a,2018-12,5.41,2018,12
09 cataluã±a,2018-11,5.62,2018,11
09 cataluã±a,2018-10,5.01,2018,10
09 cataluã±a,2018-09,5.71,2018,9
09 cataluã±a,2018-08,7.26,2018,8
09 cataluã±a,2018-07,6.32,2018,7
09 cataluã±a,2018-06,5.25,2018,6
09 cataluã±a,2018-05,4.97,2018,5
09 cataluã±a,2018-04,4.85,2018,4
09 cataluã±a,2018-03,4.64,2018,3
09 cataluã±a,2018-02,5.2,2018,2
09 cataluã±a,2018-01,6.36,2018,1
09 cataluã±a,2017-12,4.99,2017,12
09 cataluã±a,2017-11,5.19,2017,11
09 cataluã±a,2017-10,4.97,2017,10
09 cataluã±a,2017-09,5.85,2017,9
09 cataluã±a,2017-08,7.32,2017,8
09 cataluã±a,2017-07,6.42,2017,7
09 cataluã±a,2017-06,5.41,2017,6
09 cataluã±a,2017-05,4.96,2017,5
09 cataluã±a,2017-04,4.14,2017,4
09 cataluã±a,2017-03,4.92,2017,3
09 cataluã±a,2017-02,5.34,2017,2
09 cataluã±a,2017-01,5.82,2017,1
09 cataluã±a,2016-12,4.68,2016,12
09 cataluã±a,2016-11,5.67,2016,11
09 cataluã±a,2016-10,4.7,2016,10
09 cataluã±a,2016-09,6.17,2016,9
09 cataluã±a,2016-08,7.83,2016,8
09 cataluã±a,2016-07,6.45,2016,7
09 cataluã±a,2016-06,5.48,2016,6
09 cataluã±a,2016-05,4.72,2016,5
09 cataluã±a,2016-04,4.39,2016,4
09 cataluã±a,2016-03,4.36,2016,3
09 cataluã±a,2016-02,5.12,2016,2
09 cataluã±a,2016-01,5.25,2016,1
09 cataluã±a,2015-12,5.22,2015,12
09 cataluã±a,2015-11,6.04,2015,11
09 cataluã±a,2015-10,4.66,2015,10
09 cataluã±a,2015-09,6.65,2015,9
09 cataluã±a,2015-08,7.51,2015,8
09 cataluã±a,2015-07,7.11,2015,7
09 cataluã±a,2015-06,5.72,2015,6
09 cataluã±a,2015-05,4.61,2015,5
09 cataluã±a,2015-04,4.14,2015,4
09 cataluã±a,2015-03,4.71,2015,3
09 cataluã±a,2015-02,4.45,2015,2
09 cataluã±a,2015-01,5.31,2015,1
09 cataluã±a,2014-12,4.69,2014,12
09 cataluã±a,2014-11,5.37,2014,11
09 cataluã±a,2014-10,4.98,2014,10
09 cataluã±a,2014-09,6.07,2014,9
09 cataluã±a,2014-08,7.66,2014,8
09 cataluã±a,2014-07,7.78,2014,7
09 cataluã±a,2014-06,5.69,2014,6
09 cataluã±a,2014-05,4.98,2014,5
09 cataluã±a,2014-04,4.69,2014,4
09 cataluã±a,2014-03,5.82,2014,3
09 cataluã±a,2014-02,5.44,2014,2
09 cataluã±a,2014-01,6.54,2014,1
10 comunitat valenciana,2025-02,5.13,2025,2
10 comunitat valenciana,2025-01,6.12,2025,1
10 comunitat valenciana,2024-12,5.07,2024,12
10 comunitat valenciana,2024-11,5.31,2024,11
10 comunitat valenciana,2024-10,5.37,2024,10
10 comunitat valenciana,2024-09,5.65,2024,9
10 comunitat valenciana,2024-08,6.81,2024,8
10 comunitat valenciana,2024-07,6.05,2024,7
10 comunitat valenciana,2024-06,4.98,2024,6
10 comunitat valenciana,2024-05,4.79,2024,5
10 comunitat valenciana,2024-04,4.8,2024,4
10 comunitat valenciana,2024-03,4.77,2024,3
10 comunitat valenciana,2024-02,6.48,2024,2
10 comunitat valenciana,2024-01,7.43,2024,1
10 comunitat valenciana,2023-12,5.48,2023,12
10 comunitat valenciana,2023-11,6.52,2023,11
10 comunitat valenciana,2023-10,6.23,2023,10
10 comunitat valenciana,2023-09,5.58,2023,9
10 comunitat valenciana,2023-08,7.01,2023,8
10 comunitat valenciana,2023-07,6.25,2023,7
10 comunitat valenciana,2023-06,5.39,2023,6
10 comunitat valenciana,2023-05,5.74,2023,5
10 comunitat valenciana,2023-04,4.6,2023,4
10 comunitat valenciana,2023-03,5.25,2023,3
10 comunitat valenciana,2023-02,5.77,2023,2
10 comunitat valenciana,2023-01,6.14,2023,1
10 comunitat valenciana,2022-12,5.64,2022,12
10 comunitat valenciana,2022-11,5.98,2022,11
10 comunitat valenciana,2022-10,5.91,2022,10
10 comunitat valenciana,2022-09,6.0,2022,9
10 comunitat valenciana,2022-08,6.99,2022,8
10 comunitat valenciana,2022-07,6.36,2022,7
10 comunitat valenciana,2022-06,5.26,2022,6
10 comunitat valenciana,2022-05,5.17,2022,5
10 comunitat valenciana,2022-04,4.44,2022,4
10 comunitat valenciana,2022-03,6.05,2022,3
10 comunitat valenciana,2022-02,5.73,2022,2
10 comunitat valenciana,2022-01,7.37,2022,1
10 comunitat valenciana,2021-12,5.21,2021,12
10 comunitat valenciana,2021-11,6.27,2021,11
10 comunitat valenciana,2021-10,5.59,2021,10
10 comunitat valenciana,2021-09,6.18,2021,9
10 comunitat valenciana,2021-08,6.96,2021,8
10 comunitat valenciana,2021-07,6.15,2021,7
10 comunitat valenciana,2021-06,4.72,2021,6
10 comunitat valenciana,2021-05,4.54,2021,5
10 comunitat valenciana,2021-04,4.51,2021,4
10 comunitat valenciana,2021-03,6.51,2021,3
10 comunitat valenciana,2021-02,10.79,2021,2
10 comunitat valenciana,2021-01,10.0,2021,1
10 comunitat valenciana,2020-12,6.24,2020,12
10 comunitat valenciana,2020-11,9.16,2020,11
10 comunitat valenciana,2020-10,6.39,2020,10
10 comunitat valenciana,2020-09,6.54,2020,9
10 comunitat valenciana,2020-08,6.84,2020,8
10 comunitat valenciana,2020-07,6.56,2020,7
10 comunitat valenciana,2020-06,5.69,2020,6
10 comunitat valenciana,2020-05,22.29,2020,5
10 comunitat valenciana,2020-04,0.0,2020,4
10 comunitat valenciana,2020-03,7.0,2020,3
10 comunitat valenciana,2020-02,6.01,2020,2
10 comunitat valenciana,2020-01,6.49,2020,1
10 comunitat valenciana,2019-12,5.13,2019,12
10 comunitat valenciana,2019-11,5.34,2019,11
10 comunitat valenciana,2019-10,5.79,2019,10
10 comunitat valenciana,2019-09,6.36,2019,9
10 comunitat valenciana,2019-08,7.49,2019,8
10 comunitat valenciana,2019-07,6.94,2019,7
10 comunitat valenciana,2019-06,5.39,2019,6
10 comunitat valenciana,2019-05,4.91,2019,5
10 comunitat valenciana,2019-04,4.94,2019,4
10 comunitat valenciana,2019-03,5.87,2019,3
10 comunitat valenciana,2019-02,6.41,2019,2
10 comunitat valenciana,2019-01,7.7,2019,1
10 comunitat valenciana,2018-12,5.5,2018,12
10 comunitat valenciana,2018-11,6.16,2018,11
10 comunitat valenciana,2018-10,6.28,2018,10
10 comunitat valenciana,2018-09,6.28,2018,9
10 comunitat valenciana,2018-08,7.77,2018,8
10 comunitat valenciana,2018-07,7.0,2018,7
10 comunitat valenciana,2018-06,5.51,2018,6
10 comunitat valenciana,2018-05,5.27,2018,5
10 comunitat valenciana,2018-04,4.88,2018,4
10 comunitat valenciana,2018-03,5.76,2018,3
10 comunitat valenciana,2018-02,6.87,2018,2
10 comunitat valenciana,2018-01,8.25,2018,1
10 comunitat valenciana,2017-12,6.21,2017,12
10 comunitat valenciana,2017-11,6.72,2017,11
10 comunitat valenciana,2017-10,6.88,2017,10
10 comunitat valenciana,2017-09,6.73,2017,9
10 comunitat valenciana,2017-08,8.53,2017,8
10 comunitat valenciana,2017-07,7.35,2017,7
10 comunitat valenciana,2017-06,6.17,2017,6
10 comunitat valenciana,2017-05,5.51,2017,5
10 comunitat valenciana,2017-04,4.92,2017,4
10 comunitat valenciana,2017-03,6.1,2017,3
10 comunitat valenciana,2017-02,6.75,2017,2
10 comunitat valenciana,2017-01,8.13,2017,1
10 comunitat valenciana,2016-12,5.67,2016,12
10 comunitat valenciana,2016-11,6.59,2016,11
10 comunitat valenciana,2016-10,6.78,2016,10
10 comunitat valenciana,2016-09,6.59,2016,9
10 comunitat valenciana,2016-08,8.44,2016,8
10 comunitat valenciana,2016-07,7.37,2016,7
10 comunitat valenciana,2016-06,6.18,2016,6
10 comunitat valenciana,2016-05,5.44,2016,5
10 comunitat valenciana,2016-04,5.18,2016,4
10 comunitat valenciana,2016-03,5.69,2016,3
10 comunitat valenciana,2016-02,6.63,2016,2
10 comunitat valenciana,2016-01,8.16,2016,1
10 comunitat valenciana,2015-12,5.21,2015,12
10 comunitat valenciana,2015-11,6.16,2015,11
10 comunitat valenciana,2015-10,6.43,2015,10
10 comunitat valenciana,2015-09,6.81,2015,9
10 comunitat valenciana,2015-08,8.32,2015,8
10 comunitat valenciana,2015-07,7.85,2015,7
10 comunitat valenciana,2015-06,6.09,2015,6
10 comunitat valenciana,2015-05,5.3,2015,5
10 comunitat valenciana,2015-04,5.33,2015,4
10 comunitat valenciana,2015-03,6.83,2015,3
10 comunitat valenciana,2015-02,8.45,2015,2
10 comunitat valenciana,2015-01,9.42,2015,1
10 comunitat valenciana,2014-12,6.53,2014,12
10 comunitat valenciana,2014-11,7.54,2014,11
10 comunitat valenciana,2014-10,7.53,2014,10
10 comunitat valenciana,2014-09,7.55,2014,9
10 comunitat valenciana,2014-08,8.71,2014,8
10 comunitat valenciana,2014-07,8.22,2014,7
10 comunitat valenciana,2014-06,6.98,2014,6
10 comunitat valenciana,2014-05,6.15,2014,5
10 comunitat valenciana,2014-04,5.46,2014,4
10 comunitat valenciana,2014-03,7.47,2014,3
10 comunitat valenciana,2014-02,7.75,2014,2
10 comunitat valenciana,2014-01,8.93,2014,1
11 extremadura,2025-02,1.58,2025,2
11 extremadura,2025-01,1.81,2025,1
11 extremadura,2024-12,1.97,2024,12
11 extremadura,2024-11,1.92,2024,11
11 extremadura,2024-10,2.06,2024,10
11 extremadura,2024-09,1.92,2024,9
11 extremadura,2024-08,2.11,2024,8
11 extremadura,2024-07,2.01,2024,7
11 extremadura,2024-06,1.76,2024,6
11 extremadura,2024-05,1.93,2024,5
11 extremadura,2024-04,2.14,2024,4
11 extremadura,2024-03,2.03,2024,3
11 extremadura,2024-02,2.04,2024,2
11 extremadura,2024-01,2.05,2024,1
11 extremadura,2023-12,2.33,2023,12
11 extremadura,2023-11,1.95,2023,11
11 extremadura,2023-10,2.03,2023,10
11 extremadura,2023-09,2.1,2023,9
11 extremadura,2023-08,2.3,2023,8
11 extremadura,2023-07,1.96,2023,7
11 extremadura,2023-06,2.22,2023,6
11 extremadura,2023-05,2.06,2023,5
11 extremadura,2023-04,2.16,2023,4
11 extremadura,2023-03,2.08,2023,3
11 extremadura,2023-02,2.12,2023,2
11 extremadura,2023-01,2.03,2023,1
11 extremadura,2022-12,2.21,2022,12
11 extremadura,2022-11,1.95,2022,11
11 extremadura,2022-10,2.1,2022,10
11 extremadura,2022-09,1.9,2022,9
11 extremadura,2022-08,2.44,2022,8
11 extremadura,2022-07,2.19,2022,7
11 extremadura,2022-06,2.08,2022,6
11 extremadura,2022-05,2.02,2022,5
11 extremadura,2022-04,2.13,2022,4
11 extremadura,2022-03,1.94,2022,3
11 extremadura,2022-02,2.07,2022,2
11 extremadura,2022-01,1.94,2022,1
11 extremadura,2021-12,2.21,2021,12
11 extremadura,2021-11,2.12,2021,11
11 extremadura,2021-10,2.2,2021,10
11 extremadura,2021-09,2.63,2021,9
11 extremadura,2021-08,2.49,2021,8
11 extremadura,2021-07,2.05,2021,7
11 extremadura,2021-06,2.12,2021,6
11 extremadura,2021-05,1.96,2021,5
11 extremadura,2021-04,2.41,2021,4
11 extremadura,2021-03,2.23,2021,3
11 extremadura,2021-02,3.19,2021,2
11 extremadura,2021-01,2.76,2021,1
11 extremadura,2020-12,2.71,2020,12
11 extremadura,2020-11,2.34,2020,11
11 extremadura,2020-10,2.11,2020,10
11 extremadura,2020-09,1.99,2020,9
11 extremadura,2020-08,2.77,2020,8
11 extremadura,2020-07,2.42,2020,7
11 extremadura,2020-06,2.28,2020,6
11 extremadura,2020-05,3.42,2020,5
11 extremadura,2020-04,0.0,2020,4
11 extremadura,2020-03,1.74,2020,3
11 extremadura,2020-02,1.69,2020,2
11 extremadura,2020-01,1.84,2020,1
11 extremadura,2019-12,1.99,2019,12
11 extremadura,2019-11,1.79,2019,11
11 extremadura,2019-10,1.76,2019,10
11 extremadura,2019-09,1.82,2019,9
11 extremadura,2019-08,2.16,2019,8
11 extremadura,2019-07,1.98,2019,7
11 extremadura,2019-06,1.76,2019,6
11 extremadura,2019-05,2.01,2019,5
11 extremadura,2019-04,2.17,2019,4
11 extremadura,2019-03,1.81,2019,3
11 extremadura,2019-02,1.65,2019,2
11 extremadura,2019-01,1.77,2019,1
11 extremadura,2018-12,2.02,2018,12
11 extremadura,2018-11,1.8,2018,11
11 extremadura,2018-10,1.79,2018,10
11 extremadura,2018-09,1.81,2018,9
11 extremadura,2018-08,2.4,2018,8
11 extremadura,2018-07,2.08,2018,7
11 extremadura,2018-06,1.72,2018,6
11 extremadura,2018-05,1.74,2018,5
11 extremadura,2018-04,1.78,2018,4
11 extremadura,2018-03,2.13,2018,3
11 extremadura,2018-02,1.65,2018,2
11 extremadura,2018-01,1.54,2018,1
11 extremadura,2017-12,1.91,2017,12
11 extremadura,2017-11,1.75,2017,11
11 extremadura,2017-10,2.02,2017,10
11 extremadura,2017-09,2.14,2017,9
11 extremadura,2017-08,2.6,2017,8
11 extremadura,2017-07,2.26,2017,7
11 extremadura,2017-06,1.82,2017,6
11 extremadura,2017-05,1.94,2017,5
11 extremadura,2017-04,2.34,2017,4
11 extremadura,2017-03,2.06,2017,3
11 extremadura,2017-02,2.1,2017,2
11 extremadura,2017-01,1.88,2017,1
11 extremadura,2016-12,1.77,2016,12
11 extremadura,2016-11,1.94,2016,11
11 extremadura,2016-10,1.86,2016,10
11 extremadura,2016-09,1.8,2016,9
11 extremadura,2016-08,2.54,2016,8
11 extremadura,2016-07,2.05,2016,7
11 extremadura,2016-06,2.05,2016,6
11 extremadura,2016-05,1.59,2016,5
11 extremadura,2016-04,1.55,2016,4
11 extremadura,2016-03,1.61,2016,3
11 extremadura,2016-02,1.94,2016,2
11 extremadura,2016-01,1.72,2016,1
11 extremadura,2015-12,2.02,2015,12
11 extremadura,2015-11,1.8,2015,11
11 extremadura,2015-10,1.84,2015,10
11 extremadura,2015-09,2.4,2015,9
11 extremadura,2015-08,2.43,2015,8
11 extremadura,2015-07,1.96,2015,7
11 extremadura,2015-06,1.92,2015,6
11 extremadura,2015-05,1.94,2015,5
11 extremadura,2015-04,2.32,2015,4
11 extremadura,2015-03,1.72,2015,3
11 extremadura,2015-02,1.77,2015,2
11 extremadura,2015-01,1.75,2015,1
11 extremadura,2014-12,1.88,2014,12
11 extremadura,2014-11,2.05,2014,11
11 extremadura,2014-10,2.03,2014,10
11 extremadura,2014-09,1.88,2014,9
11 extremadura,2014-08,3.0,2014,8
11 extremadura,2014-07,2.2,2014,7
11 extremadura,2014-06,1.82,2014,6
11 extremadura,2014-05,2.01,2014,5
11 extremadura,2014-04,2.23,2014,4
11 extremadura,2014-03,1.9,2014,3
11 extremadura,2014-02,1.78,2014,2
11 extremadura,2014-01,2.18,2014,1
12 galicia,2025-02,2.84,2025,2
12 galicia,2025-01,3.46,2025,1
12 galicia,2024-12,2.46,2024,12
12 galicia,2024-11,2.45,2024,11
12 galicia,2024-10,2.13,2024,10
12 galicia,2024-09,2.67,2024,9
12 galicia,2024-08,3.63,2024,8
12 galicia,2024-07,3.4,2024,7
12 galicia,2024-06,2.46,2024,6
12 galicia,2024-05,2.32,2024,5
12 galicia,2024-04,2.5,2024,4
12 galicia,2024-03,2.46,2024,3
12 galicia,2024-02,2.85,2024,2
12 galicia,2024-01,3.29,2024,1
12 galicia,2023-12,2.59,2023,12
12 galicia,2023-11,2.93,2023,11
12 galicia,2023-10,2.69,2023,10
12 galicia,2023-09,2.96,2023,9
12 galicia,2023-08,4.06,2023,8
12 galicia,2023-07,3.91,2023,7
12 galicia,2023-06,2.72,2023,6
12 galicia,2023-05,2.65,2023,5
12 galicia,2023-04,2.66,2023,4
12 galicia,2023-03,2.8,2023,3
12 galicia,2023-02,2.87,2023,2
12 galicia,2023-01,3.02,2023,1
12 galicia,2022-12,2.52,2022,12
12 galicia,2022-11,2.76,2022,11
12 galicia,2022-10,2.5,2022,10
12 galicia,2022-09,2.89,2022,9
12 galicia,2022-08,4.17,2022,8
12 galicia,2022-07,3.59,2022,7
12 galicia,2022-06,2.6,2022,6
12 galicia,2022-05,2.33,2022,5
12 galicia,2022-04,2.29,2022,4
12 galicia,2022-03,3.07,2022,3
12 galicia,2022-02,2.76,2022,2
12 galicia,2022-01,2.97,2022,1
12 galicia,2021-12,3.25,2021,12
12 galicia,2021-11,3.28,2021,11
12 galicia,2021-10,2.65,2021,10
12 galicia,2021-09,3.26,2021,9
12 galicia,2021-08,4.6,2021,8
12 galicia,2021-07,4.15,2021,7
12 galicia,2021-06,3.14,2021,6
12 galicia,2021-05,2.53,2021,5
12 galicia,2021-04,2.8,2021,4
12 galicia,2021-03,2.78,2021,3
12 galicia,2021-02,8.41,2021,2
12 galicia,2021-01,5.59,2021,1
12 galicia,2020-12,5.44,2020,12
12 galicia,2020-11,4.81,2020,11
12 galicia,2020-10,3.18,2020,10
12 galicia,2020-09,3.26,2020,9
12 galicia,2020-08,4.6,2020,8
12 galicia,2020-07,4.25,2020,7
12 galicia,2020-06,3.9,2020,6
12 galicia,2020-05,5.92,2020,5
12 galicia,2020-04,0.0,2020,4
12 galicia,2020-03,4.89,2020,3
12 galicia,2020-02,3.02,2020,2
12 galicia,2020-01,3.29,2020,1
12 galicia,2019-12,2.73,2019,12
12 galicia,2019-11,2.4,2019,11
12 galicia,2019-10,2.17,2019,10
12 galicia,2019-09,2.98,2019,9
12 galicia,2019-08,4.48,2019,8
12 galicia,2019-07,4.54,2019,7
12 galicia,2019-06,3.01,2019,6
12 galicia,2019-05,3.37,2019,5
12 galicia,2019-04,3.21,2019,4
12 galicia,2019-03,2.51,2019,3
12 galicia,2019-02,2.52,2019,2
12 galicia,2019-01,2.45,2019,1
12 galicia,2018-12,2.72,2018,12
12 galicia,2018-11,2.55,2018,11
12 galicia,2018-10,2.68,2018,10
12 galicia,2018-09,3.27,2018,9
12 galicia,2018-08,4.37,2018,8
12 galicia,2018-07,4.33,2018,7
12 galicia,2018-06,2.72,2018,6
12 galicia,2018-05,2.09,2018,5
12 galicia,2018-04,2.37,2018,4
12 galicia,2018-03,2.71,2018,3
12 galicia,2018-02,2.93,2018,2
12 galicia,2018-01,2.9,2018,1
12 galicia,2017-12,3.12,2017,12
12 galicia,2017-11,2.83,2017,11
12 galicia,2017-10,2.48,2017,10
12 galicia,2017-09,3.25,2017,9
12 galicia,2017-08,4.41,2017,8
12 galicia,2017-07,4.35,2017,7
12 galicia,2017-06,2.8,2017,6
12 galicia,2017-05,2.31,2017,5
12 galicia,2017-04,2.59,2017,4
12 galicia,2017-03,3.03,2017,3
12 galicia,2017-02,2.65,2017,2
12 galicia,2017-01,2.98,2017,1
12 galicia,2016-12,3.03,2016,12
12 galicia,2016-11,2.92,2016,11
12 galicia,2016-10,2.6,2016,10
12 galicia,2016-09,3.21,2016,9
12 galicia,2016-08,4.74,2016,8
12 galicia,2016-07,4.49,2016,7
12 galicia,2016-06,2.86,2016,6
12 galicia,2016-05,2.51,2016,5
12 galicia,2016-04,2.59,2016,4
12 galicia,2016-03,3.13,2016,3
12 galicia,2016-02,2.37,2016,2
12 galicia,2016-01,2.68,2016,1
12 galicia,2015-12,2.92,2015,12
12 galicia,2015-11,3.09,2015,11
12 galicia,2015-10,2.54,2015,10
12 galicia,2015-09,3.34,2015,9
12 galicia,2015-08,5.34,2015,8
12 galicia,2015-07,4.98,2015,7
12 galicia,2015-06,3.39,2015,6
12 galicia,2015-05,2.33,2015,5
12 galicia,2015-04,2.77,2015,4
12 galicia,2015-03,2.54,2015,3
12 galicia,2015-02,2.83,2015,2
12 galicia,2015-01,3.38,2015,1
12 galicia,2014-12,3.08,2014,12
12 galicia,2014-11,3.36,2014,11
12 galicia,2014-10,2.81,2014,10
12 galicia,2014-09,3.66,2014,9
12 galicia,2014-08,6.07,2014,8
12 galicia,2014-07,5.58,2014,7
12 galicia,2014-06,3.75,2014,6
12 galicia,2014-05,2.61,2014,5
12 galicia,2014-04,2.88,2014,4
12 galicia,2014-03,2.82,2014,3
12 galicia,2014-02,2.81,2014,2
12 galicia,2014-01,3.16,2014,1
"13 madrid, comunidad de",2025-02,3.28,2025,2
"13 madrid, comunidad de",2025-01,3.74,2025,1
"13 madrid, comunidad de",2024-12,3.08,2024,12
"13 madrid, comunidad de",2024-11,3.45,2024,11
"13 madrid, comunidad de",2024-10,3.52,2024,10
"13 madrid, comunidad de",2024-09,3.58,2024,9
"13 madrid, comunidad de",2024-08,3.59,2024,8
"13 madrid, comunidad de",2024-07,3.26,2024,7
"13 madrid, comunidad de",2024-06,3.09,2024,6
"13 madrid, comunidad de",2024-05,3.21,2024,5
"13 madrid, comunidad de",2024-04,3.2,2024,4
"13 madrid, comunidad de",2024-03,3.29,2024,3
"13 madrid, comunidad de",2024-02,3.25,2024,2
"13 madrid, comunidad de",2024-01,3.39,2024,1
"13 madrid, comunidad de",2023-12,3.37,2023,12
"13 madrid, comunidad de",2023-11,3.14,2023,11
"13 madrid, comunidad de",2023-10,3.28,2023,10
"13 madrid, comunidad de",2023-09,3.17,2023,9
"13 madrid, comunidad de",2023-08,3.4,2023,8
