region,period,total,year,month
"04 balears, illes",2017-02,0.0,2017,2
"04 balears, illes",2017-01,0.0,2017,1
"04 balears, illes",2016-12,0.0,2016,12
"04 balears, illes",2016-11,0.0,2016,11
"04 balears, illes",2016-10,0.0,2016,10
"04 balears, illes",2016-09,0.0,2016,9
"04 balears, illes",2016-08,0.0,2016,8
"04 balears, illes",2016-07,0.0,2016,7
"04 balears, illes",2016-06,0.0,2016,6
"04 balears, illes",2016-05,0.0,2016,5
"04 balears, illes",2016-04,0.0,2016,4
"04 balears, illes",2016-03,0.0,2016,3
"04 balears, illes",2016-02,0.0,2016,2
"04 balears, illes",2016-01,0.0,2016,1
"04 balears, illes",2015-12,0.0,2015,12
"04 balears, illes",2015-11,0.0,2015,11
"04 balears, illes",2015-10,0.0,2015,10
"04 balears, illes",2015-09,0.0,2015,9
"04 balears, illes",2015-08,0.0,2015,8
"04 balears, illes",2015-07,0.0,2015,7
"04 balears, illes",2015-06,0.0,2015,6
"04 balears, illes",2015-05,0.0,2015,5
"04 balears, illes",2015-04,0.0,2015,4
"04 balears, illes",2015-03,0.0,2015,3
"04 balears, illes",2015-02,0.0,2015,2
"04 balears, illes",2015-01,0.0,2015,1
"04 balears, illes",2014-12,0.0,2014,12
"04 balears, illes",2014-11,0.0,2014,11
"04 balears, illes",2014-10,0.0,2014,10
"04 balears, illes",2014-09,0.0,2014,9
"04 balears, illes",2014-08,0.0,2014,8
"04 balears, illes",2014-07,0.0,2014,7
"04 balears, illes",2014-06,0.0,2014,6
"04 balears, illes",2014-05,0.0,2014,5
"04 balears, illes",2014-04,0.0,2014,4
"04 balears, illes",2014-03,0.0,2014,3
"04 balears, illes",2014-02,0.0,2014,2
"04 balears, illes",2014-01,0.0,2014,1
05 canarias,2025-02,0.0,2025,2
05 canarias,2025-01,0.0,2025,1
05 canarias,2024-12,3.4,2024,12
05 canarias,2024-11,4.92,2024,11
05 canarias,2024-10,4.9,2024,10
05 canarias,2024-09,4.02,2024,9
05 canarias,2024-08,4.54,2024,8
05 canarias,2024-07,4.6,2024,7
05 canarias,2024-06,4.15,2024,6
05 canarias,2024-05,4.02,2024,5
05 canarias,2024-04,4.36,2024,4
05 canarias,2024-03,4.0,2024,3
05 canarias,2024-02,3.37,2024,2
05 canarias,2024-01,3.55,2024,1
05 canarias,2023-12,3.44,2023,12
05 canarias,2023-11,3.37,2023,11
05 canarias,2023-10,3.41,2023,10
05 canarias,2023-09,3.97,2023,9
05 canarias,2023-08,3.51,2023,8
05 canarias,2023-07,4.39,2023,7
05 canarias,2023-06,3.97,2023,6
05 canarias,2023-05,3.81,2023,5
05 canarias,2023-04,3.73,2023,4
05 canarias,2023-03,3.23,2023,3
05 canarias,2023-02,4.22,2023,2
05 canarias,2023-01,3.78,2023,1
05 canarias,2022-12,3.29,2022,12
05 canarias,2022-11,3.9,2022,11
05 canarias,2022-10,4.02,2022,10
05 canarias,2022-09,3.97,2022,9
05 canarias,2022-08,4.36,2022,8
05 canarias,2022-07,4.75,2022,7
05 canarias,2022-06,7.33,2022,6
05 canarias,2022-05,4.42,2022,5
05 canarias,2022-04,4.13,2022,4
05 canarias,2022-03,3.22,2022,3
05 canarias,2022-02,3.16,2022,2
05 canarias,2022-01,2.62,2022,1
05 canarias,2021-12,2.85,2021,12
05 canarias,2021-11,2.43,2021,11
05 canarias,2021-10,3.09,2021,10
05 canarias,2021-09,2.49,2021,9
05 canarias,2021-08,3.14,2021,8
05 canarias,2021-07,3.8,2021,7
05 canarias,2021-06,3.99,2021,6
05 canarias,2021-05,4.52,2021,5
05 canarias,2021-04,5.89,2021,4
05 canarias,2021-03,5.44,2021,3
05 canarias,2021-02,6.0,2021,2
05 canarias,2021-01,5.23,2021,1
05 canarias,2020-12,4.93,2020,12
05 canarias,2020-11,0.0,2020,11
05 canarias,2020-10,5.89,2020,10
05 canarias,2020-09,6.18,2020,9
05 canarias,2020-08,4.83,2020,8
05 canarias,2020-07,6.1,2020,7
05 canarias,2020-06,13.32,2020,6
05 canarias,2020-05,0.0,2020,5
05 canarias,2020-04,0.0,2020,4
05 canarias,2020-03,5.47,2020,3
05 canarias,2020-02,3.13,2020,2
05 canarias,2020-01,3.2,2020,1
05 canarias,2019-12,3.44,2019,12
05 canarias,2019-11,3.44,2019,11
05 canarias,2019-10,3.56,2019,10
05 canarias,2019-09,3.98,2019,9
05 canarias,2019-08,3.85,2019,8
05 canarias,2019-07,4.19,2019,7
05 canarias,2019-06,3.78,2019,6
05 canarias,2019-05,3.82,2019,5
05 canarias,2019-04,3.06,2019,4
05 canarias,2019-03,3.09,2019,3
05 canarias,2019-02,2.89,2019,2
05 canarias,2019-01,3.14,2019,1
05 canarias,2018-12,3.13,2018,12
05 canarias,2018-11,2.65,2018,11
05 canarias,2018-10,3.21,2018,10
05 canarias,2018-09,3.94,2018,9
05 canarias,2018-08,3.42,2018,8
05 canarias,2018-07,3.48,2018,7
05 canarias,2018-06,3.17,2018,6
05 canarias,2018-05,3.18,2018,5
05 canarias,2018-04,3.18,2018,4
05 canarias,2018-03,3.09,2018,3
05 canarias,2018-02,2.81,2018,2
05 canarias,2018-01,2.91,2018,1
05 canarias,2017-12,2.83,2017,12
05 canarias,2017-11,2.85,2017,11
05 canarias,2017-10,3.03,2017,10
05 canarias,2017-09,3.15,2017,9
05 canarias,2017-08,2.85,2017,8
05 canarias,2017-07,3.03,2017,7
05 canarias,2017-06,2.97,2017,6
05 canarias,2017-05,2.79,2017,5
05 canarias,2017-04,0.0,2017,4
05 canarias,2017-03,0.0,2017,3
05 canarias,2017-02,0.0,2017,2
05 canarias,2017-01,0.0,2017,1
05 canarias,2016-12,0.0,2016,12
05 canarias,2016-11,0.0,2016,11
05 canarias,2016-10,0.0,2016,10
05 canarias,2016-09,0.0,2016,9
05 canarias,2016-08,0.0,2016,8
05 canarias,2016-07,0.0,2016,7
05 canarias,2016-06,0.0,2016,6
05 canarias,2016-05,0.0,2016,5
05 canarias,2016-04,0.0,2016,4
05 canarias,2016-03,0.0,2016,3
05 canarias,2016-02,0.0,2016,2
05 canarias,2016-01,0.0,2016,1
05 canarias,2015-12,0.0,2015,12
05 canarias,2015-11,0.0,2015,11
05 canarias,2015-10,0.0,2015,10
05 canarias,2015-09,0.0,2015,9
05 canarias,2015-08,0.0,2015,8
05 canarias,2015-07,0.0,2015,7
05 canarias,2015-06,0.0,2015,6
05 canarias,2015-05,0.0,2015,5
05 canarias,2015-04,0.0,2015,4
05 canarias,2015-03,0.0,2015,3
05 canarias,2015-02,0.0,2015,2
05 canarias,2015-01,0.0,2015,1
05 canarias,2014-12,0.0,2014,12
05 canarias,2014-11,0.0,2014,11
05 canarias,2014-10,0.0,2014,10
05 canarias,2014-09,0.0,2014,9
05 canarias,2014-08,0.0,2014,8
05 canarias,2014-07,0.0,2014,7
05 canarias,2014-06,0.0,2014,6
05 canarias,2014-05,0.0,2014,5
05 canarias,2014-04,0.0,2014,4
05 canarias,2014-03,0.0,2014,3
05 canarias,2014-02,0.0,2014,2
05 canarias,2014-01,0.0,2014,1
06 cantabria,2025-02,0.0,2025,2
06 cantabria,2025-01,0.0,2025,1
06 cantabria,2024-12,2.62,2024,12
06 cantabria,2024-11,2.12,2024,11
06 cantabria,2024-10,1.6,2024,10
06 cantabria,2024-09,1.66,2024,9
06 cantabria,2024-08,2.06,2024,8
06 cantabria,2024-07,3.42,2024,7
06 cantabria,2024-06,2.64,2024,6
06 cantabria,2024-05,1.41,2024,5
06 cantabria,2024-04,0.0,2024,4
06 cantabria,2024-03,0.0,2024,3
06 cantabria,2024-02,0.0,2024,2
06 cantabria,2024-01,0.0,2024,1
06 cantabria,2023-12,0.0,2023,12
06 cantabria,2023-11,0.0,2023,11
06 cantabria,2023-10,0.0,2023,10
06 cantabria,2023-09,2.13,2023,9
06 cantabria,2023-08,5.85,2023,8
06 cantabria,2023-07,9.58,2023,7
06 cantabria,2023-06,2.14,2023,6
06 cantabria,2023-05,0.0,2023,5
06 cantabria,2023-04,2.22,2023,4
06 cantabria,2023-03,0.0,2023,3
06 cantabria,2023-02,0.0,2023,2
06 cantabria,2023-01,0.0,2023,1
06 cantabria,2022-12,3.93,2022,12
06 cantabria,2022-11,1.27,2022,11
06 cantabria,2022-10,1.52,2022,10
06 cantabria,2022-09,1.56,2022,9
06 cantabria,2022-08,4.15,2022,8
06 cantabria,2022-07,8.8,2022,7
06 cantabria,2022-06,3.19,2022,6
06 cantabria,2022-05,2.32,2022,5
06 cantabria,2022-04,2.59,2022,4
06 cantabria,2022-03,2.33,2022,3
06 cantabria,2022-02,4.14,2022,2
06 cantabria,2022-01,1.75,2022,1
06 cantabria,2021-12,1.94,2021,12
06 cantabria,2021-11,1.83,2021,11
06 cantabria,2021-10,1.88,2021,10
06 cantabria,2021-09,0.0,2021,9
06 cantabria,2021-08,4.28,2021,8
06 cantabria,2021-07,6.65,2021,7
06 cantabria,2021-06,2.96,2021,6
06 cantabria,2021-05,0.0,2021,5
06 cantabria,2021-04,0.0,2021,4
06 cantabria,2021-03,0.0,2021,3
06 cantabria,2021-02,0.0,2021,2
06 cantabria,2021-01,0.0,2021,1
06 cantabria,2020-12,0.0,2020,12
06 cantabria,2020-11,0.0,2020,11
06 cantabria,2020-10,0.0,2020,10
06 cantabria,2020-09,0.0,2020,9
06 cantabria,2020-08,2.7,2020,8
06 cantabria,2020-07,0.0,2020,7
06 cantabria,2020-06,0.0,2020,6
06 cantabria,2020-05,0.0,2020,5
06 cantabria,2020-04,0.0,2020,4
06 cantabria,2020-03,0.0,2020,3
06 cantabria,2020-02,1.93,2020,2
06 cantabria,2020-01,1.67,2020,1
06 cantabria,2019-12,1.74,2019,12
06 cantabria,2019-11,1.36,2019,11
06 cantabria,2019-10,2.48,2019,10
06 cantabria,2019-09,2.13,2019,9
06 cantabria,2019-08,5.55,2019,8
06 cantabria,2019-07,9.24,2019,7
06 cantabria,2019-06,2.4,2019,6
06 cantabria,2019-05,2.17,2019,5
06 cantabria,2019-04,2.33,2019,4
06 cantabria,2019-03,2.05,2019,3
06 cantabria,2019-02,1.82,2019,2
06 cantabria,2019-01,2.03,2019,1
06 cantabria,2018-12,1.58,2018,12
06 cantabria,2018-11,2.19,2018,11
06 cantabria,2018-10,2.76,2018,10
06 cantabria,2018-09,2.11,2018,9
06 cantabria,2018-08,3.72,2018,8
06 cantabria,2018-07,7.54,2018,7
06 cantabria,2018-06,2.37,2018,6
06 cantabria,2018-05,2.06,2018,5
06 cantabria,2018-04,2.64,2018,4
06 cantabria,2018-03,2.14,2018,3
06 cantabria,2018-02,1.75,2018,2
06 cantabria,2018-01,1.67,2018,1
06 cantabria,2017-12,1.66,2017,12
06 cantabria,2017-11,1.84,2017,11
06 cantabria,2017-10,1.95,2017,10
06 cantabria,2017-09,1.84,2017,9
06 cantabria,2017-08,4.18,2017,8
06 cantabria,2017-07,5.38,2017,7
06 cantabria,2017-06,2.37,2017,6
06 cantabria,2017-05,2.05,2017,5
06 cantabria,2017-04,2.25,2017,4
06 cantabria,2017-03,1.88,2017,3
06 cantabria,2017-02,1.52,2017,2
06 cantabria,2017-01,1.52,2017,1
06 cantabria,2016-12,1.83,2016,12
06 cantabria,2016-11,2.16,2016,11
06 cantabria,2016-10,1.65,2016,10
06 cantabria,2016-09,1.69,2016,9
06 cantabria,2016-08,3.25,2016,8
06 cantabria,2016-07,4.17,2016,7
06 cantabria,2016-06,2.03,2016,6
06 cantabria,2016-05,1.55,2016,5
06 cantabria,2016-04,1.64,2016,4
06 cantabria,2016-03,1.9,2016,3
06 cantabria,2016-02,1.69,2016,2
06 cantabria,2016-01,1.55,2016,1
06 cantabria,2015-12,1.84,2015,12
06 cantabria,2015-11,1.39,2015,11
06 cantabria,2015-10,2.02,2015,10
06 cantabria,2015-09,2.09,2015,9
06 cantabria,2015-08,3.53,2015,8
06 cantabria,2015-07,4.1,2015,7
06 cantabria,2015-06,1.84,2015,6
06 cantabria,2015-05,1.49,2015,5
06 cantabria,2015-04,1.55,2015,4
06 cantabria,2015-03,1.41,2015,3
06 cantabria,2015-02,1.51,2015,2
06 cantabria,2015-01,1.69,2015,1
06 cantabria,2014-12,1.55,2014,12
06 cantabria,2014-11,1.38,2014,11
06 cantabria,2014-10,1.38,2014,10
06 cantabria,2014-09,1.53,2014,9
06 cantabria,2014-08,3.2,2014,8
06 cantabria,2014-07,3.88,2014,7
06 cantabria,2014-06,1.74,2014,6
06 cantabria,2014-05,1.68,2014,5
06 cantabria,2014-04,1.96,2014,4
06 cantabria,2014-03,1.37,2014,3
06 cantabria,2014-02,1.65,2014,2
06 cantabria,2014-01,2.12,2014,1
07 castilla y leã³n,2025-02,1.85,2025,2
07 castilla y leã³n,2025-01,2.11,2025,1
07 castilla y leã³n,2024-12,1.95,2024,12
07 castilla y leã³n,2024-11,2.13,2024,11
07 castilla y leã³n,2024-10,1.6,2024,10
07 castilla y leã³n,2024-09,1.43,2024,9
07 castilla y leã³n,2024-08,2.67,2024,8
07 castilla y leã³n,2024-07,4.16,2024,7
07 castilla y leã³n,2024-06,1.92,2024,6
07 castilla y leã³n,2024-05,1.58,2024,5
07 castilla y leã³n,2024-04,1.58,2024,4
07 castilla y leã³n,2024-03,1.69,2024,3
07 castilla y leã³n,2024-02,2.28,2024,2
07 castilla y leã³n,2024-01,2.35,2024,1
07 castilla y leã³n,2023-12,1.77,2023,12
07 castilla y leã³n,2023-11,1.68,2023,11
07 castilla y leã³n,2023-10,1.51,2023,10
07 castilla y leã³n,2023-09,1.41,2023,9
07 castilla y leã³n,2023-08,2.08,2023,8
07 castilla y leã³n,2023-07,3.62,2023,7
07 castilla y leã³n,2023-06,2.53,2023,6
07 castilla y leã³n,2023-05,1.49,2023,5
07 castilla y leã³n,2023-04,1.88,2023,4
07 castilla y leã³n,2023-03,1.62,2023,3
07 castilla y leã³n,2023-02,1.98,2023,2
07 castilla y leã³n,2023-01,2.62,2023,1
07 castilla y leã³n,2022-12,3.06,2022,12
07 castilla y leã³n,2022-11,3.08,2022,11
07 castilla y leã³n,2022-10,1.73,2022,10
07 castilla y leã³n,2022-09,1.48,2022,9
07 castilla y leã³n,2022-08,2.37,2022,8
07 castilla y leã³n,2022-07,4.46,2022,7
07 castilla y leã³n,2022-06,2.35,2022,6
07 castilla y leã³n,2022-05,1.48,2022,5
07 castilla y leã³n,2022-04,1.81,2022,4
07 castilla y leã³n,2022-03,2.88,2022,3
07 castilla y leã³n,2022-02,3.07,2022,2
07 castilla y leã³n,2022-01,4.44,2022,1
07 castilla y leã³n,2021-12,3.47,2021,12
07 castilla y leã³n,2021-11,2.81,2021,11
07 castilla y leã³n,2021-10,1.36,2021,10
07 castilla y leã³n,2021-09,1.24,2021,9
07 castilla y leã³n,2021-08,3.78,2021,8
07 castilla y leã³n,2021-07,2.89,2021,7
07 castilla y leã³n,2021-06,2.07,2021,6
07 castilla y leã³n,2021-05,2.25,2021,5
07 castilla y leã³n,2021-04,1.49,2021,4
07 castilla y leã³n,2021-03,0.0,2021,3
07 castilla y leã³n,2021-02,0.0,2021,2
07 castilla y leã³n,2021-01,3.17,2021,1
07 castilla y leã³n,2020-12,2.32,2020,12
07 castilla y leã³n,2020-11,0.0,2020,11
07 castilla y leã³n,2020-10,2.85,2020,10
07 castilla y leã³n,2020-09,2.8,2020,9
07 castilla y leã³n,2020-08,3.54,2020,8
07 castilla y leã³n,2020-07,4.93,2020,7
07 castilla y leã³n,2020-06,2.22,2020,6
07 castilla y leã³n,2020-05,0.0,2020,5
07 castilla y leã³n,2020-04,0.0,2020,4
07 castilla y leã³n,2020-03,2.95,2020,3
07 castilla y leã³n,2020-02,2.32,2020,2
07 castilla y leã³n,2020-01,2.46,2020,1
07 castilla y leã³n,2019-12,2.91,2019,12
07 castilla y leã³n,2019-11,2.13,2019,11
07 castilla y leã³n,2019-10,2.05,2019,10
07 castilla y leã³n,2019-09,2.2,2019,9
07 castilla y leã³n,2019-08,3.67,2019,8
07 castilla y leã³n,2019-07,5.69,2019,7
07 castilla y leã³n,2019-06,2.54,2019,6
07 castilla y leã³n,2019-05,2.17,2019,5
07 castilla y leã³n,2019-04,2.64,2019,4
07 castilla y leã³n,2019-03,2.13,2019,3
07 castilla y leã³n,2019-02,2.02,2019,2
07 castilla y leã³n,2019-01,2.54,2019,1
07 castilla y leã³n,2018-12,2.44,2018,12
07 castilla y leã³n,2018-11,2.01,2018,11
07 castilla y leã³n,2018-10,2.27,2018,10
07 castilla y leã³n,2018-09,1.87,2018,9
07 castilla y leã³n,2018-08,3.82,2018,8
07 castilla y leã³n,2018-07,5.69,2018,7
07 castilla y leã³n,2018-06,2.63,2018,6
07 castilla y leã³n,2018-05,1.88,2018,5
07 castilla y leã³n,2018-04,2.29,2018,4
07 castilla y leã³n,2018-03,2.31,2018,3
07 castilla y leã³n,2018-02,1.91,2018,2
07 castilla y leã³n,2018-01,2.31,2018,1
07 castilla y leã³n,2017-12,2.68,2017,12
07 castilla y leã³n,2017-11,1.98,2017,11
07 castilla y leã³n,2017-10,2.13,2017,10
07 castilla y leã³n,2017-09,1.78,2017,9
07 castilla y leã³n,2017-08,4.58,2017,8
07 castilla y leã³n,2017-07,5.1,2017,7
07 castilla y leã³n,2017-06,2.71,2017,6
07 castilla y leã³n,2017-05,1.89,2017,5
07 castilla y leã³n,2017-04,2.42,2017,4
07 castilla y leã³n,2017-03,1.85,2017,3
07 castilla y leã³n,2017-02,2.01,2017,2
07 castilla y leã³n,2017-01,2.53,2017,1
07 castilla y leã³n,2016-12,2.23,2016,12
07 castilla y leã³n,2016-11,1.74,2016,11
07 castilla y leã³n,2016-10,1.97,2016,10
07 castilla y leã³n,2016-09,2.12,2016,9
07 castilla y leã³n,2016-08,3.48,2016,8
07 castilla y leã³n,2016-07,5.31,2016,7
07 castilla y leã³n,2016-06,2.32,2016,6
07 castilla y leã³n,2016-05,2.03,2016,5
07 castilla y leã³n,2016-04,2.06,2016,4
07 castilla y leã³n,2016-03,2.44,2016,3
07 castilla y leã³n,2016-02,1.9,2016,2
07 castilla y leã³n,2016-01,2.02,2016,1
07 castilla y leã³n,2015-12,2.32,2015,12
07 castilla y leã³n,2015-11,1.94,2015,11
07 castilla y leã³n,2015-10,2.22,2015,10
07 castilla y leã³n,2015-09,1.91,2015,9
07 castilla y leã³n,2015-08,3.64,2015,8
07 castilla y leã³n,2015-07,5.17,2015,7
07 castilla y leã³n,2015-06,2.16,2015,6
07 castilla y leã³n,2015-05,1.94,2015,5
07 castilla y leã³n,2015-04,2.27,2015,4
07 castilla y leã³n,2015-03,2.16,2015,3
07 castilla y leã³n,2015-02,1.99,2015,2
07 castilla y leã³n,2015-01,2.31,2015,1
07 castilla y leã³n,2014-12,2.18,2014,12
07 castilla y leã³n,2014-11,1.51,2014,11
07 castilla y leã³n,2014-10,1.94,2014,10
07 castilla y leã³n,2014-09,1.93,2014,9
07 castilla y leã³n,2014-08,4.21,2014,8
07 castilla y leã³n,2014-07,6.51,2014,7
07 castilla y leã³n,2014-06,2.22,2014,6
07 castilla y leã³n,2014-05,1.78,2014,5
07 castilla y leã³n,2014-04,2.31,2014,4
07 castilla y leã³n,2014-03,1.67,2014,3
07 castilla y leã³n,2014-02,1.63,2014,2
07 castilla y leã³n,2014-01,1.93,2014,1
08 castilla - la mancha,2025-02,1.5,2025,2
08 castilla - la mancha,2025-01,1.18,2025,1
08 castilla - la mancha,2024-12,0.0,2024,12
08 castilla - la mancha,2024-11,1.66,2024,11
08 castilla - la mancha,2024-10,1.7,2024,10
08 castilla - la mancha,2024-09,1.71,2024,9
08 castilla - la mancha,2024-08,6.0,2024,8
08 castilla - la mancha,2024-07,7.79,2024,7
08 castilla - la mancha,2024-06,2.84,2024,6
08 castilla - la mancha,2024-05,1.55,2024,5
08 castilla - la mancha,2024-04,1.73,2024,4
08 castilla - la mancha,2024-03,3.2,2024,3
08 castilla - la mancha,2024-02,2.34,2024,2
08 castilla - la mancha,2024-01,0.0,2024,1
08 castilla - la mancha,2023-12,0.0,2023,12
08 castilla - la mancha,2023-11,1.95,2023,11
08 castilla - la mancha,2023-10,2.17,2023,10
08 castilla - la mancha,2023-09,1.82,2023,9
08 castilla - la mancha,2023-08,6.7,2023,8
08 castilla - la mancha,2023-07,7.72,2023,7
08 castilla - la mancha,2023-06,2.6,2023,6
08 castilla - la mancha,2023-05,1.93,2023,5
08 castilla - la mancha,2023-04,2.37,2023,4
08 castilla - la mancha,2023-03,1.94,2023,3
08 castilla - la mancha,2023-02,1.8,2023,2
08 castilla - la mancha,2023-01,0.0,2023,1
08 castilla - la mancha,2022-12,2.05,2022,12
08 castilla - la mancha,2022-11,1.89,2022,11
08 castilla - la mancha,2022-10,2.67,2022,10
08 castilla - la mancha,2022-09,1.53,2022,9
08 castilla - la mancha,2022-08,4.32,2022,8
08 castilla - la mancha,2022-07,6.75,2022,7
08 castilla - la mancha,2022-06,2.47,2022,6
08 castilla - la mancha,2022-05,1.71,2022,5
08 castilla - la mancha,2022-04,2.24,2022,4
08 castilla - la mancha,2022-03,3.07,2022,3
08 castilla - la mancha,2022-02,1.61,2022,2
08 castilla - la mancha,2022-01,1.65,2022,1
08 castilla - la mancha,2021-12,2.06,2021,12
08 castilla - la mancha,2021-11,1.3,2021,11
08 castilla - la mancha,2021-10,1.64,2021,10
08 castilla - la mancha,2021-09,1.45,2021,9
08 castilla - la mancha,2021-08,4.91,2021,8
08 castilla - la mancha,2021-07,6.85,2021,7
08 castilla - la mancha,2021-06,2.32,2021,6
08 castilla - la mancha,2021-05,1.47,2021,5
08 castilla - la mancha,2021-04,1.85,2021,4
08 castilla - la mancha,2021-03,0.0,2021,3
08 castilla - la mancha,2021-02,0.0,2021,2
08 castilla - la mancha,2021-01,0.0,2021,1
08 castilla - la mancha,2020-12,0.0,2020,12
08 castilla - la mancha,2020-11,0.0,2020,11
08 castilla - la mancha,2020-10,3.28,2020,10
08 castilla - la mancha,2020-09,2.41,2020,9
08 castilla - la mancha,2020-08,4.19,2020,8
08 castilla - la mancha,2020-07,8.91,2020,7
08 castilla - la mancha,2020-06,0.0,2020,6
08 castilla - la mancha,2020-05,0.0,2020,5
08 castilla - la mancha,2020-04,0.0,2020,4
08 castilla - la mancha,2020-03,1.49,2020,3
08 castilla - la mancha,2020-02,1.9,2020,2
08 castilla - la mancha,2020-01,1.61,2020,1
08 castilla - la mancha,2019-12,2.45,2019,12
08 castilla - la mancha,2019-11,1.52,2019,11
08 castilla - la mancha,2019-10,1.6,2019,10
08 castilla - la mancha,2019-09,2.11,2019,9
08 castilla - la mancha,2019-08,6.97,2019,8
08 castilla - la mancha,2019-07,7.84,2019,7
08 castilla - la mancha,2019-06,3.06,2019,6
08 castilla - la mancha,2019-05,2.16,2019,5
08 castilla - la mancha,2019-04,2.83,2019,4
08 castilla - la mancha,2019-03,2.07,2019,3
08 castilla - la mancha,2019-02,1.72,2019,2
08 castilla - la mancha,2019-01,1.83,2019,1
08 castilla - la mancha,2018-12,2.64,2018,12
08 castilla - la mancha,2018-11,2.05,2018,11
08 castilla - la mancha,2018-10,1.95,2018,10
08 castilla - la mancha,2018-09,2.23,2018,9
08 castilla - la mancha,2018-08,6.88,2018,8
08 castilla - la mancha,2018-07,8.22,2018,7
08 castilla - la mancha,2018-06,2.65,2018,6
08 castilla - la mancha,2018-05,1.93,2018,5
08 castilla - la mancha,2018-04,2.63,2018,4
08 castilla - la mancha,2018-03,2.38,2018,3
08 castilla - la mancha,2018-02,1.82,2018,2
08 castilla - la mancha,2018-01,1.73,2018,1
08 castilla - la mancha,2017-12,2.06,2017,12
08 castilla - la mancha,2017-11,1.81,2017,11
08 castilla - la mancha,2017-10,1.94,2017,10
08 castilla - la mancha,2017-09,2.0,2017,9
08 castilla - la mancha,2017-08,6.64,2017,8
08 castilla - la mancha,2017-07,7.78,2017,7
08 castilla - la mancha,2017-06,2.62,2017,6
08 castilla - la mancha,2017-05,1.85,2017,5
08 castilla - la mancha,2017-04,2.42,2017,4
08 castilla - la mancha,2017-03,2.11,2017,3
08 castilla - la mancha,2017-02,2.22,2017,2
08 castilla - la mancha,2017-01,1.93,2017,1
08 castilla - la mancha,2016-12,2.67,2016,12
08 castilla - la mancha,2016-11,1.86,2016,11
08 castilla - la mancha,2016-10,2.16,2016,10
08 castilla - la mancha,2016-09,1.98,2016,9
08 castilla - la mancha,2016-08,7.77,2016,8
08 castilla - la mancha,2016-07,8.88,2016,7
08 castilla - la mancha,2016-06,2.41,2016,6
08 castilla - la mancha,2016-05,1.85,2016,5
08 castilla - la mancha,2016-04,2.02,2016,4
08 castilla - la mancha,2016-03,2.66,2016,3
08 castilla - la mancha,2016-02,2.42,2016,2
08 castilla - la mancha,2016-01,2.32,2016,1
08 castilla - la mancha,2015-12,1.89,2015,12
08 castilla - la mancha,2015-11,1.88,2015,11
08 castilla - la mancha,2015-10,1.89,2015,10
08 castilla - la mancha,2015-09,2.37,2015,9
08 castilla - la mancha,2015-08,6.98,2015,8
08 castilla - la mancha,2015-07,7.14,2015,7
08 castilla - la mancha,2015-06,2.69,2015,6
08 castilla - la mancha,2015-05,2.1,2015,5
08 castilla - la mancha,2015-04,2.71,2015,4
08 castilla - la mancha,2015-03,2.43,2015,3
08 castilla - la mancha,2015-02,1.76,2015,2
08 castilla - la mancha,2015-01,2.07,2015,1
08 castilla - la mancha,2014-12,2.01,2014,12
08 castilla - la mancha,2014-11,1.84,2014,11
08 castilla - la mancha,2014-10,1.77,2014,10
08 castilla - la mancha,2014-09,2.56,2014,9
08 castilla - la mancha,2014-08,5.51,2014,8
08 castilla - la mancha,2014-07,6.71,2014,7
08 castilla - la mancha,2014-06,2.95,2014,6
08 castilla - la mancha,2014-05,2.05,2014,5
08 castilla - la mancha,2014-04,2.22,2014,4
08 castilla - la mancha,2014-03,2.42,2014,3
08 castilla - la mancha,2014-02,1.6,2014,2
08 castilla - la mancha,2014-01,2.79,2014,1
09 cataluã±a,2025-02,2.38,2025,2
09 cataluã±a,2025-01,2.2,2025,1
09 cataluã±a,2024-12,2.61,2024,12
09 cataluã±a,2024-11,2.53,2024,11
09 cataluã±a,2024-10,2.57,2024,10
09 cataluã±a,2024-09,2.81,2024,9
09 cataluã±a,2024-08,3.07,2024,8
09 cataluã±a,2024-07,3.54,2024,7
09 cataluã±a,2024-06,2.42,2024,6
09 cataluã±a,2024-05,2.33,2024,5
09 cataluã±a,2024-04,2.41,2024,4
09 cataluã±a,2024-03,2.62,2024,3
09 cataluã±a,2024-02,2.39,2024,2
09 cataluã±a,2024-01,2.57,2024,1
09 cataluã±a,2023-12,2.29,2023,12
09 cataluã±a,2023-11,2.2,2023,11
09 cataluã±a,2023-10,2.02,2023,10
09 cataluã±a,2023-09,2.04,2023,9
09 cataluã±a,2023-08,2.93,2023,8
09 cataluã±a,2023-07,3.29,2023,7
09 cataluã±a,2023-06,2.06,2023,6
09 cataluã±a,2023-05,1.75,2023,5
09 cataluã±a,2023-04,2.22,2023,4
09 cataluã±a,2023-03,2.08,2023,3
09 cataluã±a,2023-02,1.86,2023,2
09 cataluã±a,2023-01,1.81,2023,1
09 cataluã±a,2022-12,2.1,2022,12
09 cataluã±a,2022-11,2.05,2022,11
09 cataluã±a,2022-10,2.04,2022,10
09 cataluã±a,2022-09,2.13,2022,9
09 cataluã±a,2022-08,3.03,2022,8
09 cataluã±a,2022-07,3.65,2022,7
09 cataluã±a,2022-06,2.3,2022,6
09 cataluã±a,2022-05,2.04,2022,5
09 cataluã±a,2022-04,2.34,2022,4
09 cataluã±a,2022-03,2.28,2022,3
09 cataluã±a,2022-02,2.24,2022,2
09 cataluã±a,2022-01,2.38,2022,1
09 cataluã±a,2021-12,0.0,2021,12
09 cataluã±a,2021-11,2.27,2021,11
