total,year,month,source,region,period
3676.0,2022,11,hotel_occupancy,total national,2022-11
5306.0,2022,10,hotel_occupancy,total national,2022-10
9706.0,2022,9,hotel_occupancy,total national,2022-09
21133.0,2022,8,hotel_occupancy,total national,2022-08
22186.0,2022,7,hotel_occupancy,total national,2022-07
7708.0,2022,6,hotel_occupancy,total national,2022-06
4175.0,2022,5,hotel_occupancy,total national,2022-05
4215.0,2022,4,hotel_occupancy,total national,2022-04
1969.0,2022,3,hotel_occupancy,total national,2022-03
2621.0,2022,2,hotel_occupancy,total national,2022-02
1112.0,2022,1,hotel_occupancy,total national,2022-01
9977.0,2025,2,hotel_occupancy,total national,2025-02
5613.0,2025,1,hotel_occupancy,total national,2025-01
13564.0,2024,12,hotel_occupancy,total national,2024-12
15436.0,2024,11,hotel_occupancy,total national,2024-11
60839.0,2024,10,hotel_occupancy,total national,2024-10
74229.0,2024,9,hotel_occupancy,total national,2024-09
76150.0,2024,8,hotel_occupancy,total national,2024-08
76888.0,2024,7,hotel_occupancy,total national,2024-07
66758.0,2024,6,hotel_occupancy,total national,2024-06
64278.0,2024,5,hotel_occupancy,total national,2024-05
46756.0,2024,4,hotel_occupancy,total national,2024-04
27200.0,2024,3,hotel_occupancy,total national,2024-03
12754.0,2024,2,hotel_occupancy,total national,2024-02
8739.0,2024,1,hotel_occupancy,total national,2024-01
11336.0,2023,12,hotel_occupancy,total national,2023-12
11560.0,2023,11,hotel_occupancy,total national,2023-11
44930.0,2023,10,hotel_occupancy,total national,2023-10
64810.0,2023,9,hotel_occupancy,total national,2023-09
66994.0,2023,8,hotel_occupancy,total national,2023-08
63649.0,2023,7,hotel_occupancy,total national,2023-07
59199.0,2023,6,hotel_occupancy,total national,2023-06
50962.0,2023,5,hotel_occupancy,total national,2023-05
40961.0,2023,4,hotel_occupancy,total national,2023-04
19715.0,2023,3,hotel_occupancy,total national,2023-03
11618.0,2023,2,hotel_occupancy,total national,2023-02
8576.0,2023,1,hotel_occupancy,total national,2023-01
10074.0,2022,12,hotel_occupancy,total national,2022-12
10013.0,2022,11,hotel_occupancy,total national,2022-11
37932.0,2022,10,hotel_occupancy,total national,2022-10
55554.0,2022,9,hotel_occupancy,total national,2022-09
57822.0,2022,8,hotel_occupancy,total national,2022-08
57576.0,2022,7,hotel_occupancy,total national,2022-07
54733.0,2022,6,hotel_occupancy,total national,2022-06
43782.0,2022,5,hotel_occupancy,total national,2022-05
33481.0,2022,4,hotel_occupancy,total national,2022-04
14030.0,2022,3,hotel_occupancy,total national,2022-03
10472.0,2022,2,hotel_occupancy,total national,2022-02
5515.0,2022,1,hotel_occupancy,total national,2022-01
3555.0,2025,2,hotel_occupancy,total national,2025-02
2363.0,2025,1,hotel_occupancy,total national,2025-01
5968.0,2024,12,hotel_occupancy,total national,2024-12
6456.0,2024,11,hotel_occupancy,total national,2024-11
6620.0,2024,10,hotel_occupancy,total national,2024-10
10602.0,2024,9,hotel_occupancy,total national,2024-09
11960.0,2024,8,hotel_occupancy,total national,2024-08
10092.0,2024,7,hotel_occupancy,total national,2024-07
9859.0,2024,6,hotel_occupancy,total national,2024-06
7746.0,2024,5,hotel_occupancy,total national,2024-05
5348.0,2024,4,hotel_occupancy,total national,2024-04
6281.0,2024,3,hotel_occupancy,total national,2024-03
5524.0,2024,2,hotel_occupancy,total national,2024-02
4499.0,2024,1,hotel_occupancy,total national,2024-01
6236.0,2023,12,hotel_occupancy,total national,2023-12
5353.0,2023,11,hotel_occupancy,total national,2023-11
6694.0,2023,10,hotel_occupancy,total national,2023-10
8785.0,2023,9,hotel_occupancy,total national,2023-09
12393.0,2023,8,hotel_occupancy,total national,2023-08
10334.0,2023,7,hotel_occupancy,total national,2023-07
9065.0,2023,6,hotel_occupancy,total national,2023-06
7155.0,2023,5,hotel_occupancy,total national,2023-05
6831.0,2023,4,hotel_occupancy,total national,2023-04
4160.0,2023,3,hotel_occupancy,total national,2023-03
5242.0,2023,2,hotel_occupancy,total national,2023-02
4292.0,2023,1,hotel_occupancy,total national,2023-01
5027.0,2022,12,hotel_occupancy,total national,2022-12
4723.0,2022,11,hotel_occupancy,total national,2022-11
5536.0,2022,10,hotel_occupancy,total national,2022-10
8377.0,2022,9,hotel_occupancy,total national,2022-09
11480.0,2022,8,hotel_occupancy,total national,2022-08
10230.0,2022,7,hotel_occupancy,total national,2022-07
9619.0,2022,6,hotel_occupancy,total national,2022-06
6226.0,2022,5,hotel_occupancy,total national,2022-05
4953.0,2022,4,hotel_occupancy,total national,2022-04
2990.0,2022,3,hotel_occupancy,total national,2022-03
5093.0,2022,2,hotel_occupancy,total national,2022-02
2885.0,2022,1,hotel_occupancy,total national,2022-01
6422.0,2025,2,hotel_occupancy,total national,2025-02
3250.0,2025,1,hotel_occupancy,total national,2025-01
7596.0,2024,12,hotel_occupancy,total national,2024-12
8980.0,2024,11,hotel_occupancy,total national,2024-11
54219.0,2024,10,hotel_occupancy,total national,2024-10
63627.0,2024,9,hotel_occupancy,total national,2024-09
64190.0,2024,8,hotel_occupancy,total national,2024-08
66796.0,2024,7,hotel_occupancy,total national,2024-07
56898.0,2024,6,hotel_occupancy,total national,2024-06
56532.0,2024,5,hotel_occupancy,total national,2024-05
41409.0,2024,4,hotel_occupancy,total national,2024-04
20919.0,2024,3,hotel_occupancy,total national,2024-03
7230.0,2024,2,hotel_occupancy,total national,2024-02
4240.0,2024,1,hotel_occupancy,total national,2024-01
5099.0,2023,12,hotel_occupancy,total national,2023-12
6207.0,2023,11,hotel_occupancy,total national,2023-11
38237.0,2023,10,hotel_occupancy,total national,2023-10
56025.0,2023,9,hotel_occupancy,total national,2023-09
54601.0,2023,8,hotel_occupancy,total national,2023-08
53316.0,2023,7,hotel_occupancy,total national,2023-07
50133.0,2023,6,hotel_occupancy,total national,2023-06
43807.0,2023,5,hotel_occupancy,total national,2023-05
34130.0,2023,4,hotel_occupancy,total national,2023-04
15555.0,2023,3,hotel_occupancy,total national,2023-03
6376.0,2023,2,hotel_occupancy,total national,2023-02
4284.0,2023,1,hotel_occupancy,total national,2023-01
5047.0,2022,12,hotel_occupancy,total national,2022-12
5290.0,2022,11,hotel_occupancy,total national,2022-11
32396.0,2022,10,hotel_occupancy,total national,2022-10
47177.0,2022,9,hotel_occupancy,total national,2022-09
46342.0,2022,8,hotel_occupancy,total national,2022-08
47346.0,2022,7,hotel_occupancy,total national,2022-07
45114.0,2022,6,hotel_occupancy,total national,2022-06
37556.0,2022,5,hotel_occupancy,total national,2022-05
28528.0,2022,4,hotel_occupancy,total national,2022-04
11040.0,2022,3,hotel_occupancy,total national,2022-03
5379.0,2022,2,hotel_occupancy,total national,2022-02
2630.0,2022,1,hotel_occupancy,total national,2022-01
30509.0,2025,2,hotel_occupancy,total national,2025-02
18909.0,2025,1,hotel_occupancy,total national,2025-01
32349.0,2024,12,hotel_occupancy,total national,2024-12
38832.0,2024,11,hotel_occupancy,total national,2024-11
177158.0,2024,10,hotel_occupancy,total national,2024-10
236373.0,2024,9,hotel_occupancy,total national,2024-09
259288.0,2024,8,hotel_occupancy,total national,2024-08
241206.0,2024,7,hotel_occupancy,total national,2024-07
225920.0,2024,6,hotel_occupancy,total national,2024-06
204049.0,2024,5,hotel_occupancy,total national,2024-05
139291.0,2024,4,hotel_occupancy,total national,2024-04
78301.0,2024,3,hotel_occupancy,total national,2024-03
32967.0,2024,2,hotel_occupancy,total national,2024-02
20475.0,2024,1,hotel_occupancy,total national,2024-01
27069.0,2023,12,hotel_occupancy,total national,2023-12
28880.0,2023,11,hotel_occupancy,total national,2023-11
152625.0,2023,10,hotel_occupancy,total national,2023-10
223976.0,2023,9,hotel_occupancy,total national,2023-09
259899.0,2023,8,hotel_occupancy,total national,2023-08
234361.0,2023,7,hotel_occupancy,total national,2023-07
201284.0,2023,6,hotel_occupancy,total national,2023-06
172503.0,2023,5,hotel_occupancy,total national,2023-05
127098.0,2023,4,hotel_occupancy,total national,2023-04
60297.0,2023,3,hotel_occupancy,total national,2023-03
34400.0,2023,2,hotel_occupancy,total national,2023-02
23746.0,2023,1,hotel_occupancy,total national,2023-01
26064.0,2022,12,hotel_occupancy,total national,2022-12
27839.0,2022,11,hotel_occupancy,total national,2022-11
129179.0,2022,10,hotel_occupancy,total national,2022-10
205205.0,2022,9,hotel_occupancy,total national,2022-09
233942.0,2022,8,hotel_occupancy,total national,2022-08
225861.0,2022,7,hotel_occupancy,total national,2022-07
202335.0,2022,6,hotel_occupancy,total national,2022-06
154634.0,2022,5,hotel_occupancy,total national,2022-05
115737.0,2022,4,hotel_occupancy,total national,2022-04
40475.0,2022,3,hotel_occupancy,total national,2022-03
25619.0,2022,2,hotel_occupancy,total national,2022-02
15133.0,2022,1,hotel_occupancy,total national,2022-01
7502.0,2025,2,hotel_occupancy,total national,2025-02
5775.0,2025,1,hotel_occupancy,total national,2025-01
11342.0,2024,12,hotel_occupancy,total national,2024-12
11100.0,2024,11,hotel_occupancy,total national,2024-11
16328.0,2024,10,hotel_occupancy,total national,2024-10
24592.0,2024,9,hotel_occupancy,total national,2024-09
34268.0,2024,8,hotel_occupancy,total national,2024-08
26463.0,2024,7,hotel_occupancy,total national,2024-07
24806.0,2024,6,hotel_occupancy,total national,2024-06
17224.0,2024,5,hotel_occupancy,total national,2024-05
11406.0,2024,4,hotel_occupancy,total national,2024-04
12315.0,2024,3,hotel_occupancy,total national,2024-03
10139.0,2024,2,hotel_occupancy,total national,2024-02
7626.0,2024,1,hotel_occupancy,total national,2024-01
11049.0,2023,12,hotel_occupancy,total national,2023-12
10275.0,2023,11,hotel_occupancy,total national,2023-11
15660.0,2023,10,hotel_occupancy,total national,2023-10
20460.0,2023,9,hotel_occupancy,total national,2023-09
38270.0,2023,8,hotel_occupancy,total national,2023-08
30516.0,2023,7,hotel_occupancy,total national,2023-07
23126.0,2023,6,hotel_occupancy,total national,2023-06
18131.0,2023,5,hotel_occupancy,total national,2023-05
15880.0,2023,4,hotel_occupancy,total national,2023-04
9181.0,2023,3,hotel_occupancy,total national,2023-03
10403.0,2023,2,hotel_occupancy,total national,2023-02
8576.0,2023,1,hotel_occupancy,total national,2023-01
10167.0,2022,12,hotel_occupancy,total national,2022-12
9708.0,2022,11,hotel_occupancy,total national,2022-11
13201.0,2022,10,hotel_occupancy,total national,2022-10
23459.0,2022,9,hotel_occupancy,total national,2022-09
42081.0,2022,8,hotel_occupancy,total national,2022-08
32771.0,2022,7,hotel_occupancy,total national,2022-07
27606.0,2022,6,hotel_occupancy,total national,2022-06
14972.0,2022,5,hotel_occupancy,total national,2022-05
12140.0,2022,4,hotel_occupancy,total national,2022-04
5835.0,2022,3,hotel_occupancy,total national,2022-03
8894.0,2022,2,hotel_occupancy,total national,2022-02
6387.0,2022,1,hotel_occupancy,total national,2022-01
23007.0,2025,2,hotel_occupancy,total national,2025-02
13134.0,2025,1,hotel_occupancy,total national,2025-01
21008.0,2024,12,hotel_occupancy,total national,2024-12
27731.0,2024,11,hotel_occupancy,total national,2024-11
160830.0,2024,10,hotel_occupancy,total national,2024-10
211782.0,2024,9,hotel_occupancy,total national,2024-09
225020.0,2024,8,hotel_occupancy,total national,2024-08
214743.0,2024,7,hotel_occupancy,total national,2024-07
201114.0,2024,6,hotel_occupancy,total national,2024-06
186826.0,2024,5,hotel_occupancy,total national,2024-05
127885.0,2024,4,hotel_occupancy,total national,2024-04
65986.0,2024,3,hotel_occupancy,total national,2024-03
22828.0,2024,2,hotel_occupancy,total national,2024-02
12849.0,2024,1,hotel_occupancy,total national,2024-01
16020.0,2023,12,hotel_occupancy,total national,2023-12
18605.0,2023,11,hotel_occupancy,total national,2023-11
136964.0,2023,10,hotel_occupancy,total national,2023-10
203516.0,2023,9,hotel_occupancy,total national,2023-09
221630.0,2023,8,hotel_occupancy,total national,2023-08
203845.0,2023,7,hotel_occupancy,total national,2023-07
178158.0,2023,6,hotel_occupancy,total national,2023-06
154372.0,2023,5,hotel_occupancy,total national,2023-05
111218.0,2023,4,hotel_occupancy,total national,2023-04
51116.0,2023,3,hotel_occupancy,total national,2023-03
23997.0,2023,2,hotel_occupancy,total national,2023-02
15170.0,2023,1,hotel_occupancy,total national,2023-01
15897.0,2022,12,hotel_occupancy,total national,2022-12
18130.0,2022,11,hotel_occupancy,total national,2022-11
115978.0,2022,10,hotel_occupancy,total national,2022-10
181746.0,2022,9,hotel_occupancy,total national,2022-09
191860.0,2022,8,hotel_occupancy,total national,2022-08
193090.0,2022,7,hotel_occupancy,total national,2022-07
174729.0,2022,6,hotel_occupancy,total national,2022-06
139662.0,2022,5,hotel_occupancy,total national,2022-05
103597.0,2022,4,hotel_occupancy,total national,2022-04
34640.0,2022,3,hotel_occupancy,total national,2022-03
16726.0,2022,2,hotel_occupancy,total national,2022-02
8746.0,2022,1,hotel_occupancy,total national,2022-01
8404.0,2025,2,hotel_occupancy,total national,2025-02
8186.0,2025,1,hotel_occupancy,total national,2025-01
7391.0,2024,12,hotel_occupancy,total national,2024-12
9734.0,2024,11,hotel_occupancy,total national,2024-11
7298.0,2024,10,hotel_occupancy,total national,2024-10
6423.0,2024,9,hotel_occupancy,total national,2024-09
6279.0,2024,8,hotel_occupancy,total national,2024-08
5671.0,2024,7,hotel_occupancy,total national,2024-07
4866.0,2024,6,hotel_occupancy,total national,2024-06
6330.0,2024,5,hotel_occupancy,total national,2024-05
7326.0,2024,4,hotel_occupancy,total national,2024-04
9338.0,2024,3,hotel_occupancy,total national,2024-03
9460.0,2024,2,hotel_occupancy,total national,2024-02
9910.0,2024,1,hotel_occupancy,total national,2024-01
9442.0,2023,12,hotel_occupancy,total national,2023-12
8383.0,2023,11,hotel_occupancy,total national,2023-11
6814.0,2023,10,hotel_occupancy,total national,2023-10
6481.0,2023,9,hotel_occupancy,total national,2023-09
7025.0,2023,8,hotel_occupancy,total national,2023-08
5949.0,2023,7,hotel_occupancy,total national,2023-07
4647.0,2023,6,hotel_occupancy,total national,2023-06
5250.0,2023,5,hotel_occupancy,total national,2023-05
6995.0,2023,4,hotel_occupancy,total national,2023-04
7761.0,2023,3,hotel_occupancy,total national,2023-03
8241.0,2023,2,hotel_occupancy,total national,2023-02
8324.0,2023,1,hotel_occupancy,total national,2023-01
8856.0,2022,12,hotel_occupancy,total national,2022-12
7758.0,2022,11,hotel_occupancy,total national,2022-11
7280.0,2022,10,hotel_occupancy,total national,2022-10
6400.0,2022,9,hotel_occupancy,total national,2022-09
8087.0,2022,8,hotel_occupancy,total national,2022-08
6935.0,2022,7,hotel_occupancy,total national,2022-07
5496.0,2022,6,hotel_occupancy,total national,2022-06
5753.0,2022,5,hotel_occupancy,total national,2022-05
7475.0,2022,4,hotel_occupancy,total national,2022-04
8319.0,2022,3,hotel_occupancy,total national,2022-03
8153.0,2022,2,hotel_occupancy,total national,2022-02
7006.0,2022,1,hotel_occupancy,total national,2022-01
2158.0,2025,2,hotel_occupancy,total national,2025-02
1690.0,2025,1,hotel_occupancy,total national,2025-01
2168.0,2024,12,hotel_occupancy,total national,2024-12
3014.0,2024,11,hotel_occupancy,total national,2024-11
2990.0,2024,10,hotel_occupancy,total national,2024-10
3760.0,2024,9,hotel_occupancy,total national,2024-09
3824.0,2024,8,hotel_occupancy,total national,2024-08
3386.0,2024,7,hotel_occupancy,total national,2024-07
3068.0,2024,6,hotel_occupancy,total national,2024-06
3276.0,2024,5,hotel_occupancy,total national,2024-05
2730.0,2024,4,hotel_occupancy,total national,2024-04
2577.0,2024,3,hotel_occupancy,total national,2024-03
2500.0,2024,2,hotel_occupancy,total national,2024-02
2476.0,2024,1,hotel_occupancy,total national,2024-01
3619.0,2023,12,hotel_occupancy,total national,2023-12
2395.0,2023,11,hotel_occupancy,total national,2023-11
3256.0,2023,10,hotel_occupancy,total national,2023-10
3933.0,2023,9,hotel_occupancy,total national,2023-09
4893.0,2023,8,hotel_occupancy,total national,2023-08
3831.0,2023,7,hotel_occupancy,total national,2023-07
2931.0,2023,6,hotel_occupancy,total national,2023-06
2787.0,2023,5,hotel_occupancy,total national,2023-05
3428.0,2023,4,hotel_occupancy,total national,2023-04
2258.0,2023,3,hotel_occupancy,total national,2023-03
2387.0,2023,2,hotel_occupancy,total national,2023-02
2268.0,2023,1,hotel_occupancy,total national,2023-01
3324.0,2022,12,hotel_occupancy,total national,2022-12
2415.0,2022,11,hotel_occupancy,total national,2022-11
3613.0,2022,10,hotel_occupancy,total national,2022-10
3878.0,2022,9,hotel_occupancy,total national,2022-09
5573.0,2022,8,hotel_occupancy,total national,2022-08
4706.0,2022,7,hotel_occupancy,total national,2022-07
3677.0,2022,6,hotel_occupancy,total national,2022-06
3277.0,2022,5,hotel_occupancy,total national,2022-05
3650.0,2022,4,hotel_occupancy,total national,2022-04
2284.0,2022,3,hotel_occupancy,total national,2022-03
2643.0,2022,2,hotel_occupancy,total national,2022-02
2248.0,2022,1,hotel_occupancy,total national,2022-01
6246.0,2025,2,hotel_occupancy,total national,2025-02
6496.0,2025,1,hotel_occupancy,total national,2025-01
5223.0,2024,12,hotel_occupancy,total national,2024-12
6720.0,2024,11,hotel_occupancy,total national,2024-11
4308.0,2024,10,hotel_occupancy,total national,2024-10
2663.0,2024,9,hotel_occupancy,total national,2024-09
2455.0,2024,8,hotel_occupancy,total national,2024-08
2285.0,2024,7,hotel_occupancy,total national,2024-07
1798.0,2024,6,hotel_occupancy,total national,2024-06
3054.0,2024,5,hotel_occupancy,total national,2024-05
4595.0,2024,4,hotel_occupancy,total national,2024-04
6761.0,2024,3,hotel_occupancy,total national,2024-03
6960.0,2024,2,hotel_occupancy,total national,2024-02
7434.0,2024,1,hotel_occupancy,total national,2024-01
5823.0,2023,12,hotel_occupancy,total national,2023-12
5987.0,2023,11,hotel_occupancy,total national,2023-11
3558.0,2023,10,hotel_occupancy,total national,2023-10
2548.0,2023,9,hotel_occupancy,total national,2023-09
2132.0,2023,8,hotel_occupancy,total national,2023-08
2118.0,2023,7,hotel_occupancy,total national,2023-07
1716.0,2023,6,hotel_occupancy,total national,2023-06
2463.0,2023,5,hotel_occupancy,total national,2023-05
3567.0,2023,4,hotel_occupancy,total national,2023-04
5503.0,2023,3,hotel_occupancy,total national,2023-03
5854.0,2023,2,hotel_occupancy,total national,2023-02
6056.0,2023,1,hotel_occupancy,total national,2023-01
5532.0,2022,12,hotel_occupancy,total national,2022-12
5343.0,2022,11,hotel_occupancy,total national,2022-11
3667.0,2022,10,hotel_occupancy,total national,2022-10
2522.0,2022,9,hotel_occupancy,total national,2022-09
2514.0,2022,8,hotel_occupancy,total national,2022-08
2229.0,2022,7,hotel_occupancy,total national,2022-07
1818.0,2022,6,hotel_occupancy,total national,2022-06
2476.0,2022,5,hotel_occupancy,total national,2022-05
3825.0,2022,4,hotel_occupancy,total national,2022-04
6035.0,2022,3,hotel_occupancy,total national,2022-03
5510.0,2022,2,hotel_occupancy,total national,2022-02
4758.0,2022,1,hotel_occupancy,total national,2022-01
38274.0,2025,2,hotel_occupancy,total national,2025-02
42064.0,2025,1,hotel_occupancy,total national,2025-01
38033.0,2024,12,hotel_occupancy,total national,2024-12
42582.0,2024,11,hotel_occupancy,total national,2024-11
30816.0,2024,10,hotel_occupancy,total national,2024-10
25510.0,2024,9,hotel_occupancy,total national,2024-09
29957.0,2024,8,hotel_occupancy,total national,2024-08
25827.0,2024,7,hotel_occupancy,total national,2024-07
18763.0,2024,6,hotel_occupancy,total national,2024-06
23649.0,2024,5,hotel_occupancy,total national,2024-05
31543.0,2024,4,hotel_occupancy,total national,2024-04
38188.0,2024,3,hotel_occupancy,total national,2024-03
42798.0,2024,2,hotel_occupancy,total national,2024-02
46518.0,2024,1,hotel_occupancy,total national,2024-01
42043.0,2023,12,hotel_occupancy,total national,2023-12
37626.0,2023,11,hotel_occupancy,total national,2023-11
29597.0,2023,10,hotel_occupancy,total national,2023-10
28538.0,2023,9,hotel_occupancy,total national,2023-09
34181.0,2023,8,hotel_occupancy,total national,2023-08
28671.0,2023,7,hotel_occupancy,total national,2023-07
21216.0,2023,6,hotel_occupancy,total national,2023-06
22957.0,2023,5,hotel_occupancy,total national,2023-05
31664.0,2023,4,hotel_occupancy,total national,2023-04
38064.0,2023,3,hotel_occupancy,total national,2023-03
39442.0,2023,2,hotel_occupancy,total national,2023-02
39654.0,2023,1,hotel_occupancy,total national,2023-01
40557.0,2022,12,hotel_occupancy,total national,2022-12
35813.0,2022,11,hotel_occupancy,total national,2022-11
31777.0,2022,10,hotel_occupancy,total national,2022-10
29517.0,2022,9,hotel_occupancy,total national,2022-09
38250.0,2022,8,hotel_occupancy,total national,2022-08
32079.0,2022,7,hotel_occupancy,total national,2022-07
23225.0,2022,6,hotel_occupancy,total national,2022-06
24417.0,2022,5,hotel_occupancy,total national,2022-05
33751.0,2022,4,hotel_occupancy,total national,2022-04
37135.0,2022,3,hotel_occupancy,total national,2022-03
34480.0,2022,2,hotel_occupancy,total national,2022-02
33060.0,2022,1,hotel_occupancy,total national,2022-01
6037.0,2025,2,hotel_occupancy,total national,2025-02
5279.0,2025,1,hotel_occupancy,total national,2025-01
7760.0,2024,12,hotel_occupancy,total national,2024-12
9783.0,2024,11,hotel_occupancy,total national,2024-11
9382.0,2024,10,hotel_occupancy,total national,2024-10
11205.0,2024,9,hotel_occupancy,total national,2024-09
15192.0,2024,8,hotel_occupancy,total national,2024-08
12766.0,2024,7,hotel_occupancy,total national,2024-07
8952.0,2024,6,hotel_occupancy,total national,2024-06
9043.0,2024,5,hotel_occupancy,total national,2024-05
8140.0,2024,4,hotel_occupancy,total national,2024-04
7930.0,2024,3,hotel_occupancy,total national,2024-03
9143.0,2024,2,hotel_occupancy,total national,2024-02
9147.0,2024,1,hotel_occupancy,total national,2024-01
12999.0,2023,12,hotel_occupancy,total national,2023-12
8517.0,2023,11,hotel_occupancy,total national,2023-11
11384.0,2023,10,hotel_occupancy,total national,2023-10
15048.0,2023,9,hotel_occupancy,total national,2023-09
20684.0,2023,8,hotel_occupancy,total national,2023-08
14585.0,2023,7,hotel_occupancy,total national,2023-07
10553.0,2023,6,hotel_occupancy,total national,2023-06
10398.0,2023,5,hotel_occupancy,total national,2023-05
12610.0,2023,4,hotel_occupancy,total national,2023-04
8990.0,2023,3,hotel_occupancy,total national,2023-03
8651.0,2023,2,hotel_occupancy,total national,2023-02
9565.0,2023,1,hotel_occupancy,total national,2023-01
12047.0,2022,12,hotel_occupancy,total national,2022-12
9814.0,2022,11,hotel_occupancy,total national,2022-11
13505.0,2022,10,hotel_occupancy,total national,2022-10
15894.0,2022,9,hotel_occupancy,total national,2022-09
23487.0,2022,8,hotel_occupancy,total national,2022-08
19498.0,2022,7,hotel_occupancy,total national,2022-07
13299.0,2022,6,hotel_occupancy,total national,2022-06
12432.0,2022,5,hotel_occupancy,total national,2022-05
14567.0,2022,4,hotel_occupancy,total national,2022-04
9603.0,2022,3,hotel_occupancy,total national,2022-03
10046.0,2022,2,hotel_occupancy,total national,2022-02
9616.0,2022,1,hotel_occupancy,total national,2022-01
32237.0,2025,2,hotel_occupancy,total national,2025-02
36785.0,2025,1,hotel_occupancy,total national,2025-01
30273.0,2024,12,hotel_occupancy,total national,2024-12
32799.0,2024,11,hotel_occupancy,total national,2024-11
21434.0,2024,10,hotel_occupancy,total national,2024-10
14305.0,2024,9,hotel_occupancy,total national,2024-09
14765.0,2024,8,hotel_occupancy,total national,2024-08
13061.0,2024,7,hotel_occupancy,total national,2024-07
9811.0,2024,6,hotel_occupancy,total national,2024-06
14606.0,2024,5,hotel_occupancy,total national,2024-05
23403.0,2024,4,hotel_occupancy,total national,2024-04
30258.0,2024,3,hotel_occupancy,total national,2024-03
33654.0,2024,2,hotel_occupancy,total national,2024-02
37371.0,2024,1,hotel_occupancy,total national,2024-01
29044.0,2023,12,hotel_occupancy,total national,2023-12
29108.0,2023,11,hotel_occupancy,total national,2023-11
18213.0,2023,10,hotel_occupancy,total national,2023-10
13490.0,2023,9,hotel_occupancy,total national,2023-09
13497.0,2023,8,hotel_occupancy,total national,2023-08
14087.0,2023,7,hotel_occupancy,total national,2023-07
10663.0,2023,6,hotel_occupancy,total national,2023-06
12559.0,2023,5,hotel_occupancy,total national,2023-05
19053.0,2023,4,hotel_occupancy,total national,2023-04
29074.0,2023,3,hotel_occupancy,total national,2023-03
30791.0,2023,2,hotel_occupancy,total national,2023-02
30088.0,2023,1,hotel_occupancy,total national,2023-01
28510.0,2022,12,hotel_occupancy,total national,2022-12
25999.0,2022,11,hotel_occupancy,total national,2022-11
18271.0,2022,10,hotel_occupancy,total national,2022-10
13623.0,2022,9,hotel_occupancy,total national,2022-09
14763.0,2022,8,hotel_occupancy,total national,2022-08
12581.0,2022,7,hotel_occupancy,total national,2022-07
9925.0,2022,6,hotel_occupancy,total national,2022-06
11986.0,2022,5,hotel_occupancy,total national,2022-05
19184.0,2022,4,hotel_occupancy,total national,2022-04
27532.0,2022,3,hotel_occupancy,total national,2022-03
24434.0,2022,2,hotel_occupancy,total national,2022-02
23444.0,2022,1,hotel_occupancy,total national,2022-01
5662.0,2025,2,hotel_occupancy,total national,2025-02
4572.0,2025,1,hotel_occupancy,total national,2025-01
11927.0,2024,12,hotel_occupancy,total national,2024-12
12499.0,2024,11,hotel_occupancy,total national,2024-11
18633.0,2024,10,hotel_occupancy,total national,2024-10
34554.0,2024,9,hotel_occupancy,total national,2024-09
55298.0,2024,8,hotel_occupancy,total national,2024-08
40208.0,2024,7,hotel_occupancy,total national,2024-07
26788.0,2024,6,hotel_occupancy,total national,2024-06
23391.0,2024,5,hotel_occupancy,total national,2024-05
14204.0,2024,4,hotel_occupancy,total national,2024-04
18014.0,2024,3,hotel_occupancy,total national,2024-03
6617.0,2024,2,hotel_occupancy,total national,2024-02
5022.0,2024,1,hotel_occupancy,total national,2024-01
11598.0,2023,12,hotel_occupancy,total national,2023-12
8969.0,2023,11,hotel_occupancy,total national,2023-11
21950.0,2023,10,hotel_occupancy,total national,2023-10
36024.0,2023,9,hotel_occupancy,total national,2023-09
58035.0,2023,8,hotel_occupancy,total national,2023-08
45716.0,2023,7,hotel_occupancy,total national,2023-07
25792.0,2023,6,hotel_occupancy,total national,2023-06
17536.0,2023,5,hotel_occupancy,total national,2023-05
22776.0,2023,4,hotel_occupancy,total national,2023-04
11660.0,2023,3,hotel_occupancy,total national,2023-03
7914.0,2023,2,hotel_occupancy,total national,2023-02
5037.0,2023,1,hotel_occupancy,total national,2023-01
11487.0,2022,12,hotel_occupancy,total national,2022-12
10091.0,2022,11,hotel_occupancy,total national,2022-11
25803.0,2022,10,hotel_occupancy,total national,2022-10
32128.0,2022,9,hotel_occupancy,total national,2022-09
61366.0,2022,8,hotel_occupancy,total national,2022-08
51265.0,2022,7,hotel_occupancy,total national,2022-07
27111.0,2022,6,hotel_occupancy,total national,2022-06
22935.0,2022,5,hotel_occupancy,total national,2022-05
24254.0,2022,4,hotel_occupancy,total national,2022-04
12750.0,2022,3,hotel_occupancy,total national,2022-03
11310.0,2022,2,hotel_occupancy,total national,2022-02
6077.0,2022,1,hotel_occupancy,total national,2022-01
5507.0,2025,2,hotel_occupancy,total national,2025-02
4360.0,2025,1,hotel_occupancy,total national,2025-01
11386.0,2024,12,hotel_occupancy,total national,2024-12
11117.0,2024,11,hotel_occupancy,total national,2024-11
14216.0,2024,10,hotel_occupancy,total national,2024-10
25549.0,2024,9,hotel_occupancy,total national,2024-09
45492.0,2024,8,hotel_occupancy,total national,2024-08
30466.0,2024,7,hotel_occupancy,total national,2024-07
19029.0,2024,6,hotel_occupancy,total national,2024-06
18367.0,2024,5,hotel_occupancy,total national,2024-05
11213.0,2024,4,hotel_occupancy,total national,2024-04
16292.0,2024,3,hotel_occupancy,total national,2024-03
5881.0,2024,2,hotel_occupancy,total national,2024-02
