total,year,month,source,region,period
6539960.0,2025,2,hotel_occupancy,total national,2025-02
5776075.0,2025,1,hotel_occupancy,total national,2025-01
6553489.0,2024,12,hotel_occupancy,total national,2024-12
7171221.0,2024,11,hotel_occupancy,total national,2024-11
10774309.0,2024,10,hotel_occupancy,total national,2024-10
11821379.0,2024,9,hotel_occupancy,total national,2024-09
13586095.0,2024,8,hotel_occupancy,total national,2024-08
12703213.0,2024,7,hotel_occupancy,total national,2024-07
11905082.0,2024,6,hotel_occupancy,total national,2024-06
11776729.0,2024,5,hotel_occupancy,total national,2024-05
9394506.0,2024,4,hotel_occupancy,total national,2024-04
8456178.0,2024,3,hotel_occupancy,total national,2024-03
6512168.0,2024,2,hotel_occupancy,total national,2024-02
5660859.0,2024,1,hotel_occupancy,total national,2024-01
6586138.0,2023,12,hotel_occupancy,total national,2023-12
6798815.0,2023,11,hotel_occupancy,total national,2023-11
10390441.0,2023,10,hotel_occupancy,total national,2023-10
11627872.0,2023,9,hotel_occupancy,total national,2023-09
13266497.0,2023,8,hotel_occupancy,total national,2023-08
12680483.0,2023,7,hotel_occupancy,total national,2023-07
11535550.0,2023,6,hotel_occupancy,total national,2023-06
10580202.0,2023,5,hotel_occupancy,total national,2023-05
9829384.0,2023,4,hotel_occupancy,total national,2023-04
7361364.0,2023,3,hotel_occupancy,total national,2023-03
5967064.0,2023,2,hotel_occupancy,total national,2023-02
5367962.0,2023,1,hotel_occupancy,total national,2023-01
6054556.0,2022,12,hotel_occupancy,total national,2022-12
6284698.0,2022,11,hotel_occupancy,total national,2022-11
9743259.0,2022,10,hotel_occupancy,total national,2022-10
11050305.0,2022,9,hotel_occupancy,total national,2022-09
12889916.0,2022,8,hotel_occupancy,total national,2022-08
12292936.0,2022,7,hotel_occupancy,total national,2022-07
10990468.0,2022,6,hotel_occupancy,total national,2022-06
9920671.0,2022,5,hotel_occupancy,total national,2022-05
8689822.0,2022,4,hotel_occupancy,total national,2022-04
6061398.0,2022,3,hotel_occupancy,total national,2022-03
5133961.0,2022,2,hotel_occupancy,total national,2022-02
3770578.0,2022,1,hotel_occupancy,total national,2022-01
3419893.0,2025,2,hotel_occupancy,total national,2025-02
2919287.0,2025,1,hotel_occupancy,total national,2025-01
3649144.0,2024,12,hotel_occupancy,total national,2024-12
3764839.0,2024,11,hotel_occupancy,total national,2024-11
4524933.0,2024,10,hotel_occupancy,total national,2024-10
5009311.0,2024,9,hotel_occupancy,total national,2024-09
6356384.0,2024,8,hotel_occupancy,total national,2024-08
5748404.0,2024,7,hotel_occupancy,total national,2024-07
5399073.0,2024,6,hotel_occupancy,total national,2024-06
4926356.0,2024,5,hotel_occupancy,total national,2024-05
4190383.0,2024,4,hotel_occupancy,total national,2024-04
4406751.0,2024,3,hotel_occupancy,total national,2024-03
3422317.0,2024,2,hotel_occupancy,total national,2024-02
2919329.0,2024,1,hotel_occupancy,total national,2024-01
3736128.0,2023,12,hotel_occupancy,total national,2023-12
3586759.0,2023,11,hotel_occupancy,total national,2023-11
4589155.0,2023,10,hotel_occupancy,total national,2023-10
5122862.0,2023,9,hotel_occupancy,total national,2023-09
6381789.0,2023,8,hotel_occupancy,total national,2023-08
6012479.0,2023,7,hotel_occupancy,total national,2023-07
5455490.0,2023,6,hotel_occupancy,total national,2023-06
4553381.0,2023,5,hotel_occupancy,total national,2023-05
4983861.0,2023,4,hotel_occupancy,total national,2023-04
3983218.0,2023,3,hotel_occupancy,total national,2023-03
3337995.0,2023,2,hotel_occupancy,total national,2023-02
2964949.0,2023,1,hotel_occupancy,total national,2023-01
3567132.0,2022,12,hotel_occupancy,total national,2022-12
3541109.0,2022,11,hotel_occupancy,total national,2022-11
4657750.0,2022,10,hotel_occupancy,total national,2022-10
5178258.0,2022,9,hotel_occupancy,total national,2022-09
6526507.0,2022,8,hotel_occupancy,total national,2022-08
6075062.0,2022,7,hotel_occupancy,total national,2022-07
5422886.0,2022,6,hotel_occupancy,total national,2022-06
4672236.0,2022,5,hotel_occupancy,total national,2022-05
4733976.0,2022,4,hotel_occupancy,total national,2022-04
3432900.0,2022,3,hotel_occupancy,total national,2022-03
3164177.0,2022,2,hotel_occupancy,total national,2022-02
2342492.0,2022,1,hotel_occupancy,total national,2022-01
3120066.0,2025,2,hotel_occupancy,total national,2025-02
2856788.0,2025,1,hotel_occupancy,total national,2025-01
2904344.0,2024,12,hotel_occupancy,total national,2024-12
3406382.0,2024,11,hotel_occupancy,total national,2024-11
6249376.0,2024,10,hotel_occupancy,total national,2024-10
6812069.0,2024,9,hotel_occupancy,total national,2024-09
7229711.0,2024,8,hotel_occupancy,total national,2024-08
6954809.0,2024,7,hotel_occupancy,total national,2024-07
6506010.0,2024,6,hotel_occupancy,total national,2024-06
6850373.0,2024,5,hotel_occupancy,total national,2024-05
5204123.0,2024,4,hotel_occupancy,total national,2024-04
4049427.0,2024,3,hotel_occupancy,total national,2024-03
3089851.0,2024,2,hotel_occupancy,total national,2024-02
2741530.0,2024,1,hotel_occupancy,total national,2024-01
2850010.0,2023,12,hotel_occupancy,total national,2023-12
3212056.0,2023,11,hotel_occupancy,total national,2023-11
5801286.0,2023,10,hotel_occupancy,total national,2023-10
6505010.0,2023,9,hotel_occupancy,total national,2023-09
6884708.0,2023,8,hotel_occupancy,total national,2023-08
6668004.0,2023,7,hotel_occupancy,total national,2023-07
6080059.0,2023,6,hotel_occupancy,total national,2023-06
6026821.0,2023,5,hotel_occupancy,total national,2023-05
4845523.0,2023,4,hotel_occupancy,total national,2023-04
3378146.0,2023,3,hotel_occupancy,total national,2023-03
2629069.0,2023,2,hotel_occupancy,total national,2023-02
2403013.0,2023,1,hotel_occupancy,total national,2023-01
2487423.0,2022,12,hotel_occupancy,total national,2022-12
2743589.0,2022,11,hotel_occupancy,total national,2022-11
5085510.0,2022,10,hotel_occupancy,total national,2022-10
5872047.0,2022,9,hotel_occupancy,total national,2022-09
6363409.0,2022,8,hotel_occupancy,total national,2022-08
6217875.0,2022,7,hotel_occupancy,total national,2022-07
5567582.0,2022,6,hotel_occupancy,total national,2022-06
5248435.0,2022,5,hotel_occupancy,total national,2022-05
3955846.0,2022,4,hotel_occupancy,total national,2022-04
2628498.0,2022,3,hotel_occupancy,total national,2022-03
1969784.0,2022,2,hotel_occupancy,total national,2022-02
1428086.0,2022,1,hotel_occupancy,total national,2022-01
18412444.0,2025,2,hotel_occupancy,total national,2025-02
16910798.0,2025,1,hotel_occupancy,total national,2025-01
18033188.0,2024,12,hotel_occupancy,total national,2024-12
20055197.0,2024,11,hotel_occupancy,total national,2024-11
33942709.0,2024,10,hotel_occupancy,total national,2024-10
39040928.0,2024,9,hotel_occupancy,total national,2024-09
47895779.0,2024,8,hotel_occupancy,total national,2024-08
44038012.0,2024,7,hotel_occupancy,total national,2024-07
38226012.0,2024,6,hotel_occupancy,total national,2024-06
35744250.0,2024,5,hotel_occupancy,total national,2024-05
27142842.0,2024,4,hotel_occupancy,total national,2024-04
24533888.0,2024,3,hotel_occupancy,total national,2024-03
18581766.0,2024,2,hotel_occupancy,total national,2024-02
16491597.0,2024,1,hotel_occupancy,total national,2024-01
17913857.0,2023,12,hotel_occupancy,total national,2023-12
19023828.0,2023,11,hotel_occupancy,total national,2023-11
32415687.0,2023,10,hotel_occupancy,total national,2023-10
37980229.0,2023,9,hotel_occupancy,total national,2023-09
46695607.0,2023,8,hotel_occupancy,total national,2023-08
43109417.0,2023,7,hotel_occupancy,total national,2023-07
36255025.0,2023,6,hotel_occupancy,total national,2023-06
32187667.0,2023,5,hotel_occupancy,total national,2023-05
28046754.0,2023,4,hotel_occupancy,total national,2023-04
20597741.0,2023,3,hotel_occupancy,total national,2023-03
16816547.0,2023,2,hotel_occupancy,total national,2023-02
15472477.0,2023,1,hotel_occupancy,total national,2023-01
16627833.0,2022,12,hotel_occupancy,total national,2022-12
17661676.0,2022,11,hotel_occupancy,total national,2022-11
29865924.0,2022,10,hotel_occupancy,total national,2022-10
35999861.0,2022,9,hotel_occupancy,total national,2022-09
46140100.0,2022,8,hotel_occupancy,total national,2022-08
42121775.0,2022,7,hotel_occupancy,total national,2022-07
35111326.0,2022,6,hotel_occupancy,total national,2022-06
29785395.0,2022,5,hotel_occupancy,total national,2022-05
25197638.0,2022,4,hotel_occupancy,total national,2022-04
17632648.0,2022,3,hotel_occupancy,total national,2022-03
13623546.0,2022,2,hotel_occupancy,total national,2022-02
10598385.0,2022,1,hotel_occupancy,total national,2022-01
6567323.0,2025,2,hotel_occupancy,total national,2025-02
5735585.0,2025,1,hotel_occupancy,total national,2025-01
7212015.0,2024,12,hotel_occupancy,total national,2024-12
7641047.0,2024,11,hotel_occupancy,total national,2024-11
9668865.0,2024,10,hotel_occupancy,total national,2024-10
11701195.0,2024,9,hotel_occupancy,total national,2024-09
17325504.0,2024,8,hotel_occupancy,total national,2024-08
14790887.0,2024,7,hotel_occupancy,total national,2024-07
12257046.0,2024,6,hotel_occupancy,total national,2024-06
10580572.0,2024,5,hotel_occupancy,total national,2024-05
8911869.0,2024,4,hotel_occupancy,total national,2024-04
9355737.0,2024,3,hotel_occupancy,total national,2024-03
6774732.0,2024,2,hotel_occupancy,total national,2024-02
5762176.0,2024,1,hotel_occupancy,total national,2024-01
7363463.0,2023,12,hotel_occupancy,total national,2023-12
6957475.0,2023,11,hotel_occupancy,total national,2023-11
9662174.0,2023,10,hotel_occupancy,total national,2023-10
11783151.0,2023,9,hotel_occupancy,total national,2023-09
17548462.0,2023,8,hotel_occupancy,total national,2023-08
15303797.0,2023,7,hotel_occupancy,total national,2023-07
12216070.0,2023,6,hotel_occupancy,total national,2023-06
9784069.0,2023,5,hotel_occupancy,total national,2023-05
10749390.0,2023,4,hotel_occupancy,total national,2023-04
8037671.0,2023,3,hotel_occupancy,total national,2023-03
6508332.0,2023,2,hotel_occupancy,total national,2023-02
5810812.0,2023,1,hotel_occupancy,total national,2023-01
7121128.0,2022,12,hotel_occupancy,total national,2022-12
7046984.0,2022,11,hotel_occupancy,total national,2022-11
9771323.0,2022,10,hotel_occupancy,total national,2022-10
12065204.0,2022,9,hotel_occupancy,total national,2022-09
18268800.0,2022,8,hotel_occupancy,total national,2022-08
15608687.0,2022,7,hotel_occupancy,total national,2022-07
12216496.0,2022,6,hotel_occupancy,total national,2022-06
10052067.0,2022,5,hotel_occupancy,total national,2022-05
10260559.0,2022,4,hotel_occupancy,total national,2022-04
7071757.0,2022,3,hotel_occupancy,total national,2022-03
6018570.0,2022,2,hotel_occupancy,total national,2022-02
4536018.0,2022,1,hotel_occupancy,total national,2022-01
11845120.0,2025,2,hotel_occupancy,total national,2025-02
11175213.0,2025,1,hotel_occupancy,total national,2025-01
10821173.0,2024,12,hotel_occupancy,total national,2024-12
12414150.0,2024,11,hotel_occupancy,total national,2024-11
24273845.0,2024,10,hotel_occupancy,total national,2024-10
27339733.0,2024,9,hotel_occupancy,total national,2024-09
30570274.0,2024,8,hotel_occupancy,total national,2024-08
29247125.0,2024,7,hotel_occupancy,total national,2024-07
25968966.0,2024,6,hotel_occupancy,total national,2024-06
25163678.0,2024,5,hotel_occupancy,total national,2024-05
18230973.0,2024,4,hotel_occupancy,total national,2024-04
15178150.0,2024,3,hotel_occupancy,total national,2024-03
11807033.0,2024,2,hotel_occupancy,total national,2024-02
10729421.0,2024,1,hotel_occupancy,total national,2024-01
10550395.0,2023,12,hotel_occupancy,total national,2023-12
12066353.0,2023,11,hotel_occupancy,total national,2023-11
22753513.0,2023,10,hotel_occupancy,total national,2023-10
26197078.0,2023,9,hotel_occupancy,total national,2023-09
29147145.0,2023,8,hotel_occupancy,total national,2023-08
27805620.0,2023,7,hotel_occupancy,total national,2023-07
24038955.0,2023,6,hotel_occupancy,total national,2023-06
22403599.0,2023,5,hotel_occupancy,total national,2023-05
17297363.0,2023,4,hotel_occupancy,total national,2023-04
12560069.0,2023,3,hotel_occupancy,total national,2023-03
10308214.0,2023,2,hotel_occupancy,total national,2023-02
9661665.0,2023,1,hotel_occupancy,total national,2023-01
9506705.0,2022,12,hotel_occupancy,total national,2022-12
10614692.0,2022,11,hotel_occupancy,total national,2022-11
20094601.0,2022,10,hotel_occupancy,total national,2022-10
23934658.0,2022,9,hotel_occupancy,total national,2022-09
27871300.0,2022,8,hotel_occupancy,total national,2022-08
26513088.0,2022,7,hotel_occupancy,total national,2022-07
22894830.0,2022,6,hotel_occupancy,total national,2022-06
19733328.0,2022,5,hotel_occupancy,total national,2022-05
14937079.0,2022,4,hotel_occupancy,total national,2022-04
10560891.0,2022,3,hotel_occupancy,total national,2022-03
7604976.0,2022,2,hotel_occupancy,total national,2022-02
6062368.0,2022,1,hotel_occupancy,total national,2022-01
1210103.0,2025,2,hotel_occupancy,total national,2025-02
983971.0,2025,1,hotel_occupancy,total national,2025-01
1105005.0,2024,12,hotel_occupancy,total national,2024-12
1278048.0,2024,11,hotel_occupancy,total national,2024-11
1838241.0,2024,10,hotel_occupancy,total national,2024-10
2025863.0,2024,9,hotel_occupancy,total national,2024-09
2224665.0,2024,8,hotel_occupancy,total national,2024-08
2004872.0,2024,7,hotel_occupancy,total national,2024-07
2019917.0,2024,6,hotel_occupancy,total national,2024-06
2099691.0,2024,5,hotel_occupancy,total national,2024-05
1847648.0,2024,4,hotel_occupancy,total national,2024-04
1616003.0,2024,3,hotel_occupancy,total national,2024-03
1258294.0,2024,2,hotel_occupancy,total national,2024-02
1041007.0,2024,1,hotel_occupancy,total national,2024-01
1170078.0,2023,12,hotel_occupancy,total national,2023-12
1239122.0,2023,11,hotel_occupancy,total national,2023-11
1873526.0,2023,10,hotel_occupancy,total national,2023-10
2025500.0,2023,9,hotel_occupancy,total national,2023-09
2267920.0,2023,8,hotel_occupancy,total national,2023-08
2114842.0,2023,7,hotel_occupancy,total national,2023-07
1959976.0,2023,6,hotel_occupancy,total national,2023-06
1883648.0,2023,5,hotel_occupancy,total national,2023-05
1852962.0,2023,4,hotel_occupancy,total national,2023-04
1418975.0,2023,3,hotel_occupancy,total national,2023-03
1123345.0,2023,2,hotel_occupancy,total national,2023-02
954691.0,2023,1,hotel_occupancy,total national,2023-01
1007743.0,2022,12,hotel_occupancy,total national,2022-12
1084818.0,2022,11,hotel_occupancy,total national,2022-11
1685566.0,2022,10,hotel_occupancy,total national,2022-10
1980050.0,2022,9,hotel_occupancy,total national,2022-09
2172087.0,2022,8,hotel_occupancy,total national,2022-08
2076997.0,2022,7,hotel_occupancy,total national,2022-07
1947800.0,2022,6,hotel_occupancy,total national,2022-06
1833026.0,2022,5,hotel_occupancy,total national,2022-05
1670249.0,2022,4,hotel_occupancy,total national,2022-04
1147658.0,2022,3,hotel_occupancy,total national,2022-03
989820.0,2022,2,hotel_occupancy,total national,2022-02
694614.0,2022,1,hotel_occupancy,total national,2022-01
683922.0,2025,2,hotel_occupancy,total national,2025-02
528371.0,2025,1,hotel_occupancy,total national,2025-01
646530.0,2024,12,hotel_occupancy,total national,2024-12
675397.0,2024,11,hotel_occupancy,total national,2024-11
796871.0,2024,10,hotel_occupancy,total national,2024-10
991041.0,2024,9,hotel_occupancy,total national,2024-09
1264244.0,2024,8,hotel_occupancy,total national,2024-08
1132902.0,2024,7,hotel_occupancy,total national,2024-07
1107683.0,2024,6,hotel_occupancy,total national,2024-06
1013290.0,2024,5,hotel_occupancy,total national,2024-05
874296.0,2024,4,hotel_occupancy,total national,2024-04
865895.0,2024,3,hotel_occupancy,total national,2024-03
705236.0,2024,2,hotel_occupancy,total national,2024-02
569160.0,2024,1,hotel_occupancy,total national,2024-01
710935.0,2023,12,hotel_occupancy,total national,2023-12
673931.0,2023,11,hotel_occupancy,total national,2023-11
881182.0,2023,10,hotel_occupancy,total national,2023-10
1040799.0,2023,9,hotel_occupancy,total national,2023-09
1352621.0,2023,8,hotel_occupancy,total national,2023-08
1280780.0,2023,7,hotel_occupancy,total national,2023-07
1118880.0,2023,6,hotel_occupancy,total national,2023-06
920523.0,2023,5,hotel_occupancy,total national,2023-05
980532.0,2023,4,hotel_occupancy,total national,2023-04
804822.0,2023,3,hotel_occupancy,total national,2023-03
700088.0,2023,2,hotel_occupancy,total national,2023-02
571285.0,2023,1,hotel_occupancy,total national,2023-01
648223.0,2022,12,hotel_occupancy,total national,2022-12
666655.0,2022,11,hotel_occupancy,total national,2022-11
867663.0,2022,10,hotel_occupancy,total national,2022-10
1092918.0,2022,9,hotel_occupancy,total national,2022-09
1370076.0,2022,8,hotel_occupancy,total national,2022-08
1324060.0,2022,7,hotel_occupancy,total national,2022-07
1168278.0,2022,6,hotel_occupancy,total national,2022-06
1003842.0,2022,5,hotel_occupancy,total national,2022-05
967766.0,2022,4,hotel_occupancy,total national,2022-04
695459.0,2022,3,hotel_occupancy,total national,2022-03
683530.0,2022,2,hotel_occupancy,total national,2022-02
462136.0,2022,1,hotel_occupancy,total national,2022-01
526182.0,2025,2,hotel_occupancy,total national,2025-02
455600.0,2025,1,hotel_occupancy,total national,2025-01
458475.0,2024,12,hotel_occupancy,total national,2024-12
602651.0,2024,11,hotel_occupancy,total national,2024-11
1041370.0,2024,10,hotel_occupancy,total national,2024-10
1034823.0,2024,9,hotel_occupancy,total national,2024-09
960421.0,2024,8,hotel_occupancy,total national,2024-08
871970.0,2024,7,hotel_occupancy,total national,2024-07
912234.0,2024,6,hotel_occupancy,total national,2024-06
1086401.0,2024,5,hotel_occupancy,total national,2024-05
973352.0,2024,4,hotel_occupancy,total national,2024-04
750108.0,2024,3,hotel_occupancy,total national,2024-03
553058.0,2024,2,hotel_occupancy,total national,2024-02
471847.0,2024,1,hotel_occupancy,total national,2024-01
459144.0,2023,12,hotel_occupancy,total national,2023-12
565192.0,2023,11,hotel_occupancy,total national,2023-11
992345.0,2023,10,hotel_occupancy,total national,2023-10
984701.0,2023,9,hotel_occupancy,total national,2023-09
915299.0,2023,8,hotel_occupancy,total national,2023-08
834062.0,2023,7,hotel_occupancy,total national,2023-07
841096.0,2023,6,hotel_occupancy,total national,2023-06
963125.0,2023,5,hotel_occupancy,total national,2023-05
872429.0,2023,4,hotel_occupancy,total national,2023-04
614154.0,2023,3,hotel_occupancy,total national,2023-03
423258.0,2023,2,hotel_occupancy,total national,2023-02
383406.0,2023,1,hotel_occupancy,total national,2023-01
359520.0,2022,12,hotel_occupancy,total national,2022-12
418162.0,2022,11,hotel_occupancy,total national,2022-11
817904.0,2022,10,hotel_occupancy,total national,2022-10
887132.0,2022,9,hotel_occupancy,total national,2022-09
802011.0,2022,8,hotel_occupancy,total national,2022-08
752937.0,2022,7,hotel_occupancy,total national,2022-07
779523.0,2022,6,hotel_occupancy,total national,2022-06
829183.0,2022,5,hotel_occupancy,total national,2022-05
702483.0,2022,4,hotel_occupancy,total national,2022-04
452199.0,2022,3,hotel_occupancy,total national,2022-03
306290.0,2022,2,hotel_occupancy,total national,2022-02
232478.0,2022,1,hotel_occupancy,total national,2022-01
2934312.0,2025,2,hotel_occupancy,total national,2025-02
2275127.0,2025,1,hotel_occupancy,total national,2025-01
2510676.0,2024,12,hotel_occupancy,total national,2024-12
3103039.0,2024,11,hotel_occupancy,total national,2024-11
5125378.0,2024,10,hotel_occupancy,total national,2024-10
6080583.0,2024,9,hotel_occupancy,total national,2024-09
7439812.0,2024,8,hotel_occupancy,total national,2024-08
6623114.0,2024,7,hotel_occupancy,total national,2024-07
5810940.0,2024,6,hotel_occupancy,total national,2024-06
5674717.0,2024,5,hotel_occupancy,total national,2024-05
4837027.0,2024,4,hotel_occupancy,total national,2024-04
4206108.0,2024,3,hotel_occupancy,total national,2024-03
2998691.0,2024,2,hotel_occupancy,total national,2024-02
2326205.0,2024,1,hotel_occupancy,total national,2024-01
2634889.0,2023,12,hotel_occupancy,total national,2023-12
2939322.0,2023,11,hotel_occupancy,total national,2023-11
5094430.0,2023,10,hotel_occupancy,total national,2023-10
5995077.0,2023,9,hotel_occupancy,total national,2023-09
7427401.0,2023,8,hotel_occupancy,total national,2023-08
6589030.0,2023,7,hotel_occupancy,total national,2023-07
5606917.0,2023,6,hotel_occupancy,total national,2023-06
5089138.0,2023,5,hotel_occupancy,total national,2023-05
4825981.0,2023,4,hotel_occupancy,total national,2023-04
3361190.0,2023,3,hotel_occupancy,total national,2023-03
2551524.0,2023,2,hotel_occupancy,total national,2023-02
2093794.0,2023,1,hotel_occupancy,total national,2023-01
2217856.0,2022,12,hotel_occupancy,total national,2022-12
2568134.0,2022,11,hotel_occupancy,total national,2022-11
4588507.0,2022,10,hotel_occupancy,total national,2022-10
5716205.0,2022,9,hotel_occupancy,total national,2022-09
7285972.0,2022,8,hotel_occupancy,total national,2022-08
6515807.0,2022,7,hotel_occupancy,total national,2022-07
5465281.0,2022,6,hotel_occupancy,total national,2022-06
4929904.0,2022,5,hotel_occupancy,total national,2022-05
4411625.0,2022,4,hotel_occupancy,total national,2022-04
2835322.0,2022,3,hotel_occupancy,total national,2022-03
2149204.0,2022,2,hotel_occupancy,total national,2022-02
1463661.0,2022,1,hotel_occupancy,total national,2022-01
1314090.0,2025,2,hotel_occupancy,total national,2025-02
979974.0,2025,1,hotel_occupancy,total national,2025-01
1254332.0,2024,12,hotel_occupancy,total national,2024-12
1310963.0,2024,11,hotel_occupancy,total national,2024-11
1661890.0,2024,10,hotel_occupancy,total national,2024-10
2493093.0,2024,9,hotel_occupancy,total national,2024-09
3999441.0,2024,8,hotel_occupancy,total national,2024-08
3458067.0,2024,7,hotel_occupancy,total national,2024-07
2621925.0,2024,6,hotel_occupancy,total national,2024-06
2240647.0,2024,5,hotel_occupancy,total national,2024-05
1910803.0,2024,4,hotel_occupancy,total national,2024-04
1902651.0,2024,3,hotel_occupancy,total national,2024-03
1373288.0,2024,2,hotel_occupancy,total national,2024-02
1017475.0,2024,1,hotel_occupancy,total national,2024-01
1388925.0,2023,12,hotel_occupancy,total national,2023-12
1279040.0,2023,11,hotel_occupancy,total national,2023-11
1817115.0,2023,10,hotel_occupancy,total national,2023-10
2586139.0,2023,9,hotel_occupancy,total national,2023-09
4158487.0,2023,8,hotel_occupancy,total national,2023-08
3610922.0,2023,7,hotel_occupancy,total national,2023-07
2649406.0,2023,6,hotel_occupancy,total national,2023-06
1978466.0,2023,5,hotel_occupancy,total national,2023-05
2140172.0,2023,4,hotel_occupancy,total national,2023-04
1583785.0,2023,3,hotel_occupancy,total national,2023-03
1313951.0,2023,2,hotel_occupancy,total national,2023-02
1052987.0,2023,1,hotel_occupancy,total national,2023-01
1270267.0,2022,12,hotel_occupancy,total national,2022-12
1306991.0,2022,11,hotel_occupancy,total national,2022-11
1821955.0,2022,10,hotel_occupancy,total national,2022-10
2718541.0,2022,9,hotel_occupancy,total national,2022-09
4337352.0,2022,8,hotel_occupancy,total national,2022-08
3799539.0,2022,7,hotel_occupancy,total national,2022-07
2678849.0,2022,6,hotel_occupancy,total national,2022-06
2214034.0,2022,5,hotel_occupancy,total national,2022-05
2201487.0,2022,4,hotel_occupancy,total national,2022-04
1430902.0,2022,3,hotel_occupancy,total national,2022-03
1269054.0,2022,2,hotel_occupancy,total national,2022-02
826684.0,2022,1,hotel_occupancy,total national,2022-01
1620222.0,2025,2,hotel_occupancy,total national,2025-02
1295152.0,2025,1,hotel_occupancy,total national,2025-01
1256344.0,2024,12,hotel_occupancy,total national,2024-12
1792076.0,2024,11,hotel_occupancy,total national,2024-11
3463488.0,2024,10,hotel_occupancy,total national,2024-10
3587490.0,2024,9,hotel_occupancy,total national,2024-09
3440371.0,2024,8,hotel_occupancy,total national,2024-08
3165047.0,2024,7,hotel_occupancy,total national,2024-07
3189015.0,2024,6,hotel_occupancy,total national,2024-06
3434070.0,2024,5,hotel_occupancy,total national,2024-05
2926224.0,2024,4,hotel_occupancy,total national,2024-04
2303458.0,2024,3,hotel_occupancy,total national,2024-03
1625402.0,2024,2,hotel_occupancy,total national,2024-02
1308731.0,2024,1,hotel_occupancy,total national,2024-01
1245964.0,2023,12,hotel_occupancy,total national,2023-12
1660282.0,2023,11,hotel_occupancy,total national,2023-11
3277315.0,2023,10,hotel_occupancy,total national,2023-10
3408937.0,2023,9,hotel_occupancy,total national,2023-09
3268914.0,2023,8,hotel_occupancy,total national,2023-08
2978108.0,2023,7,hotel_occupancy,total national,2023-07
2957511.0,2023,6,hotel_occupancy,total national,2023-06
3110671.0,2023,5,hotel_occupancy,total national,2023-05
2685809.0,2023,4,hotel_occupancy,total national,2023-04
1777406.0,2023,3,hotel_occupancy,total national,2023-03
1237573.0,2023,2,hotel_occupancy,total national,2023-02
1040807.0,2023,1,hotel_occupancy,total national,2023-01
947588.0,2022,12,hotel_occupancy,total national,2022-12
1261143.0,2022,11,hotel_occupancy,total national,2022-11
2766552.0,2022,10,hotel_occupancy,total national,2022-10
2997664.0,2022,9,hotel_occupancy,total national,2022-09
2948620.0,2022,8,hotel_occupancy,total national,2022-08
2716268.0,2022,7,hotel_occupancy,total national,2022-07
2786431.0,2022,6,hotel_occupancy,total national,2022-06
2715870.0,2022,5,hotel_occupancy,total national,2022-05
2210138.0,2022,4,hotel_occupancy,total national,2022-04
1404420.0,2022,3,hotel_occupancy,total national,2022-03
880150.0,2022,2,hotel_occupancy,total national,2022-02
636977.0,2022,1,hotel_occupancy,total national,2022-01
217078.0,2025,2,hotel_occupancy,total national,2025-02
178779.0,2025,1,hotel_occupancy,total national,2025-01
204922.0,2024,12,hotel_occupancy,total national,2024-12
207513.0,2024,11,hotel_occupancy,total national,2024-11
272448.0,2024,10,hotel_occupancy,total national,2024-10
274120.0,2024,9,hotel_occupancy,total national,2024-09
355902.0,2024,8,hotel_occupancy,total national,2024-08
297659.0,2024,7,hotel_occupancy,total national,2024-07
265198.0,2024,6,hotel_occupancy,total national,2024-06
264385.0,2024,5,hotel_occupancy,total national,2024-05
223792.0,2024,4,hotel_occupancy,total national,2024-04
264862.0,2024,3,hotel_occupancy,total national,2024-03
208041.0,2024,2,hotel_occupancy,total national,2024-02
181165.0,2024,1,hotel_occupancy,total national,2024-01
206185.0,2023,12,hotel_occupancy,total national,2023-12
184819.0,2023,11,hotel_occupancy,total national,2023-11
254261.0,2023,10,hotel_occupancy,total national,2023-10
269336.0,2023,9,hotel_occupancy,total national,2023-09
343772.0,2023,8,hotel_occupancy,total national,2023-08
285961.0,2023,7,hotel_occupancy,total national,2023-07
239433.0,2023,6,hotel_occupancy,total national,2023-06
214445.0,2023,5,hotel_occupancy,total national,2023-05
252862.0,2023,4,hotel_occupancy,total national,2023-04
216350.0,2023,3,hotel_occupancy,total national,2023-03
197371.0,2023,2,hotel_occupancy,total national,2023-02
169047.0,2023,1,hotel_occupancy,total national,2023-01
190127.0,2022,12,hotel_occupancy,total national,2022-12
164903.0,2022,11,hotel_occupancy,total national,2022-11
247503.0,2022,10,hotel_occupancy,total national,2022-10
261142.0,2022,9,hotel_occupancy,total national,2022-09
340668.0,2022,8,hotel_occupancy,total national,2022-08
281784.0,2022,7,hotel_occupancy,total national,2022-07
234944.0,2022,6,hotel_occupancy,total national,2022-06
209307.0,2022,5,hotel_occupancy,total national,2022-05
244498.0,2022,4,hotel_occupancy,total national,2022-04
187773.0,2022,3,hotel_occupancy,total national,2022-03
181090.0,2022,2,hotel_occupancy,total national,2022-02
154769.0,2022,1,hotel_occupancy,total national,2022-01
184105.0,2025,2,hotel_occupancy,total national,2025-02
147659.0,2025,1,hotel_occupancy,total national,2025-01
169410.0,2024,12,hotel_occupancy,total national,2024-12
162173.0,2024,11,hotel_occupancy,total national,2024-11
203743.0,2024,10,hotel_occupancy,total national,2024-10
201563.0,2024,9,hotel_occupancy,total national,2024-09
272508.0,2024,8,hotel_occupancy,total national,2024-08
227835.0,2024,7,hotel_occupancy,total national,2024-07
202401.0,2024,6,hotel_occupancy,total national,2024-06
