region,period,total,year,month
total national,2025-02,6539960.0,2025,2
total national,2025-01,5776075.0,2025,1
total national,2024-12,6553489.0,2024,12
total national,2024-11,7171221.0,2024,11
total national,2024-10,10774309.0,2024,10
total national,2024-09,11821379.0,2024,9
total national,2024-08,13586095.0,2024,8
total national,2024-07,12703213.0,2024,7
total national,2024-06,11905082.0,2024,6
total national,2024-05,11776729.0,2024,5
total national,2024-04,9394506.0,2024,4
total national,2024-03,8456178.0,2024,3
total national,2024-02,6512168.0,2024,2
total national,2024-01,5660859.0,2024,1
total national,2023-12,6586138.0,2023,12
total national,2023-11,6798815.0,2023,11
total national,2023-10,10390441.0,2023,10
total national,2023-09,11627872.0,2023,9
total national,2023-08,13266497.0,2023,8
total national,2023-07,12680483.0,2023,7
total national,2023-06,11535550.0,2023,6
total national,2023-05,10580202.0,2023,5
total national,2023-04,9829384.0,2023,4
total national,2023-03,7361364.0,2023,3
total national,2023-02,5967064.0,2023,2
total national,2023-01,5367962.0,2023,1
total national,2022-12,6054556.0,2022,12
total national,2022-11,6284698.0,2022,11
total national,2022-10,9743259.0,2022,10
total national,2022-09,11050305.0,2022,9
total national,2022-08,12889916.0,2022,8
total national,2022-07,12292936.0,2022,7
total national,2022-06,10990468.0,2022,6
total national,2022-05,9920671.0,2022,5
total national,2022-04,8689822.0,2022,4
total national,2022-03,6061398.0,2022,3
total national,2022-02,5133961.0,2022,2
total national,2022-01,3770578.0,2022,1
total national,2021-12,4881952.0,2021,12
total national,2021-11,5391958.0,2021,11
total national,2021-10,8131666.0,2021,10
total national,2021-09,8256057.0,2021,9
total national,2021-08,10408035.0,2021,8
total national,2021-07,8544001.0,2021,7
total national,2021-06,5676067.0,2021,6
total national,2021-05,3404118.0,2021,5
total national,2021-04,1955719.0,2021,4
total national,2021-03,1770722.0,2021,3
total national,2021-02,1179236.0,2021,2
total national,2021-01,1124601.0,2021,1
total national,2020-12,1417815.0,2020,12
total national,2020-11,1184922.0,2020,11
total national,2020-10,2406759.0,2020,10
total national,2020-09,3513294.0,2020,9
total national,2020-08,5924218.0,2020,8
total national,2020-07,4407783.0,2020,7
total national,2020-06,944923.0,2020,6
total national,2020-05,98561.0,2020,5
total national,2020-04,0.0,2020,4
total national,2020-03,2656776.0,2020,3
total national,2020-02,6456402.0,2020,2
total national,2020-01,5577618.0,2020,1
total national,2019-12,6240788.0,2019,12
total national,2019-11,6693210.0,2019,11
total national,2019-10,9772631.0,2019,10
total national,2019-09,11038778.0,2019,9
total national,2019-08,13028096.0,2019,8
total national,2019-07,12124664.0,2019,7
total national,2019-06,11371775.0,2019,6
total national,2019-05,10509949.0,2019,5
total national,2019-04,9138989.0,2019,4
total national,2019-03,7534311.0,2019,3
total national,2019-02,6011298.0,2019,2
total national,2019-01,5251558.0,2019,1
total national,2018-12,6071139.0,2018,12
total national,2018-11,6485702.0,2018,11
total national,2018-10,9666570.0,2018,10
total national,2018-09,11000902.0,2018,9
total national,2018-08,12500596.0,2018,8
total national,2018-07,11707840.0,2018,7
total national,2018-06,10846347.0,2018,6
total national,2018-05,10040281.0,2018,5
total national,2018-04,8499926.0,2018,4
total national,2018-03,7532288.0,2018,3
total national,2018-02,5826145.0,2018,2
total national,2018-01,5133729.0,2018,1
total national,2017-12,5805767.0,2017,12
total national,2017-11,6068289.0,2017,11
total national,2017-10,9458368.0,2017,10
total national,2017-09,10933324.0,2017,9
total national,2017-08,12338502.0,2017,8
total national,2017-07,11910574.0,2017,7
total national,2017-06,10640606.0,2017,6
total national,2017-05,9844007.0,2017,5
total national,2017-04,9209286.0,2017,4
total national,2017-03,6921086.0,2017,3
total national,2017-02,5689624.0,2017,2
total national,2017-01,4984634.0,2017,1
total national,2016-12,5540097.0,2016,12
total national,2016-11,5786675.0,2016,11
total national,2016-10,9274924.0,2016,10
total national,2016-09,10486719.0,2016,9
total national,2016-08,12187504.0,2016,8
total national,2016-07,11605320.0,2016,7
total national,2016-06,10180427.0,2016,6
total national,2016-05,9569945.0,2016,5
total national,2016-04,7735455.0,2016,4
total national,2016-03,7221796.0,2016,3
total national,2016-02,5561906.0,2016,2
total national,2016-01,4689264.0,2016,1
total national,2015-12,5318037.0,2015,12
total national,2015-11,5509265.0,2015,11
total national,2015-10,8685869.0,2015,10
total national,2015-09,9766395.0,2015,9
total national,2015-08,11747649.0,2015,8
total national,2015-07,10616662.0,2015,7
total national,2015-06,9481768.0,2015,6
total national,2015-05,9087139.0,2015,5
total national,2015-04,7668482.0,2015,4
total national,2015-03,6146078.0,2015,3
total national,2015-02,4937718.0,2015,2
total national,2015-01,4251906.0,2015,1
total national,2014-12,4998810.0,2014,12
total national,2014-11,5144062.0,2014,11
total national,2014-10,7988684.0,2014,10
total national,2014-09,9342635.0,2014,9
total national,2014-08,11228638.0,2014,8
total national,2014-07,9885449.0,2014,7
total national,2014-06,9038987.0,2014,6
total national,2014-05,8518421.0,2014,5
total national,2014-04,7301730.0,2014,4
total national,2014-03,5770836.0,2014,3
total national,2014-02,4657133.0,2014,2
total national,2014-01,3939144.0,2014,1
total national,2025-02,3419893.0,2025,2
total national,2025-01,2919287.0,2025,1
total national,2024-12,3649144.0,2024,12
total national,2024-11,3764839.0,2024,11
total national,2024-10,4524933.0,2024,10
total national,2024-09,5009311.0,2024,9
total national,2024-08,6356384.0,2024,8
total national,2024-07,5748404.0,2024,7
total national,2024-06,5399073.0,2024,6
total national,2024-05,4926356.0,2024,5
total national,2024-04,4190383.0,2024,4
total national,2024-03,4406751.0,2024,3
total national,2024-02,3422317.0,2024,2
total national,2024-01,2919329.0,2024,1
total national,2023-12,3736128.0,2023,12
total national,2023-11,3586759.0,2023,11
total national,2023-10,4589155.0,2023,10
total national,2023-09,5122862.0,2023,9
total national,2023-08,6381789.0,2023,8
total national,2023-07,6012479.0,2023,7
total national,2023-06,5455490.0,2023,6
total national,2023-05,4553381.0,2023,5
total national,2023-04,4983861.0,2023,4
total national,2023-03,3983218.0,2023,3
total national,2023-02,3337995.0,2023,2
total national,2023-01,2964949.0,2023,1
total national,2022-12,3567132.0,2022,12
total national,2022-11,3541109.0,2022,11
total national,2022-10,4657750.0,2022,10
total national,2022-09,5178258.0,2022,9
total national,2022-08,6526507.0,2022,8
total national,2022-07,6075062.0,2022,7
total national,2022-06,5422886.0,2022,6
total national,2022-05,4672236.0,2022,5
total national,2022-04,4733976.0,2022,4
total national,2022-03,3432900.0,2022,3
total national,2022-02,3164177.0,2022,2
total national,2022-01,2342492.0,2022,1
total national,2021-12,3164988.0,2021,12
total national,2021-11,3218059.0,2021,11
total national,2021-10,4590112.0,2021,10
total national,2021-09,4952050.0,2021,9
total national,2021-08,6935006.0,2021,8
total national,2021-07,5772248.0,2021,7
total national,2021-06,4179628.0,2021,6
total national,2021-05,2580060.0,2021,5
total national,2021-04,1559023.0,2021,4
total national,2021-03,1456708.0,2021,3
total national,2021-02,975226.0,2021,2
total national,2021-01,889575.0,2021,1
total national,2020-12,1097429.0,2020,12
total national,2020-11,925018.0,2020,11
total national,2020-10,1917987.0,2020,10
total national,2020-09,2905879.0,2020,9
total national,2020-08,4648568.0,2020,8
total national,2020-07,3271958.0,2020,7
total national,2020-06,824393.0,2020,6
total national,2020-05,84804.0,2020,5
total national,2020-04,0.0,2020,4
total national,2020-03,1455613.0,2020,3
total national,2020-02,3636463.0,2020,2
total national,2020-01,2926703.0,2020,1
total national,2019-12,3577792.0,2019,12
total national,2019-11,3585911.0,2019,11
total national,2019-10,4321124.0,2019,10
total national,2019-09,4809515.0,2019,9
total national,2019-08,6432729.0,2019,8
total national,2019-07,5669457.0,2019,7
total national,2019-06,5183371.0,2019,6
total national,2019-05,4578814.0,2019,5
total national,2019-04,4470668.0,2019,4
total national,2019-03,4033782.0,2019,3
total national,2019-02,3315368.0,2019,2
total national,2019-01,2755656.0,2019,1
total national,2018-12,3494108.0,2018,12
total national,2018-11,3551431.0,2018,11
total national,2018-10,4354922.0,2018,10
total national,2018-09,4840570.0,2018,9
total national,2018-08,6181557.0,2018,8
total national,2018-07,5380698.0,2018,7
total national,2018-06,4868754.0,2018,6
total national,2018-05,4250360.0,2018,5
total national,2018-04,4154873.0,2018,4
total national,2018-03,4136756.0,2018,3
total national,2018-02,3208522.0,2018,2
total national,2018-01,2743159.0,2018,1
total national,2017-12,3461708.0,2017,12
total national,2017-11,3340928.0,2017,11
total national,2017-10,4302582.0,2017,10
total national,2017-09,4762659.0,2017,9
total national,2017-08,5970747.0,2017,8
total national,2017-07,5453609.0,2017,7
total national,2017-06,4785681.0,2017,6
total national,2017-05,4177945.0,2017,5
total national,2017-04,4688384.0,2017,4
total national,2017-03,3706176.0,2017,3
total national,2017-02,3157734.0,2017,2
total national,2017-01,2655015.0,2017,1
total national,2016-12,3231853.0,2016,12
total national,2016-11,3186298.0,2016,11
total national,2016-10,4358634.0,2016,10
total national,2016-09,4672782.0,2016,9
total national,2016-08,5993466.0,2016,8
total national,2016-07,5504356.0,2016,7
total national,2016-06,4723090.0,2016,6
total national,2016-05,4197064.0,2016,5
total national,2016-04,3755761.0,2016,4
total national,2016-03,4110169.0,2016,3
total national,2016-02,3191750.0,2016,2
total national,2016-01,2618022.0,2016,1
total national,2015-12,3220404.0,2015,12
total national,2015-11,3055877.0,2015,11
total national,2015-10,4137843.0,2015,10
total national,2015-09,4504038.0,2015,9
total national,2015-08,5945162.0,2015,8
total national,2015-07,5175659.0,2015,7
total national,2015-06,4587906.0,2015,6
total national,2015-05,4102767.0,2015,5
total national,2015-04,4031142.0,2015,4
total national,2015-03,3490443.0,2015,3
total national,2015-02,2878965.0,2015,2
total national,2015-01,2393392.0,2015,1
total national,2014-12,3062373.0,2014,12
total national,2014-11,2962597.0,2014,11
total national,2014-10,3801189.0,2014,10
total national,2014-09,4271468.0,2014,9
total national,2014-08,5684286.0,2014,8
total national,2014-07,4798578.0,2014,7
total national,2014-06,4270431.0,2014,6
total national,2014-05,3901968.0,2014,5
total national,2014-04,3840663.0,2014,4
total national,2014-03,3161425.0,2014,3
total national,2014-02,2739686.0,2014,2
total national,2014-01,2188084.0,2014,1
total national,2025-02,3120066.0,2025,2
total national,2025-01,2856788.0,2025,1
total national,2024-12,2904344.0,2024,12
total national,2024-11,3406382.0,2024,11
total national,2024-10,6249376.0,2024,10
total national,2024-09,6812069.0,2024,9
total national,2024-08,7229711.0,2024,8
total national,2024-07,6954809.0,2024,7
total national,2024-06,6506010.0,2024,6
total national,2024-05,6850373.0,2024,5
total national,2024-04,5204123.0,2024,4
total national,2024-03,4049427.0,2024,3
total national,2024-02,3089851.0,2024,2
total national,2024-01,2741530.0,2024,1
total national,2023-12,2850010.0,2023,12
total national,2023-11,3212056.0,2023,11
total national,2023-10,5801286.0,2023,10
total national,2023-09,6505010.0,2023,9
total national,2023-08,6884708.0,2023,8
total national,2023-07,6668004.0,2023,7
total national,2023-06,6080059.0,2023,6
total national,2023-05,6026821.0,2023,5
total national,2023-04,4845523.0,2023,4
total national,2023-03,3378146.0,2023,3
total national,2023-02,2629069.0,2023,2
total national,2023-01,2403013.0,2023,1
total national,2022-12,2487423.0,2022,12
total national,2022-11,2743589.0,2022,11
total national,2022-10,5085510.0,2022,10
total national,2022-09,5872047.0,2022,9
total national,2022-08,6363409.0,2022,8
total national,2022-07,6217875.0,2022,7
total national,2022-06,5567582.0,2022,6
total national,2022-05,5248435.0,2022,5
total national,2022-04,3955846.0,2022,4
total national,2022-03,2628498.0,2022,3
total national,2022-02,1969784.0,2022,2
total national,2022-01,1428086.0,2022,1
total national,2021-12,1716964.0,2021,12
total national,2021-11,2173899.0,2021,11
total national,2021-10,3541554.0,2021,10
total national,2021-09,3304007.0,2021,9
total national,2021-08,3473029.0,2021,8
total national,2021-07,2771753.0,2021,7
total national,2021-06,1496439.0,2021,6
total national,2021-05,824057.0,2021,5
total national,2021-04,396696.0,2021,4
total national,2021-03,314013.0,2021,3
total national,2021-02,204009.0,2021,2
total national,2021-01,235026.0,2021,1
total national,2020-12,320386.0,2020,12
total national,2020-11,259904.0,2020,11
total national,2020-10,488772.0,2020,10
total national,2020-09,607415.0,2020,9
total national,2020-08,1275650.0,2020,8
total national,2020-07,1135825.0,2020,7
total national,2020-06,120530.0,2020,6
total national,2020-05,13757.0,2020,5
total national,2020-04,0.0,2020,4
total national,2020-03,1201164.0,2020,3
total national,2020-02,2819939.0,2020,2
total national,2020-01,2650914.0,2020,1
total national,2019-12,2662995.0,2019,12
total national,2019-11,3107299.0,2019,11
total national,2019-10,5451507.0,2019,10
total national,2019-09,6229262.0,2019,9
total national,2019-08,6595367.0,2019,8
total national,2019-07,6455207.0,2019,7
total national,2019-06,6188404.0,2019,6
total national,2019-05,5931136.0,2019,5
total national,2019-04,4668321.0,2019,4
total national,2019-03,3500530.0,2019,3
total national,2019-02,2695930.0,2019,2
total national,2019-01,2495901.0,2019,1
total national,2018-12,2577031.0,2018,12
total national,2018-11,2934271.0,2018,11
total national,2018-10,5311648.0,2018,10
total national,2018-09,6160333.0,2018,9
total national,2018-08,6319039.0,2018,8
total national,2018-07,6327142.0,2018,7
total national,2018-06,5977593.0,2018,6
total national,2018-05,5789920.0,2018,5
total national,2018-04,4345053.0,2018,4
total national,2018-03,3395532.0,2018,3
total national,2018-02,2617623.0,2018,2
total national,2018-01,2390570.0,2018,1
total national,2017-12,2344059.0,2017,12
total national,2017-11,2727362.0,2017,11
total national,2017-10,5155786.0,2017,10
total national,2017-09,6170665.0,2017,9
total national,2017-08,6367755.0,2017,8
total national,2017-07,6456965.0,2017,7
total national,2017-06,5854925.0,2017,6
total national,2017-05,5666062.0,2017,5
total national,2017-04,4520901.0,2017,4
total national,2017-03,3214910.0,2017,3
total national,2017-02,2531890.0,2017,2
total national,2017-01,2329619.0,2017,1
total national,2016-12,2308244.0,2016,12
total national,2016-11,2600378.0,2016,11
total national,2016-10,4916290.0,2016,10
total national,2016-09,5813937.0,2016,9
total national,2016-08,6194038.0,2016,8
total national,2016-07,6100964.0,2016,7
total national,2016-06,5457337.0,2016,6
total national,2016-05,5372881.0,2016,5
total national,2016-04,3979694.0,2016,4
total national,2016-03,3111627.0,2016,3
total national,2016-02,2370156.0,2016,2
total national,2016-01,2071241.0,2016,1
total national,2015-12,2097633.0,2015,12
total national,2015-11,2453388.0,2015,11
total national,2015-10,4548026.0,2015,10
total national,2015-09,5262357.0,2015,9
total national,2015-08,5802487.0,2015,8
total national,2015-07,5441003.0,2015,7
total national,2015-06,4893862.0,2015,6
total national,2015-05,4984371.0,2015,5
total national,2015-04,3637340.0,2015,4
total national,2015-03,2655636.0,2015,3
total national,2015-02,2058753.0,2015,2
total national,2015-01,1858514.0,2015,1
total national,2014-12,1936437.0,2014,12
total national,2014-11,2181465.0,2014,11
total national,2014-10,4187495.0,2014,10
total national,2014-09,5071167.0,2014,9
total national,2014-08,5544353.0,2014,8
total national,2014-07,5086871.0,2014,7
total national,2014-06,4768556.0,2014,6
total national,2014-05,4616453.0,2014,5
total national,2014-04,3461067.0,2014,4
total national,2014-03,2609411.0,2014,3
total national,2014-02,1917447.0,2014,2
total national,2014-01,1751060.0,2014,1
total national,2025-02,18412444.0,2025,2
total national,2025-01,16910798.0,2025,1
total national,2024-12,18033188.0,2024,12
total national,2024-11,20055197.0,2024,11
total national,2024-10,33942709.0,2024,10
total national,2024-09,39040928.0,2024,9
total national,2024-08,47895779.0,2024,8
total national,2024-07,44038012.0,2024,7
total national,2024-06,38226012.0,2024,6
total national,2024-05,35744250.0,2024,5
total national,2024-04,27142842.0,2024,4
total national,2024-03,24533888.0,2024,3
total national,2024-02,18581766.0,2024,2
total national,2024-01,16491597.0,2024,1
total national,2023-12,17913857.0,2023,12
total national,2023-11,19023828.0,2023,11
total national,2023-10,32415687.0,2023,10
total national,2023-09,37980229.0,2023,9
total national,2023-08,46695607.0,2023,8
total national,2023-07,43109417.0,2023,7
total national,2023-06,36255025.0,2023,6
total national,2023-05,32187667.0,2023,5
total national,2023-04,28046754.0,2023,4
total national,2023-03,20597741.0,2023,3
total national,2023-02,16816547.0,2023,2
total national,2023-01,15472477.0,2023,1
total national,2022-12,16627833.0,2022,12
total national,2022-11,17661676.0,2022,11
total national,2022-10,29865924.0,2022,10
total national,2022-09,35999861.0,2022,9
total national,2022-08,46140100.0,2022,8
total national,2022-07,42121775.0,2022,7
total national,2022-06,35111326.0,2022,6
total national,2022-05,29785395.0,2022,5
total national,2022-04,25197638.0,2022,4
total national,2022-03,17632648.0,2022,3
total national,2022-02,13623546.0,2022,2
total national,2022-01,10598385.0,2022,1
total national,2021-12,13220155.0,2021,12
total national,2021-11,14930647.0,2021,11
total national,2021-10,23935219.0,2021,10
total national,2021-09,25679512.0,2021,9
total national,2021-08,34460041.0,2021,8
total national,2021-07,26351353.0,2021,7
total national,2021-06,14259621.0,2021,6
total national,2021-05,7342738.0,2021,5
total national,2021-04,4142415.0,2021,4
total national,2021-03,3588559.0,2021,3
total national,2021-02,2436961.0,2021,2
total national,2021-01,2459473.0,2021,1
total national,2020-12,3245991.0,2020,12
total national,2020-11,2874269.0,2020,11
total national,2020-10,5128825.0,2020,10
total national,2020-09,8219094.0,2020,9
total national,2020-08,16927211.0,2020,8
total national,2020-07,11731245.0,2020,7
total national,2020-06,1870057.0,2020,6
total national,2020-05,271149.0,2020,5
total national,2020-04,0.0,2020,4
total national,2020-03,8372820.0,2020,3
total national,2020-02,17614206.0,2020,2
total national,2020-01,15968171.0,2020,1
total national,2019-12,16966744.0,2019,12
total national,2019-11,18339394.0,2019,11
total national,2019-10,30363238.0,2019,10
total national,2019-09,37572668.0,2019,9
total national,2019-08,47059511.0,2019,8
total national,2019-07,43199530.0,2019,7
total national,2019-06,37163185.0,2019,6
total national,2019-05,31905788.0,2019,5
total national,2019-04,26808982.0,2019,4
total national,2019-03,21520914.0,2019,3
total national,2019-02,16589486.0,2019,2
total national,2019-01,15506154.0,2019,1
total national,2018-12,16655848.0,2018,12
total national,2018-11,18261076.0,2018,11
total national,2018-10,31132356.0,2018,10
total national,2018-09,37768667.0,2018,9
total national,2018-08,46306240.0,2018,8
total national,2018-07,42717096.0,2018,7
total national,2018-06,36168465.0,2018,6
total national,2018-05,31921157.0,2018,5
total national,2018-04,25207350.0,2018,4
total national,2018-03,21918931.0,2018,3
total national,2018-02,16527859.0,2018,2
total national,2018-01,15395882.0,2018,1
total national,2017-12,16211799.0,2017,12
total national,2017-11,17537436.0,2017,11
total national,2017-10,30898617.0,2017,10
total national,2017-09,37961599.0,2017,9
total national,2017-08,46657187.0,2017,8
total national,2017-07,43624461.0,2017,7
total national,2017-06,36646402.0,2017,6
total national,2017-05,31439920.0,2017,5
total national,2017-04,27549426.0,2017,4
total national,2017-03,20508641.0,2017,3
total national,2017-02,16346534.0,2017,2
total national,2017-01,15200690.0,2017,1
total national,2016-12,16013165.0,2016,12
total national,2016-11,17134705.0,2016,11
total national,2016-10,30587997.0,2016,10
total national,2016-09,37218422.0,2016,9
total national,2016-08,46502956.0,2016,8
total national,2016-07,42948946.0,2016,7
total national,2016-06,34430872.0,2016,6
total national,2016-05,30401275.0,2016,5
total national,2016-04,23056973.0,2016,4
total national,2016-03,22022933.0,2016,3
total national,2016-02,16379849.0,2016,2
total national,2016-01,14470851.0,2016,1
total national,2015-12,15043365.0,2015,12
total national,2015-11,15862738.0,2015,11
total national,2015-10,28073790.0,2015,10
total national,2015-09,34918861.0,2015,9
total national,2015-08,44813404.0,2015,8
total national,2015-07,39850064.0,2015,7
total national,2015-06,32092513.0,2015,6
total national,2015-05,28041622.0,2015,5
total national,2015-04,23087381.0,2015,4
total national,2015-03,18596568.0,2015,3
total national,2015-02,14513335.0,2015,2
total national,2015-01,13342087.0,2015,1
total national,2014-12,14041916.0,2014,12
total national,2014-11,15113125.0,2014,11
total national,2014-10,26243441.0,2014,10
total national,2014-09,33858937.0,2014,9
total national,2014-08,42991384.0,2014,8
total national,2014-07,37641540.0,2014,7
total national,2014-06,31567799.0,2014,6
total national,2014-05,26691702.0,2014,5
total national,2014-04,22298622.0,2014,4
total national,2014-03,18129451.0,2014,3
total national,2014-02,13875208.0,2014,2
total national,2014-01,12807505.0,2014,1
total national,2025-02,6567323.0,2025,2
total national,2025-01,5735585.0,2025,1
total national,2024-12,7212015.0,2024,12
total national,2024-11,7641047.0,2024,11
total national,2024-10,9668865.0,2024,10
total national,2024-09,11701195.0,2024,9
total national,2024-08,17325504.0,2024,8
total national,2024-07,14790887.0,2024,7
total national,2024-06,12257046.0,2024,6
total national,2024-05,10580572.0,2024,5
total national,2024-04,8911869.0,2024,4
total national,2024-03,9355737.0,2024,3
total national,2024-02,6774732.0,2024,2
total national,2024-01,5762176.0,2024,1
total national,2023-12,7363463.0,2023,12
total national,2023-11,6957475.0,2023,11
total national,2023-10,9662174.0,2023,10
total national,2023-09,11783151.0,2023,9
total national,2023-08,17548462.0,2023,8
total national,2023-07,15303797.0,2023,7
total national,2023-06,12216070.0,2023,6
total national,2023-05,9784069.0,2023,5
total national,2023-04,10749390.0,2023,4
total national,2023-03,8037671.0,2023,3
total national,2023-02,6508332.0,2023,2
total national,2023-01,5810812.0,2023,1
total national,2022-12,7121128.0,2022,12
total national,2022-11,7046984.0,2022,11
total national,2022-10,9771323.0,2022,10
total national,2022-09,12065204.0,2022,9
total national,2022-08,18268800.0,2022,8
total national,2022-07,15608687.0,2022,7
total national,2022-06,12216496.0,2022,6
total national,2022-05,10052067.0,2022,5
total national,2022-04,10260559.0,2022,4
total national,2022-03,7071757.0,2022,3
total national,2022-02,6018570.0,2022,2
total national,2022-01,4536018.0,2022,1
total national,2021-12,6316273.0,2021,12
total national,2021-11,6088018.0,2021,11
total national,2021-10,9526090.0,2021,10
total national,2021-09,11812962.0,2021,9
total national,2021-08,19570475.0,2021,8
total national,2021-07,14839925.0,2021,7
total national,2021-06,8961374.0,2021,6
total national,2021-05,4695099.0,2021,5
total national,2021-04,2841406.0,2021,4
total national,2021-03,2591447.0,2021,3
total national,2021-02,1774784.0,2021,2
total national,2021-01,1682063.0,2021,1
total national,2020-12,2023056.0,2020,12
total national,2020-11,1799183.0,2020,11
total national,2020-10,3758168.0,2020,10
total national,2020-09,6393060.0,2020,9
total national,2020-08,12058039.0,2020,8
total national,2020-07,7561439.0,2020,7
total national,2020-06,1548421.0,2020,6
total national,2020-05,220577.0,2020,5
total national,2020-04,0.0,2020,4
total national,2020-03,3080076.0,2020,3
total national,2020-02,7003972.0,2020,2
total national,2020-01,5705057.0,2020,1
total national,2019-12,7026688.0,2019,12
total national,2019-11,7200004.0,2019,11
total national,2019-10,8784169.0,2019,10
total national,2019-09,11541054.0,2019,9
total national,2019-08,18245766.0,2019,8
total national,2019-07,14871768.0,2019,7
total national,2019-06,11606159.0,2019,6
total national,2019-05,9830228.0,2019,5
total national,2019-04,10124829.0,2019,4
total national,2019-03,8482404.0,2019,3
total national,2019-02,6396288.0,2019,2
total national,2019-01,5499882.0,2019,1
total national,2018-12,6953070.0,2018,12
total national,2018-11,7155122.0,2018,11
total national,2018-10,9285954.0,2018,10
total national,2018-09,11410767.0,2018,9
total national,2018-08,17534070.0,2018,8
total national,2018-07,14185066.0,2018,7
total national,2018-06,10857338.0,2018,6
total national,2018-05,9188503.0,2018,5
total national,2018-04,9259508.0,2018,4
total national,2018-03,8972022.0,2018,3
total national,2018-02,6238722.0,2018,2
total national,2018-01,5459601.0,2018,1
total national,2017-12,6983672.0,2017,12
total national,2017-11,6723998.0,2017,11
total national,2017-10,9259019.0,2017,10
total national,2017-09,11355257.0,2017,9
total national,2017-08,17063116.0,2017,8
total national,2017-07,14336386.0,2017,7
total national,2017-06,10850740.0,2017,6
total national,2017-05,9023683.0,2017,5
total national,2017-04,10757733.0,2017,4
total national,2017-03,7938883.0,2017,3
total national,2017-02,6225212.0,2017,2
total national,2017-01,5316890.0,2017,1
total national,2016-12,6581936.0,2016,12
total national,2016-11,6476574.0,2016,11
total national,2016-10,9442129.0,2016,10
total national,2016-09,11216422.0,2016,9
total national,2016-08,17245641.0,2016,8
total national,2016-07,14586701.0,2016,7
total national,2016-06,10350864.0,2016,6
total national,2016-05,8999173.0,2016,5
total national,2016-04,7980979.0,2016,4
total national,2016-03,9419601.0,2016,3
total national,2016-02,6510315.0,2016,2
total national,2016-01,5428798.0,2016,1
total national,2015-12,6344526.0,2015,12
total national,2015-11,5860457.0,2015,11
total national,2015-10,8586116.0,2015,10
total national,2015-09,10930759.0,2015,9
total national,2015-08,17276215.0,2015,8
total national,2015-07,13870398.0,2015,7
total national,2015-06,10571055.0,2015,6
total national,2015-05,8808445.0,2015,5
total national,2015-04,9487491.0,2015,4
total national,2015-03,7716464.0,2015,3
total national,2015-02,5821275.0,2015,2
total national,2015-01,4981703.0,2015,1
total national,2014-12,6055408.0,2014,12
total national,2014-11,6063282.0,2014,11
total national,2014-10,8177902.0,2014,10
total national,2014-09,10553437.0,2014,9
total national,2014-08,16450856.0,2014,8
total national,2014-07,12942831.0,2014,7
total national,2014-06,9869795.0,2014,6
total national,2014-05,8560446.0,2014,5
total national,2014-04,9014634.0,2014,4
total national,2014-03,7037862.0,2014,3
total national,2014-02,5456934.0,2014,2
total national,2014-01,4546501.0,2014,1
total national,2025-02,11845120.0,2025,2
total national,2025-01,11175213.0,2025,1
total national,2024-12,10821173.0,2024,12
total national,2024-11,12414150.0,2024,11
total national,2024-10,24273845.0,2024,10
total national,2024-09,27339733.0,2024,9
total national,2024-08,30570274.0,2024,8
total national,2024-07,29247125.0,2024,7
total national,2024-06,25968966.0,2024,6
total national,2024-05,25163678.0,2024,5
total national,2024-04,18230973.0,2024,4
total national,2024-03,15178150.0,2024,3
total national,2024-02,11807033.0,2024,2
total national,2024-01,10729421.0,2024,1
total national,2023-12,10550395.0,2023,12
total national,2023-11,12066353.0,2023,11
total national,2023-10,22753513.0,2023,10
total national,2023-09,26197078.0,2023,9
total national,2023-08,29147145.0,2023,8
total national,2023-07,27805620.0,2023,7
total national,2023-06,24038955.0,2023,6
total national,2023-05,22403599.0,2023,5
total national,2023-04,17297363.0,2023,4
total national,2023-03,12560069.0,2023,3
total national,2023-02,10308214.0,2023,2
total national,2023-01,9661665.0,2023,1
total national,2022-12,9506705.0,2022,12
total national,2022-11,10614692.0,2022,11
total national,2022-10,20094601.0,2022,10
total national,2022-09,23934658.0,2022,9
total national,2022-08,27871300.0,2022,8
total national,2022-07,26513088.0,2022,7
total national,2022-06,22894830.0,2022,6
total national,2022-05,19733328.0,2022,5
total national,2022-04,14937079.0,2022,4
total national,2022-03,10560891.0,2022,3
total national,2022-02,7604976.0,2022,2
total national,2022-01,6062368.0,2022,1
total national,2021-12,6903882.0,2021,12
total national,2021-11,8842628.0,2021,11
total national,2021-10,14409129.0,2021,10
total national,2021-09,13866550.0,2021,9
total national,2021-08,14889566.0,2021,8
total national,2021-07,11511428.0,2021,7
total national,2021-06,5298248.0,2021,6
total national,2021-05,2647639.0,2021,5
total national,2021-04,1301009.0,2021,4
total national,2021-03,997112.0,2021,3
total national,2021-02,662177.0,2021,2
total national,2021-01,777409.0,2021,1
total national,2020-12,1222935.0,2020,12
total national,2020-11,1075086.0,2020,11
total national,2020-10,1370657.0,2020,10
total national,2020-09,1826034.0,2020,9
total national,2020-08,4869172.0,2020,8
total national,2020-07,4169806.0,2020,7
total national,2020-06,321636.0,2020,6
total national,2020-05,50571.0,2020,5
total national,2020-04,0.0,2020,4
total national,2020-03,5292744.0,2020,3
total national,2020-02,10610233.0,2020,2
total national,2020-01,10263114.0,2020,1
total national,2019-12,9940055.0,2019,12
total national,2019-11,11139390.0,2019,11
total national,2019-10,21579069.0,2019,10
total national,2019-09,26031614.0,2019,9
total national,2019-08,28813745.0,2019,8
total national,2019-07,28327761.0,2019,7
