region,period,total,year,month
total national,2024-10,424160.0,2024,10
total national,2024-09,482574.0,2024,9
total national,2024-08,687907.0,2024,8
total national,2024-07,559284.0,2024,7
total national,2024-06,456854.0,2024,6
total national,2024-05,442460.0,2024,5
total national,2024-04,350649.0,2024,4
total national,2024-03,363288.0,2024,3
total national,2024-02,210124.0,2024,2
total national,2024-01,156492.0,2024,1
total national,2023-12,347975.0,2023,12
total national,2023-11,261722.0,2023,11
total national,2023-10,400646.0,2023,10
total national,2023-09,481548.0,2023,9
total national,2023-08,665755.0,2023,8
total national,2023-07,572210.0,2023,7
total national,2023-06,437016.0,2023,6
total national,2023-05,368573.0,2023,5
total national,2023-04,460666.0,2023,4
total national,2023-03,268598.0,2023,3
total national,2023-02,217686.0,2023,2
total national,2023-01,165458.0,2023,1
total national,2022-12,314339.0,2022,12
total national,2022-11,250980.0,2022,11
total national,2022-10,400062.0,2022,10
total national,2022-09,439050.0,2022,9
total national,2022-08,646185.0,2022,8
total national,2022-07,569042.0,2022,7
total national,2022-06,412181.0,2022,6
total national,2022-05,365553.0,2022,5
total national,2022-04,412860.0,2022,4
total national,2022-03,227429.0,2022,3
total national,2022-02,212691.0,2022,2
total national,2022-01,145193.0,2022,1
total national,2021-12,288182.0,2021,12
total national,2021-11,248744.0,2021,11
total national,2021-10,439833.0,2021,10
total national,2021-09,425742.0,2021,9
total national,2021-08,640477.0,2021,8
total national,2021-07,525007.0,2021,7
total national,2021-06,318030.0,2021,6
total national,2021-05,199371.0,2021,5
total national,2021-04,127464.0,2021,4
total national,2021-03,99362.0,2021,3
total national,2021-02,34355.0,2021,2
total national,2021-01,33313.0,2021,1
total national,2020-12,85687.0,2020,12
total national,2020-11,41937.0,2020,11
total national,2020-10,162686.0,2020,10
total national,2020-09,259925.0,2020,9
total national,2020-08,535842.0,2020,8
total national,2020-07,428995.0,2020,7
total national,2020-06,116497.0,2020,6
total national,2020-05,8005.0,2020,5
total national,2020-04,0.0,2020,4
total national,2020-03,56332.0,2020,3
total national,2020-02,226830.0,2020,2
total national,2020-01,160172.0,2020,1
total national,2019-12,341850.0,2019,12
total national,2019-11,300454.0,2019,11
total national,2019-10,374023.0,2019,10
total national,2019-09,419287.0,2019,9
total national,2019-08,655937.0,2019,8
total national,2019-07,515634.0,2019,7
total national,2019-06,439082.0,2019,6
total national,2019-05,367754.0,2019,5
total national,2019-04,382344.0,2019,4
total national,2019-03,288532.0,2019,3
total national,2019-02,197124.0,2019,2
total national,2019-01,139376.0,2019,1
total national,2018-12,334370.0,2018,12
total national,2018-11,281690.0,2018,11
total national,2018-10,378284.0,2018,10
total national,2018-09,422060.0,2018,9
total national,2018-08,617971.0,2018,8
total national,2018-07,481751.0,2018,7
total national,2018-06,406187.0,2018,6
total national,2018-05,341270.0,2018,5
total national,2018-04,341465.0,2018,4
total national,2018-03,327077.0,2018,3
total national,2018-02,188874.0,2018,2
total national,2018-01,139670.0,2018,1
total national,2017-12,330528.0,2017,12
total national,2017-11,227661.0,2017,11
total national,2017-10,351998.0,2017,10
total national,2017-09,404320.0,2017,9
total national,2017-08,578524.0,2017,8
total national,2017-07,489067.0,2017,7
total national,2017-06,376799.0,2017,6
total national,2017-05,312772.0,2017,5
total national,2017-04,413792.0,2017,4
total national,2017-03,240397.0,2017,3
total national,2017-02,190824.0,2017,2
total national,2017-01,133292.0,2017,1
total national,2024-10,299562.0,2024,10
total national,2024-09,325571.0,2024,9
total national,2024-08,514419.0,2024,8
total national,2024-07,393927.0,2024,7
total national,2024-06,322038.0,2024,6
total national,2024-05,297893.0,2024,5
total national,2024-04,241930.0,2024,4
total national,2024-03,302420.0,2024,3
total national,2024-02,178117.0,2024,2
total national,2024-01,131986.0,2024,1
total national,2023-12,316100.0,2023,12
total national,2023-11,226985.0,2023,11
total national,2023-10,298781.0,2023,10
total national,2023-09,339055.0,2023,9
total national,2023-08,503883.0,2023,8
total national,2023-07,419329.0,2023,7
total national,2023-06,320218.0,2023,6
total national,2023-05,252139.0,2023,5
total national,2023-04,361386.0,2023,4
total national,2023-03,219934.0,2023,3
total national,2023-02,186468.0,2023,2
total national,2023-01,142557.0,2023,1
total national,2022-12,287135.0,2022,12
total national,2022-11,220345.0,2022,11
total national,2022-10,316430.0,2022,10
total national,2022-09,324863.0,2022,9
total national,2022-08,509865.0,2022,8
total national,2022-07,442090.0,2022,7
total national,2022-06,310336.0,2022,6
total national,2022-05,269644.0,2022,5
total national,2022-04,340667.0,2022,4
total national,2022-03,192243.0,2022,3
total national,2022-02,188916.0,2022,2
total national,2022-01,129084.0,2022,1
total national,2021-12,267455.0,2021,12
total national,2021-11,222429.0,2021,11
total national,2021-10,368062.0,2021,10
total national,2021-09,339826.0,2021,9
total national,2021-08,550263.0,2021,8
total national,2021-07,444624.0,2021,7
total national,2021-06,273018.0,2021,6
total national,2021-05,168571.0,2021,5
total national,2021-04,115622.0,2021,4
total national,2021-03,92575.0,2021,3
total national,2021-02,31942.0,2021,2
total national,2021-01,30598.0,2021,1
total national,2020-12,80114.0,2020,12
total national,2020-11,0.0,2020,11
total national,2020-10,151171.0,2020,10
total national,2020-09,241882.0,2020,9
total national,2020-08,493393.0,2020,8
total national,2020-07,387241.0,2020,7
total national,2020-06,113624.0,2020,6
total national,2020-05,0.0,2020,5
total national,2020-04,0.0,2020,4
total national,2020-03,45841.0,2020,3
total national,2020-02,200636.0,2020,2
total national,2020-01,140927.0,2020,1
total national,2019-12,313967.0,2019,12
total national,2019-11,271157.0,2019,11
total national,2019-10,291487.0,2019,10
total national,2019-09,296409.0,2019,9
total national,2019-08,513135.0,2019,8
total national,2019-07,390209.0,2019,7
total national,2019-06,334150.0,2019,6
total national,2019-05,271622.0,2019,5
total national,2019-04,309069.0,2019,4
total national,2019-03,249268.0,2019,3
total national,2019-02,172002.0,2019,2
total national,2019-01,121099.0,2019,1
total national,2018-12,309788.0,2018,12
total national,2018-11,254291.0,2018,11
total national,2018-10,295083.0,2018,10
total national,2018-09,309483.0,2018,9
total national,2018-08,478559.0,2018,8
total national,2018-07,355468.0,2018,7
total national,2018-06,308092.0,2018,6
total national,2018-05,238474.0,2018,5
total national,2018-04,272291.0,2018,4
total national,2018-03,286691.0,2018,3
total national,2018-02,165555.0,2018,2
total national,2018-01,122354.0,2018,1
total national,2017-12,308404.0,2017,12
total national,2017-11,200857.0,2017,11
total national,2017-10,275768.0,2017,10
total national,2017-09,295266.0,2017,9
total national,2017-08,454211.0,2017,8
total national,2017-07,374218.0,2017,7
total national,2017-06,286697.0,2017,6
total national,2017-05,226050.0,2017,5
total national,2017-04,347184.0,2017,4
total national,2017-03,210366.0,2017,3
total national,2017-02,168635.0,2017,2
total national,2017-01,117588.0,2017,1
total national,2024-10,124598.0,2024,10
total national,2024-09,157003.0,2024,9
total national,2024-08,173488.0,2024,8
total national,2024-07,165357.0,2024,7
total national,2024-06,134815.0,2024,6
total national,2024-05,144566.0,2024,5
total national,2024-04,108719.0,2024,4
total national,2024-03,60869.0,2024,3
total national,2024-02,32007.0,2024,2
total national,2024-01,24506.0,2024,1
total national,2023-12,31875.0,2023,12
total national,2023-11,34738.0,2023,11
total national,2023-10,101864.0,2023,10
total national,2023-09,142493.0,2023,9
total national,2023-08,161872.0,2023,8
total national,2023-07,152880.0,2023,7
total national,2023-06,116798.0,2023,6
total national,2023-05,116434.0,2023,5
total national,2023-04,99280.0,2023,4
total national,2023-03,48664.0,2023,3
total national,2023-02,31218.0,2023,2
total national,2023-01,22900.0,2023,1
total national,2022-12,27204.0,2022,12
total national,2022-11,30634.0,2022,11
total national,2022-10,83632.0,2022,10
total national,2022-09,114187.0,2022,9
total national,2022-08,136319.0,2022,8
total national,2022-07,126952.0,2022,7
total national,2022-06,101845.0,2022,6
total national,2022-05,95909.0,2022,5
total national,2022-04,72193.0,2022,4
total national,2022-03,35186.0,2022,3
total national,2022-02,23776.0,2022,2
total national,2022-01,16109.0,2022,1
total national,2021-12,20726.0,2021,12
total national,2021-11,26315.0,2021,11
total national,2021-10,71771.0,2021,10
total national,2021-09,85916.0,2021,9
total national,2021-08,90213.0,2021,8
total national,2021-07,80383.0,2021,7
total national,2021-06,45012.0,2021,6
total national,2021-05,30800.0,2021,5
total national,2021-04,11842.0,2021,4
total national,2021-03,6787.0,2021,3
total national,2021-02,2412.0,2021,2
total national,2021-01,2715.0,2021,1
total national,2020-12,5573.0,2020,12
total national,2020-11,0.0,2020,11
total national,2020-10,11515.0,2020,10
total national,2020-09,18043.0,2020,9
total national,2020-08,42449.0,2020,8
total national,2020-07,41754.0,2020,7
total national,2020-06,2874.0,2020,6
total national,2020-05,0.0,2020,5
total national,2020-04,0.0,2020,4
total national,2020-03,10491.0,2020,3
total national,2020-02,26194.0,2020,2
total national,2020-01,19245.0,2020,1
total national,2019-12,27883.0,2019,12
total national,2019-11,29297.0,2019,11
total national,2019-10,82537.0,2019,10
total national,2019-09,122879.0,2019,9
total national,2019-08,142802.0,2019,8
total national,2019-07,125425.0,2019,7
total national,2019-06,104933.0,2019,6
total national,2019-05,96131.0,2019,5
total national,2019-04,73275.0,2019,4
total national,2019-03,39265.0,2019,3
total national,2019-02,25122.0,2019,2
total national,2019-01,18277.0,2019,1
total national,2018-12,24582.0,2018,12
total national,2018-11,27399.0,2018,11
total national,2018-10,83201.0,2018,10
total national,2018-09,112577.0,2018,9
total national,2018-08,139412.0,2018,8
total national,2018-07,126283.0,2018,7
total national,2018-06,98095.0,2018,6
total national,2018-05,102796.0,2018,5
total national,2018-04,69174.0,2018,4
total national,2018-03,40386.0,2018,3
total national,2018-02,23319.0,2018,2
total national,2018-01,17316.0,2018,1
total national,2017-12,22125.0,2017,12
total national,2017-11,26805.0,2017,11
total national,2017-10,76230.0,2017,10
total national,2017-09,109054.0,2017,9
total national,2017-08,124314.0,2017,8
total national,2017-07,114849.0,2017,7
total national,2017-06,90102.0,2017,6
total national,2017-05,86723.0,2017,5
total national,2017-04,66608.0,2017,4
total national,2017-03,30031.0,2017,3
total national,2017-02,22189.0,2017,2
total national,2017-01,15703.0,2017,1
total national,2024-10,990897.0,2024,10
total national,2024-09,1223901.0,2024,9
total national,2024-08,2408872.0,2024,8
total national,2024-07,1728726.0,2024,7
total national,2024-06,1118696.0,2024,6
total national,2024-05,1029736.0,2024,5
total national,2024-04,821393.0,2024,4
total national,2024-03,925051.0,2024,3
total national,2024-02,486851.0,2024,2
total national,2024-01,380798.0,2024,1
total national,2023-12,926332.0,2023,12
total national,2023-11,599971.0,2023,11
total national,2023-10,997705.0,2023,10
total national,2023-09,1223837.0,2023,9
total national,2023-08,2443781.0,2023,8
total national,2023-07,1765836.0,2023,7
total national,2023-06,1059068.0,2023,6
total national,2023-05,882073.0,2023,5
total national,2023-04,1168732.0,2023,4
total national,2023-03,622575.0,2023,3
total national,2023-02,513034.0,2023,2
total national,2023-01,410555.0,2023,1
total national,2022-12,800370.0,2022,12
total national,2022-11,564253.0,2022,11
total national,2022-10,960252.0,2022,10
total national,2022-09,1121535.0,2022,9
total national,2022-08,2457493.0,2022,8
total national,2022-07,1816916.0,2022,7
total national,2022-06,1041399.0,2022,6
total national,2022-05,846342.0,2022,5
total national,2022-04,1084253.0,2022,4
total national,2022-03,525684.0,2022,3
total national,2022-02,490532.0,2022,2
total national,2022-01,361309.0,2022,1
total national,2021-12,765811.0,2021,12
total national,2021-11,570823.0,2021,11
total national,2021-10,1095321.0,2021,10
total national,2021-09,1116298.0,2021,9
total national,2021-08,2453153.0,2021,8
total national,2021-07,1705124.0,2021,7
total national,2021-06,798997.0,2021,6
total national,2021-05,464569.0,2021,5
total national,2021-04,330931.0,2021,4
total national,2021-03,251495.0,2021,3
total national,2021-02,114811.0,2021,2
total national,2021-01,111841.0,2021,1
total national,2020-12,227904.0,2020,12
total national,2020-11,130492.0,2020,11
total national,2020-10,398249.0,2020,10
total national,2020-09,673666.0,2020,9
total national,2020-08,2109993.0,2020,8
total national,2020-07,1451102.0,2020,7
total national,2020-06,277689.0,2020,6
total national,2020-05,37322.0,2020,5
total national,2020-04,0.0,2020,4
total national,2020-03,149317.0,2020,3
total national,2020-02,493030.0,2020,2
total national,2020-01,365838.0,2020,1
total national,2019-12,877322.0,2019,12
total national,2019-11,644452.0,2019,11
total national,2019-10,833536.0,2019,10
total national,2019-09,1063493.0,2019,9
total national,2019-08,2403090.0,2019,8
total national,2019-07,1624956.0,2019,7
total national,2019-06,1054793.0,2019,6
total national,2019-05,850262.0,2019,5
total national,2019-04,1018402.0,2019,4
total national,2019-03,618980.0,2019,3
total national,2019-02,414959.0,2019,2
total national,2019-01,321785.0,2019,1
total national,2018-12,872014.0,2018,12
total national,2018-11,623269.0,2018,11
total national,2018-10,905675.0,2018,10
total national,2018-09,1052592.0,2018,9
total national,2018-08,2310609.0,2018,8
total national,2018-07,1542610.0,2018,7
total national,2018-06,975249.0,2018,6
total national,2018-05,794924.0,2018,5
total national,2018-04,815378.0,2018,4
total national,2018-03,823845.0,2018,3
total national,2018-02,419586.0,2018,2
total national,2018-01,321955.0,2018,1
total national,2017-12,866384.0,2017,12
total national,2017-11,492787.0,2017,11
total national,2017-10,871649.0,2017,10
total national,2017-09,1027460.0,2017,9
total national,2017-08,2250173.0,2017,8
total national,2017-07,1547657.0,2017,7
total national,2017-06,900433.0,2017,6
total national,2017-05,723110.0,2017,5
total national,2017-04,1093410.0,2017,4
total national,2017-03,516944.0,2017,3
total national,2017-02,419697.0,2017,2
total national,2017-01,324067.0,2017,1
total national,2024-10,623301.0,2024,10
total national,2024-09,754764.0,2024,9
total national,2024-08,1751586.0,2024,8
total national,2024-07,1133426.0,2024,7
total national,2024-06,705421.0,2024,6
total national,2024-05,613568.0,2024,5
total national,2024-04,503560.0,2024,4
total national,2024-03,727352.0,2024,3
total national,2024-02,373429.0,2024,2
total national,2024-01,287474.0,2024,1
total national,2023-12,824214.0,2023,12
total national,2023-11,482142.0,2023,11
total national,2023-10,678116.0,2023,10
total national,2023-09,789567.0,2023,9
total national,2023-08,1817057.0,2023,8
total national,2023-07,1203718.0,2023,7
total national,2023-06,694106.0,2023,6
total national,2023-05,536404.0,2023,5
total national,2023-04,880534.0,2023,4
total national,2023-03,463786.0,2023,3
total national,2023-02,392946.0,2023,2
total national,2023-01,318018.0,2023,1
total national,2022-12,708166.0,2022,12
total national,2022-11,463320.0,2022,11
total national,2022-10,691727.0,2022,10
total national,2022-09,756911.0,2022,9
total national,2022-08,1891900.0,2022,8
total national,2022-07,1315048.0,2022,7
total national,2022-06,705069.0,2022,6
total national,2022-05,562395.0,2022,5
total national,2022-04,844997.0,2022,4
total national,2022-03,401818.0,2022,3
total national,2022-02,401448.0,2022,2
total national,2022-01,293461.0,2022,1
total national,2021-12,681559.0,2021,12
total national,2021-11,464356.0,2021,11
total national,2021-10,851907.0,2021,10
total national,2021-09,820659.0,2021,9
total national,2021-08,2082378.0,2021,8
total national,2021-07,1398478.0,2021,7
total national,2021-06,639844.0,2021,6
total national,2021-05,353683.0,2021,5
total national,2021-04,283682.0,2021,4
total national,2021-03,219642.0,2021,3
total national,2021-02,91154.0,2021,2
total national,2021-01,92474.0,2021,1
total national,2020-12,203466.0,2020,12
total national,2020-11,0.0,2020,11
total national,2020-10,359394.0,2020,10
total national,2020-09,619362.0,2020,9
total national,2020-08,1931050.0,2020,8
total national,2020-07,1290945.0,2020,7
total national,2020-06,268569.0,2020,6
total national,2020-05,0.0,2020,5
total national,2020-04,0.0,2020,4
total national,2020-03,101420.0,2020,3
total national,2020-02,391086.0,2020,2
total national,2020-01,289188.0,2020,1
total national,2019-12,776363.0,2019,12
total national,2019-11,543782.0,2019,11
total national,2019-10,570230.0,2019,10
total national,2019-09,669151.0,2019,9
total national,2019-08,1785166.0,2019,8
total national,2019-07,1092819.0,2019,7
total national,2019-06,697327.0,2019,6
total national,2019-05,553155.0,2019,5
total national,2019-04,768872.0,2019,4
total national,2019-03,486163.0,2019,3
total national,2019-02,326585.0,2019,2
total national,2019-01,251440.0,2019,1
total national,2018-12,784980.0,2018,12
total national,2018-11,530099.0,2018,11
total national,2018-10,626720.0,2018,10
total national,2018-09,674832.0,2018,9
total national,2018-08,1688517.0,2018,8
total national,2018-07,1006319.0,2018,7
total national,2018-06,636879.0,2018,6
total national,2018-05,473314.0,2018,5
total national,2018-04,590474.0,2018,4
total national,2018-03,671497.0,2018,3
total national,2018-02,322464.0,2018,2
total national,2018-01,245173.0,2018,1
total national,2017-12,783207.0,2017,12
total national,2017-11,395854.0,2017,11
total national,2017-10,598195.0,2017,10
total national,2017-09,659315.0,2017,9
total national,2017-08,1689173.0,2017,8
total national,2017-07,1060164.0,2017,7
total national,2017-06,593649.0,2017,6
total national,2017-05,453997.0,2017,5
total national,2017-04,861071.0,2017,4
total national,2017-03,400765.0,2017,3
total national,2017-02,328512.0,2017,2
total national,2017-01,251917.0,2017,1
total national,2024-10,367596.0,2024,10
total national,2024-09,469137.0,2024,9
total national,2024-08,657286.0,2024,8
total national,2024-07,595300.0,2024,7
total national,2024-06,413275.0,2024,6
total national,2024-05,416168.0,2024,5
total national,2024-04,317834.0,2024,4
total national,2024-03,197700.0,2024,3
total national,2024-02,113422.0,2024,2
total national,2024-01,93324.0,2024,1
total national,2023-12,102118.0,2023,12
total national,2023-11,117830.0,2023,11
total national,2023-10,319589.0,2023,10
total national,2023-09,434270.0,2023,9
total national,2023-08,626724.0,2023,8
total national,2023-07,562118.0,2023,7
total national,2023-06,364962.0,2023,6
total national,2023-05,345669.0,2023,5
total national,2023-04,288198.0,2023,4
total national,2023-03,158789.0,2023,3
total national,2023-02,120089.0,2023,2
total national,2023-01,92537.0,2023,1
total national,2022-12,92204.0,2022,12
total national,2022-11,100934.0,2022,11
total national,2022-10,268525.0,2022,10
total national,2022-09,364625.0,2022,9
total national,2022-08,565594.0,2022,8
total national,2022-07,501868.0,2022,7
total national,2022-06,336330.0,2022,6
total national,2022-05,283946.0,2022,5
total national,2022-04,239256.0,2022,4
total national,2022-03,123866.0,2022,3
total national,2022-02,89084.0,2022,2
total national,2022-01,67848.0,2022,1
total national,2021-12,84253.0,2021,12
total national,2021-11,106467.0,2021,11
total national,2021-10,243414.0,2021,10
total national,2021-09,295639.0,2021,9
total national,2021-08,370775.0,2021,8
total national,2021-07,306646.0,2021,7
total national,2021-06,159153.0,2021,6
total national,2021-05,110886.0,2021,5
total national,2021-04,47249.0,2021,4
total national,2021-03,31852.0,2021,3
total national,2021-02,23657.0,2021,2
total national,2021-01,19367.0,2021,1
total national,2020-12,24438.0,2020,12
total national,2020-11,0.0,2020,11
total national,2020-10,38855.0,2020,10
total national,2020-09,54304.0,2020,9
total national,2020-08,178943.0,2020,8
total national,2020-07,160156.0,2020,7
total national,2020-06,9121.0,2020,6
total national,2020-05,0.0,2020,5
total national,2020-04,0.0,2020,4
total national,2020-03,47897.0,2020,3
total national,2020-02,101944.0,2020,2
total national,2020-01,76650.0,2020,1
total national,2019-12,100959.0,2019,12
total national,2019-11,100670.0,2019,11
total national,2019-10,263305.0,2019,10
total national,2019-09,394341.0,2019,9
total national,2019-08,617924.0,2019,8
total national,2019-07,532136.0,2019,7
total national,2019-06,357466.0,2019,6
total national,2019-05,297107.0,2019,5
total national,2019-04,249530.0,2019,4
total national,2019-03,132817.0,2019,3
total national,2019-02,88374.0,2019,2
total national,2019-01,70344.0,2019,1
total national,2018-12,87034.0,2018,12
total national,2018-11,93170.0,2018,11
total national,2018-10,278955.0,2018,10
total national,2018-09,377760.0,2018,9
total national,2018-08,622092.0,2018,8
total national,2018-07,536291.0,2018,7
total national,2018-06,338370.0,2018,6
total national,2018-05,321610.0,2018,5
total national,2018-04,224904.0,2018,4
total national,2018-03,152348.0,2018,3
total national,2018-02,97121.0,2018,2
total national,2018-01,76782.0,2018,1
total national,2017-12,83176.0,2017,12
total national,2017-11,96934.0,2017,11
total national,2017-10,273454.0,2017,10
total national,2017-09,368145.0,2017,9
total national,2017-08,561000.0,2017,8
total national,2017-07,487493.0,2017,7
total national,2017-06,306784.0,2017,6
total national,2017-05,269112.0,2017,5
total national,2017-04,232338.0,2017,4
total national,2017-03,116179.0,2017,3
total national,2017-02,91185.0,2017,2
total national,2017-01,72150.0,2017,1
01 andalucã­a,2024-10,35409.0,2024,10
01 andalucã­a,2024-09,40599.0,2024,9
01 andalucã­a,2024-08,58740.0,2024,8
01 andalucã­a,2024-07,43832.0,2024,7
01 andalucã­a,2024-06,34416.0,2024,6
01 andalucã­a,2024-05,34073.0,2024,5
01 andalucã­a,2024-04,32347.0,2024,4
01 andalucã­a,2024-03,30962.0,2024,3
01 andalucã­a,2024-02,21320.0,2024,2
01 andalucã­a,2024-01,15131.0,2024,1
01 andalucã­a,2023-12,36213.0,2023,12
01 andalucã­a,2023-11,28266.0,2023,11
01 andalucã­a,2023-10,35089.0,2023,10
01 andalucã­a,2023-09,40884.0,2023,9
01 andalucã­a,2023-08,58424.0,2023,8
01 andalucã­a,2023-07,53171.0,2023,7
01 andalucã­a,2023-06,40495.0,2023,6
01 andalucã­a,2023-05,36318.0,2023,5
01 andalucã­a,2023-04,41386.0,2023,4
01 andalucã­a,2023-03,29395.0,2023,3
01 andalucã­a,2023-02,24576.0,2023,2
01 andalucã­a,2023-01,19771.0,2023,1
01 andalucã­a,2022-12,30528.0,2022,12
01 andalucã­a,2022-11,24285.0,2022,11
01 andalucã­a,2022-10,34801.0,2022,10
01 andalucã­a,2022-09,38216.0,2022,9
01 andalucã­a,2022-08,57281.0,2022,8
01 andalucã­a,2022-07,52010.0,2022,7
01 andalucã­a,2022-06,34402.0,2022,6
01 andalucã­a,2022-05,30951.0,2022,5
01 andalucã­a,2022-04,37771.0,2022,4
01 andalucã­a,2022-03,21331.0,2022,3
01 andalucã­a,2022-02,23814.0,2022,2
01 andalucã­a,2022-01,14510.0,2022,1
01 andalucã­a,2021-12,29410.0,2021,12
01 andalucã­a,2021-11,24505.0,2021,11
01 andalucã­a,2021-10,36498.0,2021,10
01 andalucã­a,2021-09,34456.0,2021,9
01 andalucã­a,2021-08,56538.0,2021,8
01 andalucã­a,2021-07,46103.0,2021,7
01 andalucã­a,2021-06,26814.0,2021,6
01 andalucã­a,2021-05,15915.0,2021,5
01 andalucã­a,2021-04,10013.0,2021,4
01 andalucã­a,2021-03,7807.0,2021,3
01 andalucã­a,2021-02,2381.0,2021,2
01 andalucã­a,2021-01,2971.0,2021,1
01 andalucã­a,2020-12,6134.0,2020,12
01 andalucã­a,2020-11,1663.0,2020,11
01 andalucã­a,2020-10,14781.0,2020,10
01 andalucã­a,2020-09,22431.0,2020,9
01 andalucã­a,2020-08,50098.0,2020,8
01 andalucã­a,2020-07,42050.0,2020,7
01 andalucã­a,2020-06,17418.0,2020,6
01 andalucã­a,2020-05,1360.0,2020,5
01 andalucã­a,2020-04,0.0,2020,4
01 andalucã­a,2020-03,4505.0,2020,3
01 andalucã­a,2020-02,21037.0,2020,2
01 andalucã­a,2020-01,14610.0,2020,1
01 andalucã­a,2019-12,34376.0,2019,12
01 andalucã­a,2019-11,28804.0,2019,11
01 andalucã­a,2019-10,35329.0,2019,10
01 andalucã­a,2019-09,35368.0,2019,9
01 andalucã­a,2019-08,58627.0,2019,8
01 andalucã­a,2019-07,48964.0,2019,7
01 andalucã­a,2019-06,36337.0,2019,6
01 andalucã­a,2019-05,29646.0,2019,5
01 andalucã­a,2019-04,33437.0,2019,4
01 andalucã­a,2019-03,20037.0,2019,3
01 andalucã­a,2019-02,19392.0,2019,2
01 andalucã­a,2019-01,12736.0,2019,1
01 andalucã­a,2018-12,31234.0,2018,12
01 andalucã­a,2018-11,25416.0,2018,11
01 andalucã­a,2018-10,36053.0,2018,10
01 andalucã­a,2018-09,35704.0,2018,9
01 andalucã­a,2018-08,53132.0,2018,8
01 andalucã­a,2018-07,41577.0,2018,7
01 andalucã­a,2018-06,33729.0,2018,6
01 andalucã­a,2018-05,31529.0,2018,5
01 andalucã­a,2018-04,27006.0,2018,4
01 andalucã­a,2018-03,26000.0,2018,3
01 andalucã­a,2018-02,16000.0,2018,2
01 andalucã­a,2018-01,12042.0,2018,1
01 andalucã­a,2017-12,31431.0,2017,12
01 andalucã­a,2017-11,22315.0,2017,11
01 andalucã­a,2017-10,32169.0,2017,10
01 andalucã­a,2017-09,36373.0,2017,9
01 andalucã­a,2017-08,46472.0,2017,8
01 andalucã­a,2017-07,36999.0,2017,7
01 andalucã­a,2017-06,30865.0,2017,6
01 andalucã­a,2017-05,26067.0,2017,5
01 andalucã­a,2017-04,31733.0,2017,4
01 andalucã­a,2017-03,17394.0,2017,3
01 andalucã­a,2017-02,16726.0,2017,2
01 andalucã­a,2017-01,10857.0,2017,1
01 andalucã­a,2024-10,20424.0,2024,10
01 andalucã­a,2024-09,23579.0,2024,9
01 andalucã­a,2024-08,39094.0,2024,8
01 andalucã­a,2024-07,28071.0,2024,7
01 andalucã­a,2024-06,21487.0,2024,6
01 andalucã­a,2024-05,18928.0,2024,5
01 andalucã­a,2024-04,17225.0,2024,4
01 andalucã­a,2024-03,21974.0,2024,3
01 andalucã­a,2024-02,16551.0,2024,2
01 andalucã­a,2024-01,11915.0,2024,1
01 andalucã­a,2023-12,30624.0,2023,12
01 andalucã­a,2023-11,20667.0,2023,11
01 andalucã­a,2023-10,19885.0,2023,10
01 andalucã­a,2023-09,24494.0,2023,9
01 andalucã­a,2023-08,38141.0,2023,8
01 andalucã­a,2023-07,34123.0,2023,7
01 andalucã­a,2023-06,25946.0,2023,6
01 andalucã­a,2023-05,19051.0,2023,5
01 andalucã­a,2023-04,25722.0,2023,4
01 andalucã­a,2023-03,19112.0,2023,3
01 andalucã­a,2023-02,18933.0,2023,2
01 andalucã­a,2023-01,16025.0,2023,1
01 andalucã­a,2022-12,27576.0,2022,12
01 andalucã­a,2022-11,19944.0,2022,11
01 andalucã­a,2022-10,23903.0,2022,10
01 andalucã­a,2022-09,25031.0,2022,9
01 andalucã­a,2022-08,40524.0,2022,8
01 andalucã­a,2022-07,36149.0,2022,7
01 andalucã­a,2022-06,23157.0,2022,6
01 andalucã­a,2022-05,18585.0,2022,5
01 andalucã­a,2022-04,25933.0,2022,4
01 andalucã­a,2022-03,14711.0,2022,3
01 andalucã­a,2022-02,19369.0,2022,2
01 andalucã­a,2022-01,11325.0,2022,1
01 andalucã­a,2021-12,25629.0,2021,12
01 andalucã­a,2021-11,19059.0,2021,11
01 andalucã­a,2021-10,26317.0,2021,10
01 andalucã­a,2021-09,24062.0,2021,9
01 andalucã­a,2021-08,46533.0,2021,8
01 andalucã­a,2021-07,38116.0,2021,7
01 andalucã­a,2021-06,23744.0,2021,6
01 andalucã­a,2021-05,13923.0,2021,5
01 andalucã­a,2021-04,9180.0,2021,4
01 andalucã­a,2021-03,7209.0,2021,3
01 andalucã­a,2021-02,2143.0,2021,2
01 andalucã­a,2021-01,2739.0,2021,1
01 andalucã­a,2020-12,5604.0,2020,12
01 andalucã­a,2020-11,0.0,2020,11
01 andalucã­a,2020-10,13625.0,2020,10
01 andalucã­a,2020-09,20925.0,2020,9
01 andalucã­a,2020-08,44156.0,2020,8
01 andalucã­a,2020-07,37603.0,2020,7
01 andalucã­a,2020-06,17186.0,2020,6
01 andalucã­a,2020-05,0.0,2020,5
01 andalucã­a,2020-04,0.0,2020,4
01 andalucã­a,2020-03,3141.0,2020,3
01 andalucã­a,2020-02,17857.0,2020,2
01 andalucã­a,2020-01,12276.0,2020,1
01 andalucã­a,2019-12,30557.0,2019,12
01 andalucã­a,2019-11,23687.0,2019,11
01 andalucã­a,2019-10,21544.0,2019,10
01 andalucã­a,2019-09,19335.0,2019,9
01 andalucã­a,2019-08,35750.0,2019,8
01 andalucã­a,2019-07,29617.0,2019,7
