region,period,total,year,month
"04 balears, illes",2014-02,0.0,2014,2
"04 balears, illes",2014-01,0.0,2014,1
"04 balears, illes",2013-12,0.0,2013,12
"04 balears, illes",2013-11,0.0,2013,11
"04 balears, illes",2013-10,0.0,2013,10
"04 balears, illes",2013-09,5.67,2013,9
"04 balears, illes",2013-08,6.39,2013,8
"04 balears, illes",2013-07,6.57,2013,7
"04 balears, illes",2013-06,4.68,2013,6
"04 balears, illes",2013-05,5.11,2013,5
"04 balears, illes",2013-04,0.0,2013,4
"04 balears, illes",2013-03,0.0,2013,3
"04 balears, illes",2013-02,0.0,2013,2
"04 balears, illes",2013-01,0.0,2013,1
"04 balears, illes",2012-12,0.0,2012,12
"04 balears, illes",2012-11,0.0,2012,11
"04 balears, illes",2012-10,0.0,2012,10
"04 balears, illes",2012-09,6.55,2012,9
"04 balears, illes",2012-08,7.12,2012,8
"04 balears, illes",2012-07,6.8,2012,7
"04 balears, illes",2012-06,5.03,2012,6
"04 balears, illes",2012-05,4.37,2012,5
"04 balears, illes",2012-04,5.49,2012,4
"04 balears, illes",2012-03,0.0,2012,3
"04 balears, illes",2012-02,0.0,2012,2
"04 balears, illes",2012-01,0.0,2012,1
"04 balears, illes",2011-12,0.0,2011,12
"04 balears, illes",2011-11,0.0,2011,11
"04 balears, illes",2011-10,0.0,2011,10
"04 balears, illes",2011-09,6.85,2011,9
"04 balears, illes",2011-08,8.03,2011,8
"04 balears, illes",2011-07,6.37,2011,7
"04 balears, illes",2011-06,5.26,2011,6
"04 balears, illes",2011-05,4.39,2011,5
"04 balears, illes",2011-04,0.0,2011,4
"04 balears, illes",2011-03,0.0,2011,3
"04 balears, illes",2011-02,0.0,2011,2
"04 balears, illes",2011-01,0.0,2011,1
"04 balears, illes",2010-12,0.0,2010,12
"04 balears, illes",2010-11,0.0,2010,11
"04 balears, illes",2010-10,0.0,2010,10
"04 balears, illes",2010-09,5.83,2010,9
"04 balears, illes",2010-08,7.47,2010,8
"04 balears, illes",2010-07,6.22,2010,7
"04 balears, illes",2010-06,3.97,2010,6
"04 balears, illes",2010-05,0.0,2010,5
"04 balears, illes",2010-04,0.0,2010,4
"04 balears, illes",2010-03,0.0,2010,3
"04 balears, illes",2010-02,0.0,2010,2
"04 balears, illes",2010-01,0.0,2010,1
"04 balears, illes",2009-12,0.0,2009,12
"04 balears, illes",2009-11,0.0,2009,11
"04 balears, illes",2009-10,0.0,2009,10
"04 balears, illes",2009-09,6.22,2009,9
"04 balears, illes",2009-08,6.73,2009,8
"04 balears, illes",2009-07,6.11,2009,7
"04 balears, illes",2009-06,3.77,2009,6
"04 balears, illes",2009-05,4.41,2009,5
"04 balears, illes",2009-04,0.0,2009,4
"04 balears, illes",2009-03,0.0,2009,3
"04 balears, illes",2009-02,0.0,2009,2
"04 balears, illes",2009-01,0.0,2009,1
"04 balears, illes",2008-12,0.0,2008,12
"04 balears, illes",2008-11,0.0,2008,11
"04 balears, illes",2008-10,0.0,2008,10
"04 balears, illes",2008-09,5.47,2008,9
"04 balears, illes",2008-08,6.32,2008,8
"04 balears, illes",2008-07,6.01,2008,7
"04 balears, illes",2008-06,4.6,2008,6
"04 balears, illes",2008-05,3.8,2008,5
"04 balears, illes",2008-04,0.0,2008,4
"04 balears, illes",2008-03,0.0,2008,3
"04 balears, illes",2008-02,0.0,2008,2
"04 balears, illes",2008-01,0.0,2008,1
"04 balears, illes",2007-12,0.0,2007,12
"04 balears, illes",2007-11,0.0,2007,11
"04 balears, illes",2007-10,0.0,2007,10
"04 balears, illes",2007-09,5.19,2007,9
"04 balears, illes",2007-08,6.9,2007,8
"04 balears, illes",2007-07,6.37,2007,7
"04 balears, illes",2007-06,5.79,2007,6
"04 balears, illes",2007-05,5.93,2007,5
"04 balears, illes",2007-04,0.0,2007,4
"04 balears, illes",2007-03,0.0,2007,3
"04 balears, illes",2007-02,0.0,2007,2
"04 balears, illes",2007-01,0.0,2007,1
"04 balears, illes",2006-12,0.0,2006,12
"04 balears, illes",2006-11,0.0,2006,11
"04 balears, illes",2006-10,11.72,2006,10
"04 balears, illes",2006-09,6.75,2006,9
"04 balears, illes",2006-08,8.01,2006,8
"04 balears, illes",2006-07,6.27,2006,7
"04 balears, illes",2006-06,5.13,2006,6
"04 balears, illes",2006-05,6.53,2006,5
"04 balears, illes",2006-04,0.0,2006,4
"04 balears, illes",2006-03,0.0,2006,3
"04 balears, illes",2006-02,0.0,2006,2
"04 balears, illes",2006-01,0.0,2006,1
"04 balears, illes",2005-12,0.0,2005,12
"04 balears, illes",2005-11,0.0,2005,11
"04 balears, illes",2005-10,9.76,2005,10
"04 balears, illes",2005-09,5.31,2005,9
"04 balears, illes",2005-08,6.36,2005,8
"04 balears, illes",2005-07,5.4,2005,7
"04 balears, illes",2005-06,3.61,2005,6
"04 balears, illes",2005-05,2.89,2005,5
"04 balears, illes",2005-04,1.42,2005,4
"04 balears, illes",2005-03,0.0,2005,3
"04 balears, illes",2005-02,0.0,2005,2
"04 balears, illes",2005-01,0.0,2005,1
"04 balears, illes",2004-12,0.0,2004,12
"04 balears, illes",2004-11,0.0,2004,11
"04 balears, illes",2004-10,0.0,2004,10
"04 balears, illes",2004-09,4.45,2004,9
"04 balears, illes",2004-08,7.78,2004,8
"04 balears, illes",2004-07,6.2,2004,7
"04 balears, illes",2004-06,4.83,2004,6
"04 balears, illes",2004-05,0.0,2004,5
"04 balears, illes",2004-04,0.0,2004,4
"04 balears, illes",2004-03,0.0,2004,3
"04 balears, illes",2004-02,0.0,2004,2
"04 balears, illes",2004-01,0.0,2004,1
"04 balears, illes",2003-12,0.0,2003,12
"04 balears, illes",2003-11,0.0,2003,11
"04 balears, illes",2003-10,0.0,2003,10
"04 balears, illes",2003-09,4.73,2003,9
"04 balears, illes",2003-08,7.16,2003,8
"04 balears, illes",2003-07,4.49,2003,7
"04 balears, illes",2003-06,4.88,2003,6
"04 balears, illes",2003-05,5.01,2003,5
"04 balears, illes",2003-04,0.0,2003,4
"04 balears, illes",2003-03,0.0,2003,3
"04 balears, illes",2003-02,0.0,2003,2
"04 balears, illes",2003-01,8.89,2003,1
"04 balears, illes",2002-12,0.0,2002,12
"04 balears, illes",2002-11,0.0,2002,11
"04 balears, illes",2002-10,0.0,2002,10
"04 balears, illes",2002-09,5.53,2002,9
"04 balears, illes",2002-08,5.81,2002,8
"04 balears, illes",2002-07,6.47,2002,7
"04 balears, illes",2002-06,6.36,2002,6
"04 balears, illes",2002-05,6.08,2002,5
"04 balears, illes",2002-04,0.0,2002,4
"04 balears, illes",2002-03,0.0,2002,3
"04 balears, illes",2002-02,0.0,2002,2
"04 balears, illes",2002-01,0.0,2002,1
"04 balears, illes",2001-12,0.0,2001,12
"04 balears, illes",2001-11,0.0,2001,11
"04 balears, illes",2001-10,0.0,2001,10
"04 balears, illes",2001-09,6.76,2001,9
"04 balears, illes",2001-08,6.9,2001,8
"04 balears, illes",2001-07,6.86,2001,7
"04 balears, illes",2001-06,5.33,2001,6
"04 balears, illes",2001-05,5.18,2001,5
"04 balears, illes",2001-04,2.74,2001,4
"04 balears, illes",2001-03,0.0,2001,3
"04 balears, illes",2001-02,0.0,2001,2
"04 balears, illes",2001-01,0.0,2001,1
"04 balears, illes",2000-12,0.0,2000,12
"04 balears, illes",2000-11,0.0,2000,11
"04 balears, illes",2000-10,0.0,2000,10
"04 balears, illes",2000-09,4.0,2000,9
"04 balears, illes",2000-08,7.0,2000,8
"04 balears, illes",2000-07,4.0,2000,7
"04 balears, illes",2000-06,5.0,2000,6
"04 balears, illes",2000-05,8.0,2000,5
"04 balears, illes",2000-04,5.0,2000,4
"04 balears, illes",2000-03,0.0,2000,3
"04 balears, illes",2000-02,0.0,2000,2
"04 balears, illes",2000-01,0.0,2000,1
"04 balears, illes",1999-12,0.0,1999,12
"04 balears, illes",1999-11,0.0,1999,11
"04 balears, illes",1999-10,0.0,1999,10
"04 balears, illes",1999-09,5.31,1999,9
"04 balears, illes",1999-08,6.16,1999,8
"04 balears, illes",1999-07,5.39,1999,7
"04 balears, illes",1999-06,3.4,1999,6
"04 balears, illes",1999-05,5.35,1999,5
"04 balears, illes",1999-04,2.35,1999,4
"04 balears, illes",1999-03,0.0,1999,3
"04 balears, illes",1999-02,0.0,1999,2
"04 balears, illes",1999-01,0.0,1999,1
05 canarias,2025-02,0.0,2025,2
05 canarias,2025-01,0.0,2025,1
05 canarias,2024-12,0.0,2024,12
05 canarias,2024-11,0.0,2024,11
05 canarias,2024-10,0.0,2024,10
05 canarias,2024-09,3.78,2024,9
05 canarias,2024-08,3.02,2024,8
05 canarias,2024-07,4.34,2024,7
05 canarias,2024-06,3.87,2024,6
05 canarias,2024-05,4.01,2024,5
05 canarias,2024-04,4.34,2024,4
05 canarias,2024-03,2.44,2024,3
05 canarias,2024-02,5.6,2024,2
05 canarias,2024-01,5.12,2024,1
05 canarias,2023-12,5.05,2023,12
05 canarias,2023-11,4.54,2023,11
05 canarias,2023-10,3.83,2023,10
05 canarias,2023-09,4.34,2023,9
05 canarias,2023-08,3.96,2023,8
05 canarias,2023-07,3.86,2023,7
05 canarias,2023-06,3.44,2023,6
05 canarias,2023-05,3.85,2023,5
05 canarias,2023-04,4.1,2023,4
05 canarias,2023-03,4.88,2023,3
05 canarias,2023-02,5.07,2023,2
05 canarias,2023-01,5.57,2023,1
05 canarias,2022-12,5.44,2022,12
05 canarias,2022-11,4.2,2022,11
05 canarias,2022-10,3.63,2022,10
05 canarias,2022-09,3.55,2022,9
05 canarias,2022-08,3.59,2022,8
05 canarias,2022-07,3.71,2022,7
05 canarias,2022-06,2.97,2022,6
05 canarias,2022-05,3.25,2022,5
05 canarias,2022-04,3.92,2022,4
05 canarias,2022-03,5.66,2022,3
05 canarias,2022-02,6.56,2022,2
05 canarias,2022-01,5.63,2022,1
05 canarias,2021-12,4.81,2021,12
05 canarias,2021-11,4.17,2021,11
05 canarias,2021-10,3.3,2021,10
05 canarias,2021-09,4.48,2021,9
05 canarias,2021-08,5.1,2021,8
05 canarias,2021-07,6.64,2021,7
05 canarias,2021-06,3.75,2021,6
05 canarias,2021-05,3.43,2021,5
05 canarias,2021-04,14.72,2021,4
05 canarias,2021-03,5.63,2021,3
05 canarias,2021-02,6.27,2021,2
05 canarias,2021-01,7.76,2021,1
05 canarias,2020-12,6.93,2020,12
05 canarias,2020-11,5.89,2020,11
05 canarias,2020-10,0.0,2020,10
05 canarias,2020-09,3.98,2020,9
05 canarias,2020-08,3.83,2020,8
05 canarias,2020-07,3.89,2020,7
05 canarias,2020-06,0.0,2020,6
05 canarias,2020-05,0.0,2020,5
05 canarias,2020-04,0.0,2020,4
05 canarias,2020-03,0.0,2020,3
05 canarias,2020-02,5.89,2020,2
05 canarias,2020-01,7.06,2020,1
05 canarias,2019-12,6.49,2019,12
05 canarias,2019-11,5.67,2019,11
05 canarias,2019-10,3.52,2019,10
05 canarias,2019-09,3.6,2019,9
05 canarias,2019-08,4.63,2019,8
05 canarias,2019-07,4.07,2019,7
05 canarias,2019-06,2.9,2019,6
05 canarias,2019-05,3.07,2019,5
05 canarias,2019-04,3.25,2019,4
05 canarias,2019-03,3.86,2019,3
05 canarias,2019-02,4.34,2019,2
05 canarias,2019-01,4.24,2019,1
05 canarias,2018-12,4.49,2018,12
05 canarias,2018-11,3.98,2018,11
05 canarias,2018-10,2.99,2018,10
05 canarias,2018-09,3.16,2018,9
05 canarias,2018-08,4.17,2018,8
05 canarias,2018-07,3.7,2018,7
05 canarias,2018-06,2.78,2018,6
05 canarias,2018-05,3.41,2018,5
05 canarias,2018-04,0.0,2018,4
05 canarias,2018-03,0.0,2018,3
05 canarias,2018-02,0.0,2018,2
05 canarias,2018-01,0.0,2018,1
05 canarias,2017-12,4.9,2017,12
05 canarias,2017-11,5.09,2017,11
05 canarias,2017-10,3.7,2017,10
05 canarias,2017-09,3.45,2017,9
05 canarias,2017-08,4.56,2017,8
05 canarias,2017-07,4.02,2017,7
05 canarias,2017-06,3.07,2017,6
05 canarias,2017-05,3.31,2017,5
05 canarias,2017-04,0.0,2017,4
05 canarias,2017-03,0.0,2017,3
05 canarias,2017-02,5.1,2017,2
05 canarias,2017-01,5.37,2017,1
05 canarias,2016-12,4.65,2016,12
05 canarias,2016-11,5.01,2016,11
05 canarias,2016-10,3.72,2016,10
05 canarias,2016-09,3.47,2016,9
05 canarias,2016-08,4.59,2016,8
05 canarias,2016-07,4.46,2016,7
05 canarias,2016-06,3.01,2016,6
05 canarias,2016-05,3.15,2016,5
05 canarias,2016-04,0.0,2016,4
05 canarias,2016-03,0.0,2016,3
05 canarias,2016-02,5.45,2016,2
05 canarias,2016-01,5.79,2016,1
05 canarias,2015-12,5.63,2015,12
05 canarias,2015-11,5.53,2015,11
05 canarias,2015-10,0.0,2015,10
05 canarias,2015-09,3.35,2015,9
05 canarias,2015-08,4.67,2015,8
05 canarias,2015-07,3.71,2015,7
05 canarias,2015-06,2.95,2015,6
05 canarias,2015-05,3.13,2015,5
05 canarias,2015-04,3.36,2015,4
05 canarias,2015-03,0.0,2015,3
05 canarias,2015-02,5.38,2015,2
05 canarias,2015-01,4.56,2015,1
05 canarias,2014-12,4.98,2014,12
05 canarias,2014-11,3.26,2014,11
05 canarias,2014-10,0.0,2014,10
05 canarias,2014-09,3.43,2014,9
05 canarias,2014-08,4.16,2014,8
05 canarias,2014-07,4.27,2014,7
05 canarias,2014-06,3.04,2014,6
05 canarias,2014-05,3.23,2014,5
05 canarias,2014-04,4.15,2014,4
05 canarias,2014-03,0.0,2014,3
05 canarias,2014-02,6.58,2014,2
05 canarias,2014-01,6.59,2014,1
05 canarias,2013-12,7.9,2013,12
05 canarias,2013-11,6.97,2013,11
05 canarias,2013-10,0.0,2013,10
05 canarias,2013-09,4.16,2013,9
05 canarias,2013-08,4.32,2013,8
05 canarias,2013-07,4.6,2013,7
05 canarias,2013-06,3.57,2013,6
05 canarias,2013-05,3.62,2013,5
05 canarias,2013-04,0.0,2013,4
05 canarias,2013-03,0.0,2013,3
05 canarias,2013-02,6.88,2013,2
05 canarias,2013-01,7.11,2013,1
05 canarias,2012-12,7.3,2012,12
05 canarias,2012-11,6.75,2012,11
05 canarias,2012-10,0.0,2012,10
05 canarias,2012-09,4.95,2012,9
05 canarias,2012-08,4.65,2012,8
05 canarias,2012-07,4.28,2012,7
05 canarias,2012-06,3.9,2012,6
05 canarias,2012-05,3.61,2012,5
05 canarias,2012-04,3.89,2012,4
05 canarias,2012-03,0.0,2012,3
05 canarias,2012-02,6.38,2012,2
05 canarias,2012-01,8.51,2012,1
05 canarias,2011-12,7.02,2011,12
05 canarias,2011-11,8.35,2011,11
05 canarias,2011-10,0.0,2011,10
05 canarias,2011-09,3.62,2011,9
05 canarias,2011-08,5.25,2011,8
05 canarias,2011-07,4.79,2011,7
05 canarias,2011-06,3.79,2011,6
05 canarias,2011-05,3.59,2011,5
05 canarias,2011-04,0.0,2011,4
05 canarias,2011-03,0.0,2011,3
05 canarias,2011-02,8.7,2011,2
05 canarias,2011-01,12.12,2011,1
05 canarias,2010-12,9.42,2010,12
05 canarias,2010-11,8.39,2010,11
05 canarias,2010-10,0.0,2010,10
05 canarias,2010-09,5.38,2010,9
05 canarias,2010-08,16.76,2010,8
05 canarias,2010-07,13.38,2010,7
05 canarias,2010-06,4.44,2010,6
05 canarias,2010-05,0.0,2010,5
05 canarias,2010-04,0.0,2010,4
05 canarias,2010-03,0.0,2010,3
05 canarias,2010-02,7.35,2010,2
05 canarias,2010-01,6.96,2010,1
05 canarias,2009-12,6.66,2009,12
05 canarias,2009-11,7.06,2009,11
05 canarias,2009-10,5.76,2009,10
05 canarias,2009-09,5.03,2009,9
05 canarias,2009-08,4.87,2009,8
05 canarias,2009-07,4.36,2009,7
05 canarias,2009-06,4.15,2009,6
05 canarias,2009-05,5.48,2009,5
05 canarias,2009-04,4.9,2009,4
05 canarias,2009-03,0.0,2009,3
05 canarias,2009-02,9.69,2009,2
05 canarias,2009-01,9.94,2009,1
05 canarias,2008-12,8.88,2008,12
05 canarias,2008-11,7.99,2008,11
05 canarias,2008-10,6.98,2008,10
05 canarias,2008-09,3.63,2008,9
05 canarias,2008-08,6.0,2008,8
05 canarias,2008-07,5.47,2008,7
05 canarias,2008-06,5.4,2008,6
05 canarias,2008-05,5.82,2008,5
05 canarias,2008-04,0.0,2008,4
05 canarias,2008-03,0.0,2008,3
05 canarias,2008-02,8.63,2008,2
05 canarias,2008-01,11.18,2008,1
05 canarias,2007-12,10.44,2007,12
05 canarias,2007-11,8.7,2007,11
05 canarias,2007-10,8.05,2007,10
05 canarias,2007-09,8.1,2007,9
05 canarias,2007-08,5.21,2007,8
05 canarias,2007-07,5.02,2007,7
05 canarias,2007-06,4.57,2007,6
05 canarias,2007-05,5.18,2007,5
05 canarias,2007-04,0.0,2007,4
05 canarias,2007-03,0.0,2007,3
05 canarias,2007-02,7.23,2007,2
05 canarias,2007-01,7.17,2007,1
05 canarias,2006-12,7.57,2006,12
05 canarias,2006-11,7.81,2006,11
05 canarias,2006-10,6.5,2006,10
05 canarias,2006-09,5.7,2006,9
05 canarias,2006-08,4.99,2006,8
05 canarias,2006-07,4.95,2006,7
05 canarias,2006-06,3.95,2006,6
05 canarias,2006-05,4.27,2006,5
05 canarias,2006-04,0.0,2006,4
05 canarias,2006-03,0.0,2006,3
05 canarias,2006-02,7.51,2006,2
05 canarias,2006-01,7.15,2006,1
05 canarias,2005-12,7.24,2005,12
05 canarias,2005-11,7.03,2005,11
05 canarias,2005-10,6.31,2005,10
05 canarias,2005-09,5.11,2005,9
05 canarias,2005-08,3.99,2005,8
05 canarias,2005-07,5.01,2005,7
05 canarias,2005-06,3.68,2005,6
05 canarias,2005-05,3.73,2005,5
05 canarias,2005-04,5.17,2005,4
05 canarias,2005-03,5.1,2005,3
05 canarias,2005-02,8.18,2005,2
05 canarias,2005-01,9.41,2005,1
05 canarias,2004-12,5.75,2004,12
05 canarias,2004-11,5.9,2004,11
05 canarias,2004-10,0.0,2004,10
05 canarias,2004-09,5.1,2004,9
05 canarias,2004-08,4.14,2004,8
05 canarias,2004-07,4.95,2004,7
05 canarias,2004-06,3.29,2004,6
05 canarias,2004-05,0.0,2004,5
05 canarias,2004-04,0.0,2004,4
05 canarias,2004-03,7.46,2004,3
05 canarias,2004-02,7.56,2004,2
05 canarias,2004-01,7.58,2004,1
05 canarias,2003-12,4.8,2003,12
05 canarias,2003-11,4.99,2003,11
05 canarias,2003-10,4.37,2003,10
05 canarias,2003-09,4.01,2003,9
05 canarias,2003-08,3.8,2003,8
05 canarias,2003-07,4.33,2003,7
05 canarias,2003-06,3.75,2003,6
05 canarias,2003-05,4.11,2003,5
05 canarias,2003-04,0.0,2003,4
05 canarias,2003-03,5.56,2003,3
05 canarias,2003-02,7.73,2003,2
05 canarias,2003-01,8.89,2003,1
05 canarias,2002-12,8.09,2002,12
05 canarias,2002-11,4.67,2002,11
05 canarias,2002-10,0.0,2002,10
05 canarias,2002-09,4.81,2002,9
05 canarias,2002-08,5.28,2002,8
05 canarias,2002-07,5.02,2002,7
05 canarias,2002-06,5.85,2002,6
05 canarias,2002-05,6.94,2002,5
05 canarias,2002-04,0.0,2002,4
05 canarias,2002-03,10.51,2002,3
05 canarias,2002-02,13.67,2002,2
05 canarias,2002-01,15.88,2002,1
05 canarias,2001-12,10.24,2001,12
05 canarias,2001-11,6.76,2001,11
05 canarias,2001-10,6.83,2001,10
05 canarias,2001-09,6.34,2001,9
05 canarias,2001-08,4.91,2001,8
05 canarias,2001-07,3.77,2001,7
05 canarias,2001-06,5.59,2001,6
05 canarias,2001-05,4.2,2001,5
05 canarias,2001-04,4.39,2001,4
05 canarias,2001-03,7.75,2001,3
05 canarias,2001-02,10.11,2001,2
05 canarias,2001-01,6.91,2001,1
05 canarias,2000-12,8.0,2000,12
05 canarias,2000-11,9.0,2000,11
05 canarias,2000-10,9.0,2000,10
05 canarias,2000-09,6.0,2000,9
05 canarias,2000-08,6.0,2000,8
05 canarias,2000-07,5.0,2000,7
05 canarias,2000-06,4.0,2000,6
05 canarias,2000-05,5.0,2000,5
05 canarias,2000-04,11.0,2000,4
05 canarias,2000-03,9.0,2000,3
05 canarias,2000-02,13.0,2000,2
05 canarias,2000-01,10.0,2000,1
05 canarias,1999-12,19.75,1999,12
05 canarias,1999-11,6.51,1999,11
05 canarias,1999-10,5.21,1999,10
05 canarias,1999-09,2.4,1999,9
05 canarias,1999-08,4.55,1999,8
05 canarias,1999-07,4.63,1999,7
05 canarias,1999-06,6.39,1999,6
05 canarias,1999-05,8.11,1999,5
05 canarias,1999-04,5.65,1999,4
05 canarias,1999-03,5.23,1999,3
05 canarias,1999-02,0.0,1999,2
05 canarias,1999-01,0.0,1999,1
06 cantabria,2025-02,1.71,2025,2
06 cantabria,2025-01,1.54,2025,1
06 cantabria,2024-12,1.59,2024,12
06 cantabria,2024-11,2.49,2024,11
06 cantabria,2024-10,2.42,2024,10
06 cantabria,2024-09,5.4,2024,9
06 cantabria,2024-08,4.74,2024,8
06 cantabria,2024-07,4.6,2024,7
06 cantabria,2024-06,4.7,2024,6
06 cantabria,2024-05,5.79,2024,5
06 cantabria,2024-04,3.72,2024,4
06 cantabria,2024-03,4.52,2024,3
06 cantabria,2024-02,1.61,2024,2
06 cantabria,2024-01,1.85,2024,1
06 cantabria,2023-12,1.31,2023,12
06 cantabria,2023-11,1.93,2023,11
06 cantabria,2023-10,4.17,2023,10
06 cantabria,2023-09,4.54,2023,9
06 cantabria,2023-08,4.25,2023,8
06 cantabria,2023-07,4.2,2023,7
06 cantabria,2023-06,4.31,2023,6
06 cantabria,2023-05,5.59,2023,5
06 cantabria,2023-04,6.1,2023,4
06 cantabria,2023-03,4.84,2023,3
06 cantabria,2023-02,1.45,2023,2
06 cantabria,2023-01,1.56,2023,1
06 cantabria,2022-12,1.53,2022,12
06 cantabria,2022-11,1.75,2022,11
06 cantabria,2022-10,2.39,2022,10
06 cantabria,2022-09,4.9,2022,9
06 cantabria,2022-08,4.19,2022,8
06 cantabria,2022-07,4.23,2022,7
06 cantabria,2022-06,4.83,2022,6
06 cantabria,2022-05,4.74,2022,5
06 cantabria,2022-04,4.26,2022,4
06 cantabria,2022-03,1.79,2022,3
06 cantabria,2022-02,1.62,2022,2
06 cantabria,2022-01,1.6,2022,1
06 cantabria,2021-12,0.0,2021,12
06 cantabria,2021-11,3.29,2021,11
06 cantabria,2021-10,3.31,2021,10
06 cantabria,2021-09,5.04,2021,9
06 cantabria,2021-08,4.14,2021,8
06 cantabria,2021-07,4.28,2021,7
06 cantabria,2021-06,4.96,2021,6
06 cantabria,2021-05,3.75,2021,5
06 cantabria,2021-04,5.79,2021,4
06 cantabria,2021-03,0.0,2021,3
06 cantabria,2021-02,0.0,2021,2
06 cantabria,2021-01,0.0,2021,1
06 cantabria,2020-12,0.0,2020,12
06 cantabria,2020-11,3.71,2020,11
06 cantabria,2020-10,5.4,2020,10
06 cantabria,2020-09,4.11,2020,9
06 cantabria,2020-08,5.71,2020,8
06 cantabria,2020-07,5.05,2020,7
06 cantabria,2020-06,3.34,2020,6
06 cantabria,2020-05,0.0,2020,5
06 cantabria,2020-04,0.0,2020,4
06 cantabria,2020-03,2.25,2020,3
06 cantabria,2020-02,1.53,2020,2
06 cantabria,2020-01,0.0,2020,1
06 cantabria,2019-12,2.13,2019,12
06 cantabria,2019-11,1.78,2019,11
06 cantabria,2019-10,4.52,2019,10
06 cantabria,2019-09,5.2,2019,9
06 cantabria,2019-08,5.24,2019,8
06 cantabria,2019-07,5.16,2019,7
06 cantabria,2019-06,4.72,2019,6
06 cantabria,2019-05,5.76,2019,5
06 cantabria,2019-04,5.33,2019,4
06 cantabria,2019-03,2.21,2019,3
06 cantabria,2019-02,0.0,2019,2
06 cantabria,2019-01,0.0,2019,1
06 cantabria,2018-12,1.92,2018,12
06 cantabria,2018-11,2.63,2018,11
06 cantabria,2018-10,2.63,2018,10
06 cantabria,2018-09,4.24,2018,9
06 cantabria,2018-08,4.88,2018,8
06 cantabria,2018-07,4.85,2018,7
06 cantabria,2018-06,3.97,2018,6
06 cantabria,2018-05,5.0,2018,5
06 cantabria,2018-04,5.71,2018,4
06 cantabria,2018-03,3.07,2018,3
06 cantabria,2018-02,2.09,2018,2
06 cantabria,2018-01,1.81,2018,1
06 cantabria,2017-12,2.05,2017,12
06 cantabria,2017-11,2.09,2017,11
06 cantabria,2017-10,2.23,2017,10
06 cantabria,2017-09,4.21,2017,9
06 cantabria,2017-08,4.67,2017,8
06 cantabria,2017-07,4.43,2017,7
06 cantabria,2017-06,3.86,2017,6
06 cantabria,2017-05,5.01,2017,5
06 cantabria,2017-04,4.34,2017,4
06 cantabria,2017-03,2.97,2017,3
06 cantabria,2017-02,2.36,2017,2
06 cantabria,2017-01,2.26,2017,1
06 cantabria,2016-12,2.48,2016,12
06 cantabria,2016-11,2.02,2016,11
06 cantabria,2016-10,3.15,2016,10
06 cantabria,2016-09,4.61,2016,9
06 cantabria,2016-08,4.66,2016,8
06 cantabria,2016-07,4.69,2016,7
06 cantabria,2016-06,4.05,2016,6
06 cantabria,2016-05,5.24,2016,5
06 cantabria,2016-04,6.71,2016,4
06 cantabria,2016-03,3.78,2016,3
06 cantabria,2016-02,3.41,2016,2
06 cantabria,2016-01,2.8,2016,1
06 cantabria,2015-12,3.7,2015,12
06 cantabria,2015-11,2.12,2015,11
06 cantabria,2015-10,2.94,2015,10
06 cantabria,2015-09,5.05,2015,9
06 cantabria,2015-08,5.17,2015,8
06 cantabria,2015-07,4.9,2015,7
06 cantabria,2015-06,3.81,2015,6
06 cantabria,2015-05,4.06,2015,5
06 cantabria,2015-04,5.04,2015,4
06 cantabria,2015-03,2.05,2015,3
06 cantabria,2015-02,1.58,2015,2
06 cantabria,2015-01,2.04,2015,1
06 cantabria,2014-12,2.69,2014,12
06 cantabria,2014-11,1.93,2014,11
06 cantabria,2014-10,2.75,2014,10
06 cantabria,2014-09,4.02,2014,9
06 cantabria,2014-08,5.32,2014,8
06 cantabria,2014-07,5.05,2014,7
06 cantabria,2014-06,3.29,2014,6
06 cantabria,2014-05,3.8,2014,5
06 cantabria,2014-04,3.94,2014,4
06 cantabria,2014-03,2.5,2014,3
06 cantabria,2014-02,2.03,2014,2
06 cantabria,2014-01,2.67,2014,1
06 cantabria,2013-12,2.28,2013,12
06 cantabria,2013-11,2.64,2013,11
06 cantabria,2013-10,2.62,2013,10
06 cantabria,2013-09,3.64,2013,9
06 cantabria,2013-08,5.2,2013,8
06 cantabria,2013-07,4.46,2013,7
06 cantabria,2013-06,3.15,2013,6
06 cantabria,2013-05,2.6,2013,5
06 cantabria,2013-04,3.19,2013,4
06 cantabria,2013-03,3.02,2013,3
06 cantabria,2013-02,1.67,2013,2
06 cantabria,2013-01,2.62,2013,1
06 cantabria,2012-12,2.45,2012,12
06 cantabria,2012-11,2.08,2012,11
06 cantabria,2012-10,3.12,2012,10
06 cantabria,2012-09,3.51,2012,9
06 cantabria,2012-08,5.55,2012,8
06 cantabria,2012-07,4.69,2012,7
06 cantabria,2012-06,2.99,2012,6
06 cantabria,2012-05,2.9,2012,5
06 cantabria,2012-04,2.99,2012,4
06 cantabria,2012-03,2.06,2012,3
06 cantabria,2012-02,2.26,2012,2
06 cantabria,2012-01,1.61,2012,1
06 cantabria,2011-12,1.99,2011,12
06 cantabria,2011-11,2.19,2011,11
06 cantabria,2011-10,3.82,2011,10
06 cantabria,2011-09,5.01,2011,9
06 cantabria,2011-08,5.34,2011,8
06 cantabria,2011-07,4.8,2011,7
06 cantabria,2011-06,3.41,2011,6
06 cantabria,2011-05,3.45,2011,5
06 cantabria,2011-04,3.22,2011,4
