region,period,total,year,month
10 comunitat valenciana,2017-01,14.42,2017,1
10 comunitat valenciana,2016-12,15.95,2016,12
10 comunitat valenciana,2016-11,15.05,2016,11
10 comunitat valenciana,2016-10,9.78,2016,10
10 comunitat valenciana,2016-09,7.51,2016,9
10 comunitat valenciana,2016-08,6.92,2016,8
10 comunitat valenciana,2016-07,6.56,2016,7
10 comunitat valenciana,2016-06,6.62,2016,6
10 comunitat valenciana,2016-05,8.17,2016,5
10 comunitat valenciana,2016-04,8.22,2016,4
10 comunitat valenciana,2016-03,9.44,2016,3
10 comunitat valenciana,2016-02,17.49,2016,2
10 comunitat valenciana,2016-01,13.76,2016,1
10 comunitat valenciana,2015-12,14.91,2015,12
10 comunitat valenciana,2015-11,15.64,2015,11
10 comunitat valenciana,2015-10,10.14,2015,10
10 comunitat valenciana,2015-09,7.93,2015,9
10 comunitat valenciana,2015-08,7.06,2015,8
10 comunitat valenciana,2015-07,7.17,2015,7
10 comunitat valenciana,2015-06,6.6,2015,6
10 comunitat valenciana,2015-05,7.85,2015,5
10 comunitat valenciana,2015-04,6.85,2015,4
10 comunitat valenciana,2015-03,12.39,2015,3
10 comunitat valenciana,2015-02,18.66,2015,2
10 comunitat valenciana,2015-01,16.7,2015,1
10 comunitat valenciana,2014-12,14.39,2014,12
10 comunitat valenciana,2014-11,14.8,2014,11
10 comunitat valenciana,2014-10,10.82,2014,10
10 comunitat valenciana,2014-09,7.83,2014,9
10 comunitat valenciana,2014-08,6.55,2014,8
10 comunitat valenciana,2014-07,6.43,2014,7
10 comunitat valenciana,2014-06,6.21,2014,6
10 comunitat valenciana,2014-05,7.25,2014,5
10 comunitat valenciana,2014-04,6.63,2014,4
10 comunitat valenciana,2014-03,12.53,2014,3
10 comunitat valenciana,2014-02,16.89,2014,2
10 comunitat valenciana,2014-01,17.79,2014,1
10 comunitat valenciana,2013-12,15.91,2013,12
10 comunitat valenciana,2013-11,14.12,2013,11
10 comunitat valenciana,2013-10,10.78,2013,10
10 comunitat valenciana,2013-09,8.03,2013,9
10 comunitat valenciana,2013-08,6.93,2013,8
10 comunitat valenciana,2013-07,6.83,2013,7
10 comunitat valenciana,2013-06,6.27,2013,6
10 comunitat valenciana,2013-05,7.84,2013,5
10 comunitat valenciana,2013-04,8.79,2013,4
10 comunitat valenciana,2013-03,9.09,2013,3
10 comunitat valenciana,2013-02,17.7,2013,2
10 comunitat valenciana,2013-01,17.5,2013,1
10 comunitat valenciana,2012-12,15.9,2012,12
10 comunitat valenciana,2012-11,15.01,2012,11
10 comunitat valenciana,2012-10,11.11,2012,10
10 comunitat valenciana,2012-09,8.0,2012,9
10 comunitat valenciana,2012-08,7.51,2012,8
10 comunitat valenciana,2012-07,6.79,2012,7
10 comunitat valenciana,2012-06,5.88,2012,6
10 comunitat valenciana,2012-05,8.0,2012,5
10 comunitat valenciana,2012-04,6.9,2012,4
10 comunitat valenciana,2012-03,11.78,2012,3
10 comunitat valenciana,2012-02,18.99,2012,2
10 comunitat valenciana,2012-01,18.29,2012,1
10 comunitat valenciana,2011-12,15.54,2011,12
10 comunitat valenciana,2011-11,15.36,2011,11
10 comunitat valenciana,2011-10,11.68,2011,10
10 comunitat valenciana,2011-09,8.04,2011,9
10 comunitat valenciana,2011-08,7.33,2011,8
10 comunitat valenciana,2011-07,6.37,2011,7
10 comunitat valenciana,2011-06,6.5,2011,6
10 comunitat valenciana,2011-05,8.58,2011,5
10 comunitat valenciana,2011-04,6.93,2011,4
10 comunitat valenciana,2011-03,13.86,2011,3
10 comunitat valenciana,2011-02,18.55,2011,2
10 comunitat valenciana,2011-01,19.4,2011,1
10 comunitat valenciana,2010-12,16.78,2010,12
10 comunitat valenciana,2010-11,18.05,2010,11
10 comunitat valenciana,2010-10,11.1,2010,10
10 comunitat valenciana,2010-09,8.62,2010,9
10 comunitat valenciana,2010-08,7.68,2010,8
10 comunitat valenciana,2010-07,6.81,2010,7
10 comunitat valenciana,2010-06,6.77,2010,6
10 comunitat valenciana,2010-05,7.68,2010,5
10 comunitat valenciana,2010-04,7.1,2010,4
10 comunitat valenciana,2010-03,11.78,2010,3
10 comunitat valenciana,2010-02,20.13,2010,2
10 comunitat valenciana,2010-01,19.89,2010,1
10 comunitat valenciana,2009-12,18.26,2009,12
10 comunitat valenciana,2009-11,16.98,2009,11
10 comunitat valenciana,2009-10,10.63,2009,10
10 comunitat valenciana,2009-09,8.99,2009,9
10 comunitat valenciana,2009-08,7.49,2009,8
10 comunitat valenciana,2009-07,6.51,2009,7
10 comunitat valenciana,2009-06,6.24,2009,6
10 comunitat valenciana,2009-05,6.62,2009,5
10 comunitat valenciana,2009-04,6.44,2009,4
10 comunitat valenciana,2009-03,12.62,2009,3
10 comunitat valenciana,2009-02,18.04,2009,2
10 comunitat valenciana,2009-01,19.99,2009,1
10 comunitat valenciana,2008-12,17.58,2008,12
10 comunitat valenciana,2008-11,17.73,2008,11
10 comunitat valenciana,2008-10,12.22,2008,10
10 comunitat valenciana,2008-09,7.66,2008,9
10 comunitat valenciana,2008-08,7.23,2008,8
10 comunitat valenciana,2008-07,6.79,2008,7
10 comunitat valenciana,2008-06,6.2,2008,6
10 comunitat valenciana,2008-05,7.21,2008,5
10 comunitat valenciana,2008-04,7.83,2008,4
10 comunitat valenciana,2008-03,9.2,2008,3
10 comunitat valenciana,2008-02,18.13,2008,2
10 comunitat valenciana,2008-01,20.22,2008,1
10 comunitat valenciana,2007-12,13.76,2007,12
10 comunitat valenciana,2007-11,13.73,2007,11
10 comunitat valenciana,2007-10,11.16,2007,10
10 comunitat valenciana,2007-09,7.57,2007,9
10 comunitat valenciana,2007-08,7.38,2007,8
10 comunitat valenciana,2007-07,6.72,2007,7
10 comunitat valenciana,2007-06,5.31,2007,6
10 comunitat valenciana,2007-05,7.06,2007,5
10 comunitat valenciana,2007-04,6.09,2007,4
10 comunitat valenciana,2007-03,11.16,2007,3
10 comunitat valenciana,2007-02,16.48,2007,2
10 comunitat valenciana,2007-01,18.3,2007,1
10 comunitat valenciana,2006-12,12.75,2006,12
10 comunitat valenciana,2006-11,15.06,2006,11
10 comunitat valenciana,2006-10,10.42,2006,10
10 comunitat valenciana,2006-09,7.02,2006,9
10 comunitat valenciana,2006-08,7.77,2006,8
10 comunitat valenciana,2006-07,6.34,2006,7
10 comunitat valenciana,2006-06,5.91,2006,6
10 comunitat valenciana,2006-05,7.15,2006,5
10 comunitat valenciana,2006-04,5.77,2006,4
10 comunitat valenciana,2006-03,13.16,2006,3
10 comunitat valenciana,2006-02,18.65,2006,2
10 comunitat valenciana,2006-01,19.43,2006,1
10 comunitat valenciana,2005-12,15.01,2005,12
10 comunitat valenciana,2005-11,12.44,2005,11
10 comunitat valenciana,2005-10,9.65,2005,10
10 comunitat valenciana,2005-09,7.52,2005,9
10 comunitat valenciana,2005-08,7.5,2005,8
10 comunitat valenciana,2005-07,6.8,2005,7
10 comunitat valenciana,2005-06,5.9,2005,6
10 comunitat valenciana,2005-05,6.67,2005,5
10 comunitat valenciana,2005-04,6.89,2005,4
10 comunitat valenciana,2005-03,8.15,2005,3
10 comunitat valenciana,2005-02,17.79,2005,2
10 comunitat valenciana,2005-01,16.0,2005,1
10 comunitat valenciana,2004-12,15.33,2004,12
10 comunitat valenciana,2004-11,14.26,2004,11
10 comunitat valenciana,2004-10,9.19,2004,10
10 comunitat valenciana,2004-09,7.84,2004,9
10 comunitat valenciana,2004-08,7.06,2004,8
10 comunitat valenciana,2004-07,6.43,2004,7
10 comunitat valenciana,2004-06,4.84,2004,6
10 comunitat valenciana,2004-05,6.96,2004,5
10 comunitat valenciana,2004-04,5.52,2004,4
10 comunitat valenciana,2004-03,11.23,2004,3
10 comunitat valenciana,2004-02,16.92,2004,2
10 comunitat valenciana,2004-01,16.66,2004,1
10 comunitat valenciana,2003-12,14.08,2003,12
10 comunitat valenciana,2003-11,14.3,2003,11
10 comunitat valenciana,2003-10,10.21,2003,10
10 comunitat valenciana,2003-09,7.13,2003,9
10 comunitat valenciana,2003-08,7.12,2003,8
10 comunitat valenciana,2003-07,6.19,2003,7
10 comunitat valenciana,2003-06,5.54,2003,6
10 comunitat valenciana,2003-05,6.04,2003,5
10 comunitat valenciana,2003-04,5.28,2003,4
10 comunitat valenciana,2003-03,12.55,2003,3
10 comunitat valenciana,2003-02,17.09,2003,2
10 comunitat valenciana,2003-01,16.5,2003,1
10 comunitat valenciana,2002-12,11.51,2002,12
10 comunitat valenciana,2002-11,13.91,2002,11
10 comunitat valenciana,2002-10,9.44,2002,10
10 comunitat valenciana,2002-09,6.99,2002,9
10 comunitat valenciana,2002-08,8.17,2002,8
10 comunitat valenciana,2002-07,6.64,2002,7
10 comunitat valenciana,2002-06,5.18,2002,6
10 comunitat valenciana,2002-05,5.57,2002,5
10 comunitat valenciana,2002-04,7.33,2002,4
10 comunitat valenciana,2002-03,7.54,2002,3
10 comunitat valenciana,2002-02,16.4,2002,2
10 comunitat valenciana,2002-01,18.73,2002,1
10 comunitat valenciana,2001-12,15.52,2001,12
10 comunitat valenciana,2001-11,16.29,2001,11
10 comunitat valenciana,2001-10,10.0,2001,10
10 comunitat valenciana,2001-09,6.35,2001,9
10 comunitat valenciana,2001-08,9.07,2001,8
10 comunitat valenciana,2001-07,6.69,2001,7
10 comunitat valenciana,2001-06,4.42,2001,6
10 comunitat valenciana,2001-05,6.31,2001,5
10 comunitat valenciana,2001-04,5.04,2001,4
10 comunitat valenciana,2001-03,12.14,2001,3
10 comunitat valenciana,2001-02,18.65,2001,2
10 comunitat valenciana,2001-01,19.49,2001,1
10 comunitat valenciana,2000-12,13.0,2000,12
10 comunitat valenciana,2000-11,14.0,2000,11
10 comunitat valenciana,2000-10,9.0,2000,10
10 comunitat valenciana,2000-09,6.0,2000,9
10 comunitat valenciana,2000-08,7.0,2000,8
10 comunitat valenciana,2000-07,5.0,2000,7
10 comunitat valenciana,2000-06,4.0,2000,6
10 comunitat valenciana,2000-05,5.0,2000,5
10 comunitat valenciana,2000-04,5.0,2000,4
10 comunitat valenciana,2000-03,12.0,2000,3
10 comunitat valenciana,2000-02,15.0,2000,2
10 comunitat valenciana,2000-01,15.0,2000,1
10 comunitat valenciana,1999-12,13.57,1999,12
10 comunitat valenciana,1999-11,13.11,1999,11
10 comunitat valenciana,1999-10,9.45,1999,10
10 comunitat valenciana,1999-09,5.63,1999,9
10 comunitat valenciana,1999-08,6.84,1999,8
10 comunitat valenciana,1999-07,6.84,1999,7
10 comunitat valenciana,1999-06,5.16,1999,6
10 comunitat valenciana,1999-05,5.2,1999,5
10 comunitat valenciana,1999-04,5.33,1999,4
10 comunitat valenciana,1999-03,8.59,1999,3
10 comunitat valenciana,1999-02,15.85,1999,2
10 comunitat valenciana,1999-01,15.59,1999,1
11 extremadura,2025-02,1.9,2025,2
11 extremadura,2025-01,1.78,2025,1
11 extremadura,2024-12,2.06,2024,12
11 extremadura,2024-11,2.77,2024,11
11 extremadura,2024-10,1.95,2024,10
11 extremadura,2024-09,2.93,2024,9
11 extremadura,2024-08,4.03,2024,8
11 extremadura,2024-07,3.43,2024,7
11 extremadura,2024-06,3.31,2024,6
11 extremadura,2024-05,2.77,2024,5
11 extremadura,2024-04,2.65,2024,4
11 extremadura,2024-03,2.81,2024,3
11 extremadura,2024-02,1.93,2024,2
11 extremadura,2024-01,1.9,2024,1
11 extremadura,2023-12,2.2,2023,12
11 extremadura,2023-11,2.38,2023,11
11 extremadura,2023-10,2.22,2023,10
11 extremadura,2023-09,2.77,2023,9
11 extremadura,2023-08,3.66,2023,8
11 extremadura,2023-07,3.35,2023,7
11 extremadura,2023-06,2.74,2023,6
11 extremadura,2023-05,2.48,2023,5
11 extremadura,2023-04,2.42,2023,4
11 extremadura,2023-03,1.97,2023,3
11 extremadura,2023-02,2.03,2023,2
11 extremadura,2023-01,2.01,2023,1
11 extremadura,2022-12,2.27,2022,12
11 extremadura,2022-11,2.17,2022,11
11 extremadura,2022-10,2.32,2022,10
11 extremadura,2022-09,2.9,2022,9
11 extremadura,2022-08,3.83,2022,8
11 extremadura,2022-07,3.41,2022,7
11 extremadura,2022-06,2.69,2022,6
11 extremadura,2022-05,2.71,2022,5
11 extremadura,2022-04,2.74,2022,4
11 extremadura,2022-03,2.45,2022,3
11 extremadura,2022-02,2.04,2022,2
11 extremadura,2022-01,2.04,2022,1
11 extremadura,2021-12,2.22,2021,12
11 extremadura,2021-11,2.05,2021,11
11 extremadura,2021-10,2.3,2021,10
11 extremadura,2021-09,2.62,2021,9
11 extremadura,2021-08,3.66,2021,8
11 extremadura,2021-07,3.27,2021,7
11 extremadura,2021-06,2.75,2021,6
11 extremadura,2021-05,2.54,2021,5
11 extremadura,2021-04,2.64,2021,4
11 extremadura,2021-03,2.29,2021,3
11 extremadura,2021-02,2.05,2021,2
11 extremadura,2021-01,1.9,2021,1
11 extremadura,2020-12,0.0,2020,12
11 extremadura,2020-11,0.0,2020,11
11 extremadura,2020-10,2.03,2020,10
11 extremadura,2020-09,2.6,2020,9
11 extremadura,2020-08,3.71,2020,8
11 extremadura,2020-07,3.14,2020,7
11 extremadura,2020-06,2.47,2020,6
11 extremadura,2020-05,2.52,2020,5
11 extremadura,2020-04,0.0,2020,4
11 extremadura,2020-03,2.22,2020,3
11 extremadura,2020-02,2.15,2020,2
11 extremadura,2020-01,2.01,2020,1
11 extremadura,2019-12,2.23,2019,12
11 extremadura,2019-11,2.41,2019,11
11 extremadura,2019-10,2.19,2019,10
11 extremadura,2019-09,2.59,2019,9
11 extremadura,2019-08,3.29,2019,8
11 extremadura,2019-07,3.42,2019,7
11 extremadura,2019-06,2.34,2019,6
11 extremadura,2019-05,2.42,2019,5
11 extremadura,2019-04,2.61,2019,4
11 extremadura,2019-03,2.1,2019,3
11 extremadura,2019-02,1.96,2019,2
11 extremadura,2019-01,1.98,2019,1
11 extremadura,2018-12,2.47,2018,12
11 extremadura,2018-11,2.47,2018,11
11 extremadura,2018-10,2.17,2018,10
11 extremadura,2018-09,2.42,2018,9
11 extremadura,2018-08,3.36,2018,8
11 extremadura,2018-07,2.89,2018,7
11 extremadura,2018-06,2.39,2018,6
11 extremadura,2018-05,2.33,2018,5
11 extremadura,2018-04,2.27,2018,4
11 extremadura,2018-03,2.46,2018,3
11 extremadura,2018-02,2.24,2018,2
11 extremadura,2018-01,1.96,2018,1
11 extremadura,2017-12,3.04,2017,12
11 extremadura,2017-11,2.3,2017,11
11 extremadura,2017-10,2.17,2017,10
11 extremadura,2017-09,2.14,2017,9
11 extremadura,2017-08,3.37,2017,8
11 extremadura,2017-07,3.26,2017,7
11 extremadura,2017-06,2.22,2017,6
11 extremadura,2017-05,2.14,2017,5
11 extremadura,2017-04,2.59,2017,4
11 extremadura,2017-03,1.97,2017,3
11 extremadura,2017-02,2.05,2017,2
11 extremadura,2017-01,1.71,2017,1
11 extremadura,2016-12,2.27,2016,12
11 extremadura,2016-11,2.11,2016,11
11 extremadura,2016-10,2.03,2016,10
11 extremadura,2016-09,2.4,2016,9
11 extremadura,2016-08,3.04,2016,8
11 extremadura,2016-07,2.77,2016,7
11 extremadura,2016-06,1.99,2016,6
11 extremadura,2016-05,2.01,2016,5
11 extremadura,2016-04,1.85,2016,4
11 extremadura,2016-03,2.15,2016,3
11 extremadura,2016-02,1.39,2016,2
11 extremadura,2016-01,1.28,2016,1
11 extremadura,2015-12,2.65,2015,12
11 extremadura,2015-11,2.08,2015,11
11 extremadura,2015-10,2.02,2015,10
11 extremadura,2015-09,2.22,2015,9
11 extremadura,2015-08,3.16,2015,8
11 extremadura,2015-07,2.6,2015,7
11 extremadura,2015-06,1.97,2015,6
11 extremadura,2015-05,2.11,2015,5
11 extremadura,2015-04,2.31,2015,4
11 extremadura,2015-03,1.67,2015,3
11 extremadura,2015-02,1.8,2015,2
11 extremadura,2015-01,2.04,2015,1
11 extremadura,2014-12,1.94,2014,12
11 extremadura,2014-11,1.94,2014,11
11 extremadura,2014-10,1.93,2014,10
11 extremadura,2014-09,2.02,2014,9
11 extremadura,2014-08,3.22,2014,8
11 extremadura,2014-07,2.72,2014,7
11 extremadura,2014-06,2.11,2014,6
11 extremadura,2014-05,2.03,2014,5
11 extremadura,2014-04,2.48,2014,4
11 extremadura,2014-03,1.8,2014,3
11 extremadura,2014-02,1.6,2014,2
11 extremadura,2014-01,1.65,2014,1
11 extremadura,2013-12,1.82,2013,12
11 extremadura,2013-11,1.89,2013,11
11 extremadura,2013-10,1.78,2013,10
11 extremadura,2013-09,1.92,2013,9
11 extremadura,2013-08,3.11,2013,8
11 extremadura,2013-07,2.58,2013,7
11 extremadura,2013-06,2.12,2013,6
11 extremadura,2013-05,2.2,2013,5
11 extremadura,2013-04,2.28,2013,4
11 extremadura,2013-03,2.2,2013,3
11 extremadura,2013-02,1.68,2013,2
11 extremadura,2013-01,1.54,2013,1
11 extremadura,2012-12,1.85,2012,12
11 extremadura,2012-11,1.82,2012,11
11 extremadura,2012-10,1.98,2012,10
11 extremadura,2012-09,2.28,2012,9
11 extremadura,2012-08,3.21,2012,8
11 extremadura,2012-07,2.8,2012,7
11 extremadura,2012-06,2.17,2012,6
11 extremadura,2012-05,2.49,2012,5
11 extremadura,2012-04,2.61,2012,4
11 extremadura,2012-03,1.89,2012,3
11 extremadura,2012-02,1.83,2012,2
11 extremadura,2012-01,1.66,2012,1
11 extremadura,2011-12,1.68,2011,12
11 extremadura,2011-11,1.65,2011,11
11 extremadura,2011-10,3.04,2011,10
11 extremadura,2011-09,2.36,2011,9
11 extremadura,2011-08,3.05,2011,8
11 extremadura,2011-07,2.81,2011,7
11 extremadura,2011-06,2.22,2011,6
11 extremadura,2011-05,2.14,2011,5
11 extremadura,2011-04,2.49,2011,4
11 extremadura,2011-03,2.1,2011,3
11 extremadura,2011-02,1.85,2011,2
11 extremadura,2011-01,1.67,2011,1
11 extremadura,2010-12,2.12,2010,12
11 extremadura,2010-11,2.07,2010,11
11 extremadura,2010-10,3.64,2010,10
11 extremadura,2010-09,2.5,2010,9
11 extremadura,2010-08,3.22,2010,8
11 extremadura,2010-07,2.63,2010,7
11 extremadura,2010-06,2.24,2010,6
11 extremadura,2010-05,2.17,2010,5
11 extremadura,2010-04,2.54,2010,4
11 extremadura,2010-03,2.33,2010,3
11 extremadura,2010-02,1.95,2010,2
11 extremadura,2010-01,1.54,2010,1
11 extremadura,2009-12,2.13,2009,12
11 extremadura,2009-11,2.07,2009,11
11 extremadura,2009-10,3.4,2009,10
11 extremadura,2009-09,2.38,2009,9
11 extremadura,2009-08,3.13,2009,8
11 extremadura,2009-07,2.8,2009,7
11 extremadura,2009-06,2.29,2009,6
11 extremadura,2009-05,2.9,2009,5
11 extremadura,2009-04,2.67,2009,4
11 extremadura,2009-03,2.17,2009,3
11 extremadura,2009-02,2.0,2009,2
11 extremadura,2009-01,2.0,2009,1
11 extremadura,2008-12,2.15,2008,12
11 extremadura,2008-11,1.86,2008,11
11 extremadura,2008-10,4.57,2008,10
11 extremadura,2008-09,3.05,2008,9
11 extremadura,2008-08,3.17,2008,8
11 extremadura,2008-07,2.63,2008,7
11 extremadura,2008-06,2.56,2008,6
11 extremadura,2008-05,3.27,2008,5
11 extremadura,2008-04,2.57,2008,4
11 extremadura,2008-03,2.77,2008,3
11 extremadura,2008-02,1.88,2008,2
11 extremadura,2008-01,1.98,2008,1
11 extremadura,2007-12,2.44,2007,12
11 extremadura,2007-11,2.16,2007,11
11 extremadura,2007-10,2.27,2007,10
11 extremadura,2007-09,3.01,2007,9
11 extremadura,2007-08,2.88,2007,8
11 extremadura,2007-07,2.64,2007,7
11 extremadura,2007-06,2.33,2007,6
11 extremadura,2007-05,2.41,2007,5
11 extremadura,2007-04,3.04,2007,4
11 extremadura,2007-03,2.19,2007,3
11 extremadura,2007-02,1.8,2007,2
11 extremadura,2007-01,1.67,2007,1
11 extremadura,2006-12,2.1,2006,12
11 extremadura,2006-11,1.82,2006,11
11 extremadura,2006-10,2.26,2006,10
11 extremadura,2006-09,2.51,2006,9
11 extremadura,2006-08,3.13,2006,8
11 extremadura,2006-07,2.48,2006,7
11 extremadura,2006-06,1.86,2006,6
11 extremadura,2006-05,2.11,2006,5
11 extremadura,2006-04,2.4,2006,4
11 extremadura,2006-03,1.74,2006,3
11 extremadura,2006-02,1.83,2006,2
11 extremadura,2006-01,1.83,2006,1
11 extremadura,2005-12,1.91,2005,12
11 extremadura,2005-11,1.74,2005,11
11 extremadura,2005-10,2.03,2005,10
11 extremadura,2005-09,2.19,2005,9
11 extremadura,2005-08,2.78,2005,8
11 extremadura,2005-07,2.56,2005,7
11 extremadura,2005-06,2.29,2005,6
11 extremadura,2005-05,2.49,2005,5
11 extremadura,2005-04,2.12,2005,4
11 extremadura,2005-03,2.47,2005,3
11 extremadura,2005-02,1.5,2005,2
11 extremadura,2005-01,1.87,2005,1
11 extremadura,2004-12,1.97,2004,12
11 extremadura,2004-11,2.04,2004,11
11 extremadura,2004-10,2.25,2004,10
11 extremadura,2004-09,2.11,2004,9
11 extremadura,2004-08,3.09,2004,8
11 extremadura,2004-07,2.74,2004,7
11 extremadura,2004-06,1.99,2004,6
11 extremadura,2004-05,1.82,2004,5
11 extremadura,2004-04,2.6,2004,4
11 extremadura,2004-03,1.81,2004,3
11 extremadura,2004-02,2.2,2004,2
11 extremadura,2004-01,2.07,2004,1
11 extremadura,2003-12,2.01,2003,12
11 extremadura,2003-11,1.87,2003,11
11 extremadura,2003-10,1.72,2003,10
11 extremadura,2003-09,2.4,2003,9
11 extremadura,2003-08,2.67,2003,8
11 extremadura,2003-07,2.48,2003,7
11 extremadura,2003-06,2.46,2003,6
11 extremadura,2003-05,2.44,2003,5
11 extremadura,2003-04,2.37,2003,4
11 extremadura,2003-03,1.77,2003,3
11 extremadura,2003-02,1.71,2003,2
11 extremadura,2003-01,1.57,2003,1
11 extremadura,2002-12,1.94,2002,12
11 extremadura,2002-11,1.79,2002,11
11 extremadura,2002-10,1.55,2002,10
11 extremadura,2002-09,2.51,2002,9
11 extremadura,2002-08,3.0,2002,8
11 extremadura,2002-07,2.5,2002,7
11 extremadura,2002-06,1.86,2002,6
11 extremadura,2002-05,2.18,2002,5
11 extremadura,2002-04,2.14,2002,4
11 extremadura,2002-03,2.51,2002,3
11 extremadura,2002-02,1.77,2002,2
11 extremadura,2002-01,1.62,2002,1
11 extremadura,2001-12,1.97,2001,12
11 extremadura,2001-11,1.64,2001,11
11 extremadura,2001-10,1.51,2001,10
11 extremadura,2001-09,2.95,2001,9
11 extremadura,2001-08,3.59,2001,8
11 extremadura,2001-07,2.5,2001,7
11 extremadura,2001-06,1.69,2001,6
11 extremadura,2001-05,2.03,2001,5
11 extremadura,2001-04,3.12,2001,4
11 extremadura,2001-03,1.31,2001,3
11 extremadura,2001-02,1.74,2001,2
11 extremadura,2001-01,1.48,2001,1
11 extremadura,2000-12,2.0,2000,12
11 extremadura,2000-11,1.0,2000,11
11 extremadura,2000-10,1.0,2000,10
11 extremadura,2000-09,3.0,2000,9
11 extremadura,2000-08,3.0,2000,8
11 extremadura,2000-07,2.0,2000,7
11 extremadura,2000-06,1.0,2000,6
11 extremadura,2000-05,2.0,2000,5
11 extremadura,2000-04,1.0,2000,4
11 extremadura,2000-03,1.0,2000,3
11 extremadura,2000-02,1.0,2000,2
11 extremadura,2000-01,1.0,2000,1
11 extremadura,1999-12,1.41,1999,12
11 extremadura,1999-11,2.23,1999,11
11 extremadura,1999-10,1.88,1999,10
11 extremadura,1999-09,1.82,1999,9
11 extremadura,1999-08,3.03,1999,8
11 extremadura,1999-07,2.53,1999,7
11 extremadura,1999-06,1.78,1999,6
11 extremadura,1999-05,1.79,1999,5
11 extremadura,1999-04,2.03,1999,4
11 extremadura,1999-03,1.75,1999,3
11 extremadura,1999-02,1.46,1999,2
11 extremadura,1999-01,1.52,1999,1
12 galicia,2025-02,1.47,2025,2
12 galicia,2025-01,1.48,2025,1
12 galicia,2024-12,1.48,2024,12
12 galicia,2024-11,1.69,2024,11
12 galicia,2024-10,1.57,2024,10
12 galicia,2024-09,2.76,2024,9
12 galicia,2024-08,3.76,2024,8
12 galicia,2024-07,3.79,2024,7
12 galicia,2024-06,2.75,2024,6
12 galicia,2024-05,1.4,2024,5
12 galicia,2024-04,1.71,2024,4
12 galicia,2024-03,1.65,2024,3
12 galicia,2024-02,1.46,2024,2
12 galicia,2024-01,1.42,2024,1
12 galicia,2023-12,1.55,2023,12
12 galicia,2023-11,1.45,2023,11
12 galicia,2023-10,3.16,2023,10
12 galicia,2023-09,3.22,2023,9
12 galicia,2023-08,3.69,2023,8
12 galicia,2023-07,3.68,2023,7
12 galicia,2023-06,3.11,2023,6
12 galicia,2023-05,2.98,2023,5
12 galicia,2023-04,3.1,2023,4
12 galicia,2023-03,6.6,2023,3
12 galicia,2023-02,1.63,2023,2
12 galicia,2023-01,1.59,2023,1
12 galicia,2022-12,1.76,2022,12
12 galicia,2022-11,1.61,2022,11
12 galicia,2022-10,1.64,2022,10
12 galicia,2022-09,3.37,2022,9
12 galicia,2022-08,3.72,2022,8
12 galicia,2022-07,3.68,2022,7
12 galicia,2022-06,3.09,2022,6
12 galicia,2022-05,2.9,2022,5
12 galicia,2022-04,3.36,2022,4
12 galicia,2022-03,2.23,2022,3
12 galicia,2022-02,1.72,2022,2
12 galicia,2022-01,1.48,2022,1
12 galicia,2021-12,1.61,2021,12
12 galicia,2021-11,1.6,2021,11
12 galicia,2021-10,1.85,2021,10
12 galicia,2021-09,3.84,2021,9
12 galicia,2021-08,3.59,2021,8
12 galicia,2021-07,3.94,2021,7
12 galicia,2021-06,3.11,2021,6
12 galicia,2021-05,1.88,2021,5
12 galicia,2021-04,2.07,2021,4
12 galicia,2021-03,1.85,2021,3
12 galicia,2021-02,2.26,2021,2
12 galicia,2021-01,2.2,2021,1
12 galicia,2020-12,0.0,2020,12
12 galicia,2020-11,1.98,2020,11
12 galicia,2020-10,1.9,2020,10
12 galicia,2020-09,4.21,2020,9
12 galicia,2020-08,4.0,2020,8
12 galicia,2020-07,3.92,2020,7
12 galicia,2020-06,3.14,2020,6
12 galicia,2020-05,0.0,2020,5
12 galicia,2020-04,0.0,2020,4
12 galicia,2020-03,1.52,2020,3
12 galicia,2020-02,1.66,2020,2
12 galicia,2020-01,1.78,2020,1
12 galicia,2019-12,1.91,2019,12
12 galicia,2019-11,1.85,2019,11
12 galicia,2019-10,1.75,2019,10
12 galicia,2019-09,3.5,2019,9
12 galicia,2019-08,3.76,2019,8
12 galicia,2019-07,4.13,2019,7
12 galicia,2019-06,3.1,2019,6
12 galicia,2019-05,2.01,2019,5
12 galicia,2019-04,2.43,2019,4
12 galicia,2019-03,1.84,2019,3
12 galicia,2019-02,1.52,2019,2
12 galicia,2019-01,2.09,2019,1
12 galicia,2018-12,2.04,2018,12
12 galicia,2018-11,1.99,2018,11
12 galicia,2018-10,2.46,2018,10
12 galicia,2018-09,3.03,2018,9
12 galicia,2018-08,3.7,2018,8
12 galicia,2018-07,4.0,2018,7
12 galicia,2018-06,3.37,2018,6
12 galicia,2018-05,2.6,2018,5
12 galicia,2018-04,2.27,2018,4
12 galicia,2018-03,2.41,2018,3
12 galicia,2018-02,2.11,2018,2
12 galicia,2018-01,1.69,2018,1
12 galicia,2017-12,2.17,2017,12
12 galicia,2017-11,2.04,2017,11
12 galicia,2017-10,2.0,2017,10
12 galicia,2017-09,3.22,2017,9
12 galicia,2017-08,3.66,2017,8
12 galicia,2017-07,3.85,2017,7
12 galicia,2017-06,2.99,2017,6
12 galicia,2017-05,2.23,2017,5
12 galicia,2017-04,2.43,2017,4
12 galicia,2017-03,1.68,2017,3
12 galicia,2017-02,1.74,2017,2
12 galicia,2017-01,2.18,2017,1
