Comunidades y Ciudades Autónomas;Viajeros y pernoctaciones;Residencia;Periodo;Total
18 Ceuta;Pernoctaciones;Total;2019M01;..
18 Ceuta;Pernoctaciones;Total;2018M12;..
18 Ceuta;Pernoctaciones;Total;2018M11;..
18 Ceuta;Pernoctaciones;Total;2018M10;..
18 Ceuta;Pernoctaciones;Total;2018M09;..
18 Ceuta;Pernoctaciones;Total;2018M08;..
18 Ceuta;Pernoctaciones;Total;2018M07;..
18 Ceuta;Pernoctaciones;Total;2018M06;..
18 Ceuta;Pernoctaciones;Total;2018M05;..
18 Ceuta;Pernoctaciones;Total;2018M04;..
18 Ceuta;Pernoctaciones;Total;2018M03;..
18 Ceuta;Pernoctaciones;Total;2018M02;..
18 Ceuta;Pernoctaciones;Total;2018M01;..
18 Ceuta;Pernoctaciones;Total;2017M12;..
18 Ceuta;Pernoctaciones;Total;2017M11;..
18 Ceuta;Pernoctaciones;Total;2017M10;..
18 Ceuta;Pernoctaciones;Total;2017M09;..
18 Ceuta;Pernoctaciones;Total;2017M08;..
18 Ceuta;Pernoctaciones;Total;2017M07;..
18 Ceuta;Pernoctaciones;Total;2017M06;..
18 Ceuta;Pernoctaciones;Total;2017M05;..
18 Ceuta;Pernoctaciones;Total;2017M04;..
18 Ceuta;Pernoctaciones;Total;2017M03;..
18 Ceuta;Pernoctaciones;Total;2017M02;..
18 Ceuta;Pernoctaciones;Total;2017M01;..
18 Ceuta;Pernoctaciones;Residentes en España;2023M11;..
18 Ceuta;Pernoctaciones;Residentes en España;2023M10;..
18 Ceuta;Pernoctaciones;Residentes en España;2023M09;..
18 Ceuta;Pernoctaciones;Residentes en España;2023M08;..
18 Ceuta;Pernoctaciones;Residentes en España;2023M07;..
18 Ceuta;Pernoctaciones;Residentes en España;2023M06;..
18 Ceuta;Pernoctaciones;Residentes en España;2023M05;..
18 Ceuta;Pernoctaciones;Residentes en España;2023M04;..
18 Ceuta;Pernoctaciones;Residentes en España;2023M03;..
18 Ceuta;Pernoctaciones;Residentes en España;2023M02;..
18 Ceuta;Pernoctaciones;Residentes en España;2023M01;..
18 Ceuta;Pernoctaciones;Residentes en España;2022M12;..
18 Ceuta;Pernoctaciones;Residentes en España;2022M11;..
18 Ceuta;Pernoctaciones;Residentes en España;2022M10;..
18 Ceuta;Pernoctaciones;Residentes en España;2022M09;..
18 Ceuta;Pernoctaciones;Residentes en España;2022M08;..
18 Ceuta;Pernoctaciones;Residentes en España;2022M07;..
18 Ceuta;Pernoctaciones;Residentes en España;2022M06;..
18 Ceuta;Pernoctaciones;Residentes en España;2022M05;..
18 Ceuta;Pernoctaciones;Residentes en España;2022M04;..
18 Ceuta;Pernoctaciones;Residentes en España;2022M03;..
18 Ceuta;Pernoctaciones;Residentes en España;2022M02;..
18 Ceuta;Pernoctaciones;Residentes en España;2022M01;..
18 Ceuta;Pernoctaciones;Residentes en España;2021M12;..
18 Ceuta;Pernoctaciones;Residentes en España;2021M11;..
18 Ceuta;Pernoctaciones;Residentes en España;2021M10;..
18 Ceuta;Pernoctaciones;Residentes en España;2021M09;..
18 Ceuta;Pernoctaciones;Residentes en España;2021M08;..
18 Ceuta;Pernoctaciones;Residentes en España;2021M07;..
18 Ceuta;Pernoctaciones;Residentes en España;2021M06;..
18 Ceuta;Pernoctaciones;Residentes en España;2021M05;..
18 Ceuta;Pernoctaciones;Residentes en España;2021M04;..
18 Ceuta;Pernoctaciones;Residentes en España;2021M03;..
18 Ceuta;Pernoctaciones;Residentes en España;2021M02;..
18 Ceuta;Pernoctaciones;Residentes en España;2021M01;..
18 Ceuta;Pernoctaciones;Residentes en España;2020M12;..
18 Ceuta;Pernoctaciones;Residentes en España;2020M11;..
18 Ceuta;Pernoctaciones;Residentes en España;2020M10;..
18 Ceuta;Pernoctaciones;Residentes en España;2020M09;..
18 Ceuta;Pernoctaciones;Residentes en España;2020M08;..
18 Ceuta;Pernoctaciones;Residentes en España;2020M07;..
18 Ceuta;Pernoctaciones;Residentes en España;2020M06;..
18 Ceuta;Pernoctaciones;Residentes en España;2020M05;..
18 Ceuta;Pernoctaciones;Residentes en España;2020M04;..
18 Ceuta;Pernoctaciones;Residentes en España;2020M03;..
18 Ceuta;Pernoctaciones;Residentes en España;2020M02;..
18 Ceuta;Pernoctaciones;Residentes en España;2020M01;..
18 Ceuta;Pernoctaciones;Residentes en España;2019M12;..
18 Ceuta;Pernoctaciones;Residentes en España;2019M11;..
18 Ceuta;Pernoctaciones;Residentes en España;2019M10;..
18 Ceuta;Pernoctaciones;Residentes en España;2019M09;..
18 Ceuta;Pernoctaciones;Residentes en España;2019M08;..
18 Ceuta;Pernoctaciones;Residentes en España;2019M07;..
18 Ceuta;Pernoctaciones;Residentes en España;2019M06;..
18 Ceuta;Pernoctaciones;Residentes en España;2019M05;..
18 Ceuta;Pernoctaciones;Residentes en España;2019M04;..
18 Ceuta;Pernoctaciones;Residentes en España;2019M03;..
18 Ceuta;Pernoctaciones;Residentes en España;2019M02;..
18 Ceuta;Pernoctaciones;Residentes en España;2019M01;..
18 Ceuta;Pernoctaciones;Residentes en España;2018M12;..
18 Ceuta;Pernoctaciones;Residentes en España;2018M11;..
18 Ceuta;Pernoctaciones;Residentes en España;2018M10;..
18 Ceuta;Pernoctaciones;Residentes en España;2018M09;..
18 Ceuta;Pernoctaciones;Residentes en España;2018M08;..
18 Ceuta;Pernoctaciones;Residentes en España;2018M07;..
18 Ceuta;Pernoctaciones;Residentes en España;2018M06;..
18 Ceuta;Pernoctaciones;Residentes en España;2018M05;..
18 Ceuta;Pernoctaciones;Residentes en España;2018M04;..
18 Ceuta;Pernoctaciones;Residentes en España;2018M03;..
18 Ceuta;Pernoctaciones;Residentes en España;2018M02;..
18 Ceuta;Pernoctaciones;Residentes en España;2018M01;..
18 Ceuta;Pernoctaciones;Residentes en España;2017M12;..
18 Ceuta;Pernoctaciones;Residentes en España;2017M11;..
18 Ceuta;Pernoctaciones;Residentes en España;2017M10;..
18 Ceuta;Pernoctaciones;Residentes en España;2017M09;..
18 Ceuta;Pernoctaciones;Residentes en España;2017M08;..
18 Ceuta;Pernoctaciones;Residentes en España;2017M07;..
18 Ceuta;Pernoctaciones;Residentes en España;2017M06;..
18 Ceuta;Pernoctaciones;Residentes en España;2017M05;..
18 Ceuta;Pernoctaciones;Residentes en España;2017M04;..
18 Ceuta;Pernoctaciones;Residentes en España;2017M03;..
18 Ceuta;Pernoctaciones;Residentes en España;2017M02;..
18 Ceuta;Pernoctaciones;Residentes en España;2017M01;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2023M11;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2023M10;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2023M09;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2023M08;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2023M07;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2023M06;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2023M05;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2023M04;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2023M03;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2023M02;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2023M01;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2022M12;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2022M11;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2022M10;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2022M09;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2022M08;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2022M07;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2022M06;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2022M05;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2022M04;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2022M03;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2022M02;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2022M01;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2021M12;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2021M11;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2021M10;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2021M09;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2021M08;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2021M07;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2021M06;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2021M05;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2021M04;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2021M03;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2021M02;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2021M01;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2020M12;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2020M11;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2020M10;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2020M09;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2020M08;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2020M07;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2020M06;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2020M05;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2020M04;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2020M03;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2020M02;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2020M01;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2019M12;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2019M11;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2019M10;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2019M09;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2019M08;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2019M07;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2019M06;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2019M05;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2019M04;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2019M03;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2019M02;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2019M01;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2018M12;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2018M11;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2018M10;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2018M09;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2018M08;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2018M07;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2018M06;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2018M05;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2018M04;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2018M03;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2018M02;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2018M01;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2017M12;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2017M11;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2017M10;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2017M09;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2017M08;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2017M07;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2017M06;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2017M05;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2017M04;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2017M03;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2017M02;..
18 Ceuta;Pernoctaciones;Residentes en el Extranjero;2017M01;..
19 Melilla;Viajero;Total;2023M11;..
19 Melilla;Viajero;Total;2023M10;..
19 Melilla;Viajero;Total;2023M09;..
19 Melilla;Viajero;Total;2023M08;..
19 Melilla;Viajero;Total;2023M07;..
19 Melilla;Viajero;Total;2023M06;..
19 Melilla;Viajero;Total;2023M05;..
19 Melilla;Viajero;Total;2023M04;..
19 Melilla;Viajero;Total;2023M03;..
19 Melilla;Viajero;Total;2023M02;..
19 Melilla;Viajero;Total;2023M01;..
19 Melilla;Viajero;Total;2022M12;..
19 Melilla;Viajero;Total;2022M11;..
19 Melilla;Viajero;Total;2022M10;..
19 Melilla;Viajero;Total;2022M09;..
19 Melilla;Viajero;Total;2022M08;..
19 Melilla;Viajero;Total;2022M07;..
19 Melilla;Viajero;Total;2022M06;..
19 Melilla;Viajero;Total;2022M05;..
19 Melilla;Viajero;Total;2022M04;..
19 Melilla;Viajero;Total;2022M03;..
19 Melilla;Viajero;Total;2022M02;..
19 Melilla;Viajero;Total;2022M01;..
19 Melilla;Viajero;Total;2021M12;..
19 Melilla;Viajero;Total;2021M11;..
19 Melilla;Viajero;Total;2021M10;..
19 Melilla;Viajero;Total;2021M09;..
19 Melilla;Viajero;Total;2021M08;..
19 Melilla;Viajero;Total;2021M07;..
19 Melilla;Viajero;Total;2021M06;..
19 Melilla;Viajero;Total;2021M05;..
19 Melilla;Viajero;Total;2021M04;..
19 Melilla;Viajero;Total;2021M03;..
19 Melilla;Viajero;Total;2021M02;..
19 Melilla;Viajero;Total;2021M01;..
19 Melilla;Viajero;Total;2020M12;..
19 Melilla;Viajero;Total;2020M11;..
19 Melilla;Viajero;Total;2020M10;..
19 Melilla;Viajero;Total;2020M09;..
19 Melilla;Viajero;Total;2020M08;..
19 Melilla;Viajero;Total;2020M07;..
19 Melilla;Viajero;Total;2020M06;..
19 Melilla;Viajero;Total;2020M05;..
19 Melilla;Viajero;Total;2020M04;..
19 Melilla;Viajero;Total;2020M03;..
19 Melilla;Viajero;Total;2020M02;..
19 Melilla;Viajero;Total;2020M01;..
19 Melilla;Viajero;Total;2019M12;..
19 Melilla;Viajero;Total;2019M11;..
19 Melilla;Viajero;Total;2019M10;..
19 Melilla;Viajero;Total;2019M09;..
19 Melilla;Viajero;Total;2019M08;..
19 Melilla;Viajero;Total;2019M07;..
19 Melilla;Viajero;Total;2019M06;..
19 Melilla;Viajero;Total;2019M05;..
19 Melilla;Viajero;Total;2019M04;..
19 Melilla;Viajero;Total;2019M03;..
19 Melilla;Viajero;Total;2019M02;..
19 Melilla;Viajero;Total;2019M01;..
19 Melilla;Viajero;Total;2018M12;..
19 Melilla;Viajero;Total;2018M11;..
19 Melilla;Viajero;Total;2018M10;..
19 Melilla;Viajero;Total;2018M09;..
19 Melilla;Viajero;Total;2018M08;..
19 Melilla;Viajero;Total;2018M07;..
19 Melilla;Viajero;Total;2018M06;..
19 Melilla;Viajero;Total;2018M05;..
19 Melilla;Viajero;Total;2018M04;..
19 Melilla;Viajero;Total;2018M03;..
19 Melilla;Viajero;Total;2018M02;..
19 Melilla;Viajero;Total;2018M01;..
19 Melilla;Viajero;Total;2017M12;..
19 Melilla;Viajero;Total;2017M11;..
19 Melilla;Viajero;Total;2017M10;..
19 Melilla;Viajero;Total;2017M09;..
19 Melilla;Viajero;Total;2017M08;..
19 Melilla;Viajero;Total;2017M07;..
19 Melilla;Viajero;Total;2017M06;..
19 Melilla;Viajero;Total;2017M05;..
19 Melilla;Viajero;Total;2017M04;..
19 Melilla;Viajero;Total;2017M03;..
19 Melilla;Viajero;Total;2017M02;..
19 Melilla;Viajero;Total;2017M01;..
19 Melilla;Viajero;Residentes en España;2023M11;..
19 Melilla;Viajero;Residentes en España;2023M10;..
19 Melilla;Viajero;Residentes en España;2023M09;..
19 Melilla;Viajero;Residentes en España;2023M08;..
19 Melilla;Viajero;Residentes en España;2023M07;..
19 Melilla;Viajero;Residentes en España;2023M06;..
19 Melilla;Viajero;Residentes en España;2023M05;..
19 Melilla;Viajero;Residentes en España;2023M04;..
19 Melilla;Viajero;Residentes en España;2023M03;..
19 Melilla;Viajero;Residentes en España;2023M02;..
19 Melilla;Viajero;Residentes en España;2023M01;..
19 Melilla;Viajero;Residentes en España;2022M12;..
19 Melilla;Viajero;Residentes en España;2022M11;..
19 Melilla;Viajero;Residentes en España;2022M10;..
19 Melilla;Viajero;Residentes en España;2022M09;..
19 Melilla;Viajero;Residentes en España;2022M08;..
19 Melilla;Viajero;Residentes en España;2022M07;..
19 Melilla;Viajero;Residentes en España;2022M06;..
19 Melilla;Viajero;Residentes en España;2022M05;..
19 Melilla;Viajero;Residentes en España;2022M04;..
19 Melilla;Viajero;Residentes en España;2022M03;..
19 Melilla;Viajero;Residentes en España;2022M02;..
19 Melilla;Viajero;Residentes en España;2022M01;..
19 Melilla;Viajero;Residentes en España;2021M12;..
19 Melilla;Viajero;Residentes en España;2021M11;..
19 Melilla;Viajero;Residentes en España;2021M10;..
19 Melilla;Viajero;Residentes en España;2021M09;..
19 Melilla;Viajero;Residentes en España;2021M08;..
19 Melilla;Viajero;Residentes en España;2021M07;..
19 Melilla;Viajero;Residentes en España;2021M06;..
19 Melilla;Viajero;Residentes en España;2021M05;..
19 Melilla;Viajero;Residentes en España;2021M04;..
19 Melilla;Viajero;Residentes en España;2021M03;..
19 Melilla;Viajero;Residentes en España;2021M02;..
19 Melilla;Viajero;Residentes en España;2021M01;..
19 Melilla;Viajero;Residentes en España;2020M12;..
19 Melilla;Viajero;Residentes en España;2020M11;..
19 Melilla;Viajero;Residentes en España;2020M10;..
19 Melilla;Viajero;Residentes en España;2020M09;..
19 Melilla;Viajero;Residentes en España;2020M08;..
19 Melilla;Viajero;Residentes en España;2020M07;..
19 Melilla;Viajero;Residentes en España;2020M06;..
19 Melilla;Viajero;Residentes en España;2020M05;..
19 Melilla;Viajero;Residentes en España;2020M04;..
19 Melilla;Viajero;Residentes en España;2020M03;..
19 Melilla;Viajero;Residentes en España;2020M02;..
19 Melilla;Viajero;Residentes en España;2020M01;..
19 Melilla;Viajero;Residentes en España;2019M12;..
19 Melilla;Viajero;Residentes en España;2019M11;..
19 Melilla;Viajero;Residentes en España;2019M10;..
19 Melilla;Viajero;Residentes en España;2019M09;..
19 Melilla;Viajero;Residentes en España;2019M08;..
19 Melilla;Viajero;Residentes en España;2019M07;..
19 Melilla;Viajero;Residentes en España;2019M06;..
19 Melilla;Viajero;Residentes en España;2019M05;..
19 Melilla;Viajero;Residentes en España;2019M04;..
19 Melilla;Viajero;Residentes en España;2019M03;..
19 Melilla;Viajero;Residentes en España;2019M02;..
19 Melilla;Viajero;Residentes en España;2019M01;..
19 Melilla;Viajero;Residentes en España;2018M12;..
19 Melilla;Viajero;Residentes en España;2018M11;..
19 Melilla;Viajero;Residentes en España;2018M10;..
19 Melilla;Viajero;Residentes en España;2018M09;..
19 Melilla;Viajero;Residentes en España;2018M08;..
19 Melilla;Viajero;Residentes en España;2018M07;..
19 Melilla;Viajero;Residentes en España;2018M06;..
19 Melilla;Viajero;Residentes en España;2018M05;..
19 Melilla;Viajero;Residentes en España;2018M04;..
19 Melilla;Viajero;Residentes en España;2018M03;..
19 Melilla;Viajero;Residentes en España;2018M02;..
19 Melilla;Viajero;Residentes en España;2018M01;..
19 Melilla;Viajero;Residentes en España;2017M12;..
19 Melilla;Viajero;Residentes en España;2017M11;..
19 Melilla;Viajero;Residentes en España;2017M10;..
19 Melilla;Viajero;Residentes en España;2017M09;..
19 Melilla;Viajero;Residentes en España;2017M08;..
19 Melilla;Viajero;Residentes en España;2017M07;..
19 Melilla;Viajero;Residentes en España;2017M06;..
19 Melilla;Viajero;Residentes en España;2017M05;..
19 Melilla;Viajero;Residentes en España;2017M04;..
19 Melilla;Viajero;Residentes en España;2017M03;..
19 Melilla;Viajero;Residentes en España;2017M02;..
19 Melilla;Viajero;Residentes en España;2017M01;..
19 Melilla;Viajero;Residentes en el Extranjero;2023M11;..
19 Melilla;Viajero;Residentes en el Extranjero;2023M10;..
19 Melilla;Viajero;Residentes en el Extranjero;2023M09;..
19 Melilla;Viajero;Residentes en el Extranjero;2023M08;..
19 Melilla;Viajero;Residentes en el Extranjero;2023M07;..
19 Melilla;Viajero;Residentes en el Extranjero;2023M06;..
19 Melilla;Viajero;Residentes en el Extranjero;2023M05;..
19 Melilla;Viajero;Residentes en el Extranjero;2023M04;..
19 Melilla;Viajero;Residentes en el Extranjero;2023M03;..
19 Melilla;Viajero;Residentes en el Extranjero;2023M02;..
19 Melilla;Viajero;Residentes en el Extranjero;2023M01;..
19 Melilla;Viajero;Residentes en el Extranjero;2022M12;..
19 Melilla;Viajero;Residentes en el Extranjero;2022M11;..
19 Melilla;Viajero;Residentes en el Extranjero;2022M10;..
19 Melilla;Viajero;Residentes en el Extranjero;2022M09;..
19 Melilla;Viajero;Residentes en el Extranjero;2022M08;..
19 Melilla;Viajero;Residentes en el Extranjero;2022M07;..
19 Melilla;Viajero;Residentes en el Extranjero;2022M06;..
19 Melilla;Viajero;Residentes en el Extranjero;2022M05;..
19 Melilla;Viajero;Residentes en el Extranjero;2022M04;..
19 Melilla;Viajero;Residentes en el Extranjero;2022M03;..
19 Melilla;Viajero;Residentes en el Extranjero;2022M02;..
19 Melilla;Viajero;Residentes en el Extranjero;2022M01;..
19 Melilla;Viajero;Residentes en el Extranjero;2021M12;..
19 Melilla;Viajero;Residentes en el Extranjero;2021M11;..
19 Melilla;Viajero;Residentes en el Extranjero;2021M10;..
19 Melilla;Viajero;Residentes en el Extranjero;2021M09;..
19 Melilla;Viajero;Residentes en el Extranjero;2021M08;..
19 Melilla;Viajero;Residentes en el Extranjero;2021M07;..
19 Melilla;Viajero;Residentes en el Extranjero;2021M06;..
19 Melilla;Viajero;Residentes en el Extranjero;2021M05;..
19 Melilla;Viajero;Residentes en el Extranjero;2021M04;..
19 Melilla;Viajero;Residentes en el Extranjero;2021M03;..
19 Melilla;Viajero;Residentes en el Extranjero;2021M02;..
19 Melilla;Viajero;Residentes en el Extranjero;2021M01;..
19 Melilla;Viajero;Residentes en el Extranjero;2020M12;..
19 Melilla;Viajero;Residentes en el Extranjero;2020M11;..
19 Melilla;Viajero;Residentes en el Extranjero;2020M10;..
19 Melilla;Viajero;Residentes en el Extranjero;2020M09;..
19 Melilla;Viajero;Residentes en el Extranjero;2020M08;..
19 Melilla;Viajero;Residentes en el Extranjero;2020M07;..
19 Melilla;Viajero;Residentes en el Extranjero;2020M06;..
